"Vare","Vare_2","Produkter","KIWI","Meny","Obs","Rema100","Spar","Extra","week","Årstal","Dato"
"Potetgull_Maarud_Salt240_gr_Salt","","",24.9,27.9,29.6,24.9,29.9,24.9,32,2020,"04.08.2020"
"JIF_Baderom_Spray500_ml","","",39.9,19.95,41.5,39.9,39.9,39.9,32,2020,"04.08.2020"
"Lano_Dusjsåpe_Refill","250 ml250 ml","",24.9,26.9,24.9,24.9,22.9,24.9,32,2020,"04.08.2020"
"Smash200_gr","","",45.9,46.9,46.8,45.9,39.9,45.9,32,2020,"04.08.2020"
"Firkløver_Freia200_gr","","",39.9,42.9,41.5,39.9,43.9,39.9,32,2020,"04.08.2020"
"Totalsum","","",1196,1284,1257,1181,1353,1205,32,2020,"04.08.2020"
"Agurk1_stk","","Agurk",19.4,21.9,19.9,19.4,21.9,19.4,31,2020,"28.07.2020"
"Champignon1_kg__","","Sjampinjong",46.8,54.9,53.9,46.8,49.9,51.3,31,2020,"28.07.2020"
"Blomkål1_stk","","Blomkål",24.8,26.9,25.9,24.8,21.9,24.9,31,2020,"28.07.2020"
"Kremost_Krydder125_gram","","",13.5,17.5,17.2,13.5,17.5,13.5,31,2020,"28.07.2020"
"Gulost_Synnøve","liten bit450 gram","",53.16,58.03,54.19,57,58.03,53.16,31,2020,"28.07.2020"
"Gudbrandsdalsost_skivet_Tine130_gr","","",17.9,19.9,18.2,17.9,21.9,17.9,31,2020,"28.07.2020"
"Jubelsalami100_gr","","",32.9,34.9,33.5,32.9,36.5,32.9,31,2020,"28.07.2020"
"Gilde_skinnfri_kjøttpølse450gr","","",22.2,30.9,23.3,22.2,30.9,22.2,31,2020,"28.07.2020"
"Kyllingfilet1_kg","","",94,129.9,94,94,99.29,94,31,2020,"28.07.2020"
"Kulturmelk","Tine1 liter","",17.9,20.5,18.2,17.9,20.5,17.9,31,2020,"28.07.2020"
"Helmelk_Tine1_liter","","",19.4,20.5,19.4,19.4,20.5,19.4,31,2020,"28.07.2020"
"Go_Morgen_Vanilje_m/nøttemix195_gr","","",10,13.9,13.1,10,13.9,10,31,2020,"28.07.2020"
"Melange_Margarin","stor1 kilo","",49.5,54.9,52.5,50.5,52.9,49.5,31,2020,"28.07.2020"
"Mills_Majones330_gr_(2_poser)","","",29.9,35.9,31.9,32.9,35.9,29.9,31,2020,"28.07.2020"
"Egg_billigste_type12_stk","","",21.9,26.6,21.9,21.9,23.9,21.9,31,2020,"28.07.2020"
"Grandiosa","tynn bunn Pepp.305 gram","",42.9,50.9,45.9,43.9,48.9,42.9,31,2020,"28.07.2020"
"Peppes_Triple_Meat545_gram","","",69.9,78.9,74.7,69.9,78.9,69.9,31,2020,"28.07.2020"
"Fiskepinner_Findus750_gram","","",54.9,56.5,54.9,54.9,56.9,54.9,31,2020,"28.07.2020"
"Leverpostei","stor boks200 gram","",14.9,16.4,15.6,14.9,16.5,14.9,31,2020,"28.07.2020"
"Tyttebærsyltetøy_Nora_Hj.laget400_gr__","","",39.9,42.5,42.6,39.9,42.9,39.9,31,2020,"28.07.2020"
"Betasuppe_Toro112_gr","","",23.9,26,24.3,23.9,25.5,23.9,31,2020,"28.07.2020"
"Bergensk_Fiskesuppe_Toro81_gr","","",18.9,19.9,18.9,18.9,19.9,18.9,31,2020,"28.07.2020"
"Italienske_gryte176_gram","","",34.9,38.9,37.3,34.9,39.9,34.9,31,2020,"28.07.2020"
"Bali_kyllinggryte91_gr","","",29.9,33.5,31.9,29.9,33.5,29.9,31,2020,"28.07.2020"
"Vafler_liten_pk","Toro246 gram","",16.9,17.9,17.2,16.9,17.9,16.9,31,2020,"28.07.2020"
"Bernaisesaus_1_pose","Toro28 gram","",14.9,16.9,15.1,15.4,16.9,14.9,31,2020,"28.07.2020"
"Kjøttkakesaus_1_pose","Toro45 gram","",14.9,16.4,15.1,14.9,16.5,14.9,31,2020,"28.07.2020"
"Kremet_kyllingsuppe_Toro_RIK20_gram","","",13.4,14.5,14.3,13.4,14.5,13.4,31,2020,"28.07.2020"
"Nescafe_Gull","stor200 gram","",62.9,66.7,59.9,62.9,67.9,62.9,31,2020,"28.07.2020"
"Jordbærgele","Freia125 gram","",10.9,12.5,11.1,10.9,12.5,10.9,31,2020,"28.07.2020"
"Bringebærgele","Freia125 gram","",13.9,15.5,14.1,13.9,15.9,13.9,31,2020,"28.07.2020"
"Ballerina_kjeks_Nougat205_gr","","",23.5,27.9,25.1,23.5,28.5,23.5,31,2020,"28.07.2020"
"Kaptein_kjeks200_gr","","",18.9,20.9,19.2,18.9,20.9,18.9,31,2020,"28.07.2020"
"Fanta_Appelsin1","5 liter","",32.2,37.9,32.2,32.2,37.9,32.2,31,2020,"28.07.2020"
"Maarud_Tortilla","ost185 gram","",39.9,42.9,41.9,39.9,42.9,39.9,31,2020,"28.07.2020"
"JIF_Skurekrem500_ml","","",31.9,33.7,31.9,31.9,33.5,31.9,31,2020,"28.07.2020"
"Omo_Color1","17 kg","",57.9,59.9,57.9,57.9,35.9,57.9,31,2020,"28.07.2020"
"Melkesjokolade_Freia200_gr","","",39.9,43.5,41.5,39.9,43.9,39.9,31,2020,"28.07.2020"
"Firkløver_Freia200_gr","","",39.9,42.9,41.5,39.9,43.9,39.9,31,2020,"28.07.2020"
"Totalsum","","",1235,1401,1281,1245,1338,1240,31,2020,"28.07.2020"
"Bananer1_kg_løsvekt","","Banan",19.9,24.9,20.9,19.9,22.9,19.9,30,2020,"21.07.2020"
"Agurk1_stk","","Agurk",17.9,21.9,18.9,17.9,19.9,17.9,30,2020,"21.07.2020"
"Isbergsalat1_stk","","Isbergsalat",19.9,22.9,21.9,19.9,22.9,19.9,30,2020,"21.07.2020"
"Brokkoli1_stk","","Brokkoli",14.9,22.9,25.9,15,22.9,14.9,30,2020,"21.07.2020"
"Blomkål1_stk","","Blomkål",14.9,22.9,25.9,14.9,21.9,14.9,30,2020,"21.07.2020"
"Norvegia1_kg","","",99,117,99,99,118,99,30,2020,"21.07.2020"
"Gudbrandsdalsost_Tine500_gr","","",51.6,56.9,54.1,51.6,56.9,51.6,30,2020,"21.07.2020"
"Kokt_skinke_Gilde110_gr","","",23.4,24.9,24.66,23.4,26.9,23.38,30,2020,"21.07.2020"
"Grillpølser_Gilde600_gr","","",29.5,40.9,30.9,29.5,39.9,29.5,30,2020,"21.07.2020"
"Kjøttdeig_billigste_type400_gr","","",49.9,49.9,50.8,49.9,56.9,49.9,30,2020,"21.07.2020"
"Lettrømme_Tine3_dl","","",16.9,18.9,17.2,16.9,19.9,16.9,30,2020,"21.07.2020"
"Helmelk_Tine1_liter","","",19.4,20.5,19.4,19.4,20.5,19.4,30,2020,"21.07.2020"
"Skummet_melk_Tine1_liter","","",16.9,17.9,16.9,16.9,18.9,16.9,30,2020,"21.07.2020"
"Tine_Sjokomelk1_lit","","",20.2,24.9,24.9,20.2,27.9,20.2,30,2020,"21.07.2020"
"Tine_Meierismør1/2_kilo","","",39.9,45.5,45.5,39.9,44.9,39.9,30,2020,"21.07.2020"
"Mills_Kaviar185_gr","","",20.9,22,21.9,20.9,24.9,20.9,30,2020,"21.07.2020"
"Big_One_Classic_Pizza560_gr","","",49.9,59.9,53.3,49.9,59.9,49.9,30,2020,"21.07.2020"
"Grandiosa_Original575_gr","","",47.9,50.5,47.9,47.9,29.9,47.9,30,2020,"21.07.2020"
"Makrell_i_tomatStabburet","","",16.5,17.9,17.3,16.5,19.5,16.5,30,2020,"21.07.2020"
"Leverpostei100_gr","","",9.9,10.5,9.9,9.9,10.5,9.9,30,2020,"21.07.2020"
"Nugatti_Original500_gram","","",27.9,31.5,28.4,27.9,33.5,27.9,30,2020,"21.07.2020"
"Bringebærsyltetøy_Nora400_gr_hjemmelaget","","",21.3,22.9,22.7,21.3,22.9,21.3,30,2020,"21.07.2020"
"Idun_Sennep490_gr","","",17.9,18.9,18.2,17.9,19.5,17.9,30,2020,"21.07.2020"
"Idun_Ketchup530_gr","","",16,16.5,16.3,16,16.9,16,30,2020,"21.07.2020"
"Oboy450_gr_pose","","",25.9,28.9,27.7,25.9,28.9,25.9,30,2020,"21.07.2020"
"Coca_Cola1","5 liter","",34.2,36.9,34.2,34.2,37.9,34.2,30,2020,"21.07.2020"
"Cheez_Doodles120_gr","","",19.9,21.5,20.2,19.9,22.5,19.9,30,2020,"21.07.2020"
"Potetgull_Maarud_Salt240_gr_Salt","","",24.9,29.9,29.6,24.9,29.9,24.9,30,2020,"21.07.2020"
"Smågodt1_hg","","",14.9,16.5,14.9,14.9,16.9,14.9,30,2020,"21.07.2020"
"Laban_Seigmenn300_gr","","",46.9,48.9,39.9,46.9,48.9,46.9,30,2020,"21.07.2020"
"Totalsum","","",849,966,899,849,964,849,30,2020,"21.07.2020"
"Bananer1_kg_løsvekt","","Banan",19.8,24.9,19.9,19.8,22.9,19.9,29,2020,"14.07.2020"
"Agurk1_stk","","Agurk",18.8,20.9,18.9,18.8,19.9,18.8,29,2020,"14.07.2020"
"Kinakålstk","","Kinakål",24.8,27.9,31.9,24.8,26.9,24.8,29,2020,"14.07.2020"
"Brokkoli1_stk","","Brokkoli",14.8,24.9,26.9,14.8,27.9,14.9,29,2020,"14.07.2020"
"Blomkål1_stk","","Blomkål",14.8,22.9,14.9,14.8,26.9,14.9,29,2020,"14.07.2020"
"Skivet_Ridderost_Tine170_gr","","",34.9,37.9,37.4,34.9,37.9,34.9,29,2020,"14.07.2020"
"Revet_ost_original_Tine300gr","","",46.4,48.9,49.9,46.4,37.9,46.4,29,2020,"14.07.2020"
"Gulost_Norvegia","liten bit500 gram","",59.4,64.9,66.45,59.9,67.9,59.9,29,2020,"14.07.2020"
"Ekte_kokt_skinke","3 stk330 gram","",70.2,79.5,76.73,70.2,68.7,70.13,29,2020,"14.07.2020"
"Stjernebacon140_gr","","",29.8,32.9,31.94,28.5,32.9,29.93,29,2020,"14.07.2020"
"Wienerpølser_Gilde520_gr","","",45.2,49.9,47.12,45.2,49.9,45.2,29,2020,"14.07.2020"
"Kjøttdeig_billigste_type400_gr","","",49.9,49.9,51.2,49.9,49.9,49.9,29,2020,"14.07.2020"
"Karbonader_Gilde810_gr","","",84.3,92,62.91,84.3,89.9,84.42,29,2020,"14.07.2020"
"Storfe_Ytrefilet150_gram","2 stk","",56,63.8,59.8,56.01,65.8,56,29,2020,"14.07.2020"
"Lettrømme_Tine3_dl","","",16.9,18.9,19.1,16.9,19.9,16.9,29,2020,"14.07.2020"
"Lettmelk_Tine1_liter","","",17.9,18.9,17.9,17.9,18.9,17.9,29,2020,"14.07.2020"
"Tine_Sjokomelk1_lit","","",20.2,24.9,24.9,20.2,27.9,20.2,29,2020,"14.07.2020"
"Tine_Meierismør1/2_kilo","","",42.9,43.9,46.9,42.9,44.9,42.9,29,2020,"14.07.2020"
"Italiensk_salat_med_skinke180_gr","","",15.3,21.5,19,15.3,21.9,15.3,29,2020,"14.07.2020"
"Grandiosa_Original575_gr","","",47.9,50.5,47.9,47.9,49.9,47.9,29,2020,"14.07.2020"
"Laks4_pakning_pris_per_500_gr","","",47,47,47,47,47.4,47,29,2020,"14.07.2020"
"Makrell_i_tomatStabburet","","",16.5,17.9,18,16.5,19.5,16.9,29,2020,"14.07.2020"
"Nugatti_Original500_gram","","",29.9,31.5,30.4,27.9,33.5,29.9,29,2020,"14.07.2020"
"Jordbærsyltetøy_Nora400_gr_hjemmelaget","","",27.9,29.9,30.5,27.9,29.5,27.9,29,2020,"14.07.2020"
"Amerikansk_gryte188_gram","","",35.9,37.9,38.8,35.9,37.9,27.9,29,2020,"14.07.2020"
"Meksikansk_tomatsuppePose","","",21.9,21.5,21.9,21.9,21.9,21.9,29,2020,"14.07.2020"
"Billigste_kneip1_stk","","",7.9,7.9,7.9,7.9,7.9,6.9,29,2020,"14.07.2020"
"Taco_salsa_medium","OLP226 gram","",16.9,19.9,18.9,16.9,11.94,16.9,29,2020,"14.07.2020"
"Taco_spice_mix_3X25G","","",15.4,17,16.9,15.4,10.14,15.4,29,2020,"14.07.2020"
"Tortillas_beger8_stk","","",25.4,28.5,27,25.4,16.5,25.4,29,2020,"14.07.2020"
"Nescafé_Gull_refill100_gr","","",29.9,33.9,43.4,29.9,34.9,29.9,29,2020,"14.07.2020"
"Smacks_Honnikorn375_gr","","",26.9,28.7,30.5,26.9,31.5,34.1,29,2020,"14.07.2020"
"Sætre_Snackers120_gr","","",18.9,20.9,20.2,18.9,20.9,18.9,29,2020,"14.07.2020"
"JIF_Kjøkken_Spray500_ml","","",34.9,36.9,35.5,34.9,36.5,34.9,29,2020,"14.07.2020"
"Smash200_gr","","",46.9,46.5,50.5,48.5,39.9,50,29,2020,"14.07.2020"
"Totalsum","","",1132,1246,1209,1131,1209,1135,29,2020,"14.07.2020"
"Limekg","","",42.8,47.9,44.9,42.8,44.9,42.8,28,2020,"07.07.2020"
"Blåbær125_gram","","Blåbær",26.9,29.9,19.9,26.8,26.9,26.8,28,2020,"07.07.2020"
"Vannmelon1_kilo","","Melon",12.9,12.9,10,15.8,12.9,12.9,28,2020,"07.07.2020"
"Kiwistk","","Kiwi",6.8,7.5,7.5,6.8,7.9,6.8,28,2020,"07.07.2020"
"Bananer1_kg_løsvekt","","Banan",19.8,24.9,19.9,19.8,22.9,19.9,28,2020,"07.07.2020"
"Norvegia1_kg","","",99,117,119.9,99,118,99,28,2020,"07.07.2020"
"Revet_ost_original_Tine300gr","","",46.4,48.9,49.9,46.4,49.9,46.4,28,2020,"07.07.2020"
"Ostegrill","Gilde480 gram","",27.9,30.9,29.5,27.9,43.9,28.7,28,2020,"07.07.2020"
"Kremfløte_Tine3_dl","","",17.9,19.9,21.3,18.9,19.9,17.9,28,2020,"07.07.2020"
"Lettrømme_Tine3_dl","","",16.9,18.9,19.1,16.9,19.9,16.9,28,2020,"07.07.2020"
"Lettmelk_Tine1_liter","","",17.9,18.9,17.9,17.9,18.9,17.9,28,2020,"07.07.2020"
"Tine_Sjokomelk1_lit","","",20.2,24.9,24.9,20.2,27.9,20.2,28,2020,"07.07.2020"
"Biola_Blåbær1_liter","","",26.7,37.9,35.5,26.7,37.9,26.7,28,2020,"07.07.2020"
"Tine_Yoghurt_Jordbær_4pk4x150gr","","",17.9,19.5,19.9,17.9,19.9,17.9,28,2020,"07.07.2020"
"Rislunsj_m/jordbær150_gr","","",10.9,12,10.9,10.9,11.9,10.9,28,2020,"07.07.2020"
"Q_frokost_Yoghurt","blåbær125 gram","",13.2,13.9,14,13.2,14.5,13.2,28,2020,"07.07.2020"
"Tine_Meierismør1/2_kilo","","",42.9,43.9,46.9,42.9,44.9,42.9,28,2020,"07.07.2020"
"Vafler_Toro_Fam/Pk591_gr_","","",24.9,26.9,29.9,24.9,26.9,29.9,28,2020,"07.07.2020"
"Nescafé_Gull_refill100_gr","","",29.9,33.9,43.4,29.9,34.9,29.9,28,2020,"07.07.2020"
"Ananasbiter_3_pk_eget_m.3_pk","","Ananas",15.9,17.5,15.9,15.9,17.5,15.9,28,2020,"07.07.2020"
"Jordbærgele","Freia125 gram","",10.9,12.5,12.9,10.9,12.9,10.9,28,2020,"07.07.2020"
"Bringebærgele","Freia125 gram","",13.9,16,14.1,13.9,15.9,13.9,28,2020,"07.07.2020"
"Sitrongele125_gram","","",16.9,18.9,17,16.9,18.9,16.9,28,2020,"07.07.2020"
"Piano_vaniljesaus1_liter","","",26.9,28.5,26.9,26.9,28.9,26.9,28,2020,"07.07.2020"
"Farris_naturell1","5 liter","",19.9,24,12.9,19.9,25.9,19.9,28,2020,"07.07.2020"
"Coca_Cola1","5 liter","",34.2,36.9,34.4,34.2,37.9,34.2,28,2020,"07.07.2020"
"Pepsi_Max1","5 liter","",32.2,36.9,32.4,32.2,36.9,32.2,28,2020,"07.07.2020"
"Sun_Lolly_Jordbær10_stk","","",31.9,43.9,34.9,31.9,44.9,31.9,28,2020,"07.07.2020"
"Solo_plastflaske0","5 liter","",20.3,26,24.9,20.3,25.9,20.3,28,2020,"07.07.2020"
"Solo_Plastflaske1","5 liter","",33.2,34.9,33.4,33.2,37.9,33.2,28,2020,"07.07.2020"
"Dobbeldusch_Sport250_ml","","",19.9,21.5,20.6,19.9,21.5,20.4,28,2020,"07.07.2020"
"Håndsåpe_Lano_Refill300_ml","","",21.9,21.5,21.9,21.9,22.9,21.9,28,2020,"07.07.2020"
"Spenol250_ml_fuktighetskrem","","",29.9,29.9,29.9,29.9,31.9,29.9,28,2020,"07.07.2020"
"Firkløver_Freia200_gr","","",39.9,42.9,29.9,39.9,43.9,39.9,28,2020,"07.07.2020"
"Vaniljeis_eget_merke3_liter","","",22.9,22.9,22.9,22.9,22.9,22.9,28,2020,"07.07.2020"
"Kroneis_Sjokolade_Dipl./Henning145_ml","","",16.9,26,19.72,17.4,26,19.72,28,2020,"07.07.2020"
"Totalsum","","",929,1051,990,934,1077,939,28,2020,"07.07.2020"
"Agurk1_stk","","Agurk",19.9,21.9,19.9,19.9,21.9,19.9,27,2020,"30.06.2020"
"Isbergsalat1_stk","","Isbergsalat",10,24.9,9.9,10,19.9,10,27,2020,"30.06.2020"
"Brokkoli1_stk","","Brokkoli",24.9,27.9,14.9,24.9,26.9,24.9,27,2020,"30.06.2020"
"Blomkål1_stk","","Blomkål",16.9,22.9,14.9,19.9,19.9,19.9,27,2020,"30.06.2020"
"Norvegia1_kg","","",79.2,117,99,79.2,118,79.2,27,2020,"30.06.2020"
"Gudbrandsdalsost_Tine500_gr","","",51.6,54.9,54.4,51.6,55.9,51.6,27,2020,"30.06.2020"
"Pepperoni_Grilstad100_gram","","",29.9,34.5,33.3,29.9,33.5,30.9,27,2020,"30.06.2020"
"Karbonader_Gilde810_gr","","",79.9,86,85.41,79.9,69.9,79.92,27,2020,"30.06.2020"
"Kyllingfilet1_kg","","",75.21,129.29,94,75.24,75.64,75.21,27,2020,"30.06.2020"
"Kremfløte_Tine3_dl","","",16.9,17.9,17.2,16.9,19.9,16.9,27,2020,"30.06.2020"
"Lettrømme_Tine3_dl","","",15,19.9,19.2,15,19.5,15,27,2020,"30.06.2020"
"Lettmelk_Tine1_liter","","",17.9,18.9,17.9,17.9,18.9,17.9,27,2020,"30.06.2020"
"Yoplait_Yoghurt_Vanilje4_stk","","",22.4,23.9,23.9,22.4,23.9,22.4,27,2020,"30.06.2020"
"Melange_margarin500_gram","","",22.3,30.5,23.4,22.3,29.9,22.3,27,2020,"30.06.2020"
"Ekte_Remulade","Mills165 gram","",18.1,25.9,18.4,18.1,24.9,18.1,27,2020,"30.06.2020"
"Egg_billigste_type12_stk","","",19.4,26.6,19.4,19.4,24.5,19.4,27,2020,"30.06.2020"
"Big_One_Classic_Pizza560_gr","","",39.9,59.9,54.9,39.9,59.9,39.9,27,2020,"30.06.2020"
"Makrell_i_tomat_6_pk6_stk","","",31.9,36.5,36.2,31.9,34.5,33.8,27,2020,"30.06.2020"
"Tomatpurre_Staveland180_gr","","",7.5,9.5,9,7.5,8.5,8.7,27,2020,"30.06.2020"
"Lasagne_Toro310_gr_Familiepakning","","",41.5,46.5,44.4,41.5,44.9,43.6,27,2020,"30.06.2020"
"Betasuppe_Toro112_gr","","",23.2,26,24.4,23.2,24.9,24,27,2020,"30.06.2020"
"Lofoten_Fiskesuppe69_gram","","",19.9,21.9,21.8,19.9,21.5,20.5,27,2020,"30.06.2020"
"Bergensk_Fiskesuppe_Toro81_gr","","",16.9,18.9,18.4,16.9,18.5,17.2,27,2020,"30.06.2020"
"Bali_kyllinggryte91_gr","","",29.9,33.5,33.2,29.9,32.5,29.9,27,2020,"30.06.2020"
"Hvit_saus","Toro38 gram","",10.4,11.5,10.8,10.4,10.9,10.6,27,2020,"30.06.2020"
"Brun_saus_uten_løk","Toro44 gram","",10.9,11.9,11.3,10.9,11.9,11.2,27,2020,"30.06.2020"
"Hamburgerdressing_Idun470_gr_flaske","","",19.4,21.9,21.4,19.4,21.5,21,27,2020,"30.06.2020"
"Nescafé_Gull_refill100_gr","","",29.9,33.9,31.9,29.9,33.9,29.9,27,2020,"30.06.2020"
"JIF_Kjøkken_Spray500_ml","","",32.9,35.9,35.5,32.9,35.5,33.9,27,2020,"30.06.2020"
"Omo_Color1","17 kg","",53.9,58.9,56.2,53.9,57.9,56,27,2020,"30.06.2020"
"Smågodt1_hg","","",14.9,16.5,14.9,14.9,16.9,14.9,27,2020,"30.06.2020"
"Melkerull_Freia74_gr","","",18.8,21,19.7,18.8,21.5,18.8,27,2020,"30.06.2020"
"Firkløver_Freia200_gr","","",39.9,43.9,29.9,39.9,42.9,39.9,27,2020,"30.06.2020"
"Totalsum","","",961,1191,1039,964,1101,977,27,2020,"30.06.2020"
"Limekg","","",46.8,51.9,48.9,46.8,49.9,46.8,26,2020,"23.06.2020"
"Agurk1_stk","","Agurk",17.8,19.9,18.9,17.8,18.9,17.8,26,2020,"23.06.2020"
"Isbergsalat1_stk","","Isbergsalat",10,21.9,21.9,10,11.94,10,26,2020,"23.06.2020"
"Brokkoli1_stk","","Brokkoli",24.8,19.9,24.9,24.8,26.9,24.8,26,2020,"23.06.2020"
"Purreløkkg","","Purre",39.8,64.9,39.9,39.8,32.9,39.8,26,2020,"23.06.2020"
"Woksaus_Sweet_and_sour120_gr","","",16.9,18.5,18,16.9,18.5,16.9,26,2020,"23.06.2020"
"Kremost_Krydder125_gram","","",13.5,17.9,17.2,13.5,16.9,13.5,26,2020,"23.06.2020"
"Gulost_Synnøve1_kg","","",71.2,69.9,92.9,71.2,105,71.2,26,2020,"23.06.2020"
"Gudbrandsdalsost_skivet_Tine130_gr","","",17.9,19.9,18.2,17.9,21.9,17.9,26,2020,"23.06.2020"
"Prim_original_Tine300_gr","","",23.9,25.9,24.3,23.9,25.9,23.9,26,2020,"23.06.2020"
"Philadelphia_light200gr","","",29.9,32.9,31.5,29.9,32.9,30.9,26,2020,"23.06.2020"
"Stjernebacon140_gr","","",28.5,30.9,30.45,28.5,31.5,28.53,26,2020,"23.06.2020"
"Kremfløte_Tine3_dl","","",16.9,17.9,17.2,16.9,19.9,16.9,26,2020,"23.06.2020"
"Helmelk_Tine1_liter","","",19.4,20.5,19.4,19.4,20.5,19.4,26,2020,"23.06.2020"
"Grandiosa_Hj.laget_m/kjøttdeig_1_kgmed_kjøttdeig","","",89,67.2,90.7,89,95.9,89,26,2020,"23.06.2020"
"Familiens_Fiskegrateng1_kilo","","",59.4,66.9,61.9,59.8,66.9,59.9,26,2020,"23.06.2020"
"Leverpostei100_gr","","",8.9,9.5,9,8.9,9.9,8.9,26,2020,"23.06.2020"
"Bringebærsyltetøy_Nora400_gr_hjemmelaget","","",19.9,21.9,21.2,19.9,21.9,19.9,26,2020,"23.06.2020"
"Spaghetti_A_la_Capri870_gram","","",29,31.9,30.8,29,31.5,29,26,2020,"23.06.2020"
"Betasuppe_Toro112_gr","","",23.3,25.5,23.7,23.3,24.9,23.3,26,2020,"23.06.2020"
"Meksikansk_tomatsuppePose","","",19.9,21.2,21.2,19.9,21.5,19.9,26,2020,"23.06.2020"
"Pizzafyll_Tomat_og_løk50_gr","","",17.9,19.5,18.2,17.9,19.5,17.9,26,2020,"23.06.2020"
"Pizzafyll_Mexicana","Toro60 gram","",14.3,19.5,19.1,14.3,19.5,14.3,26,2020,"23.06.2020"
"Freia_vaniljesukker_175_gr175_gram","","",18.9,22.5,20.2,18.9,22.5,18.9,26,2020,"23.06.2020"
"Sukkerkulør","Toro90 gram","",14.4,15.7,14.4,14.4,15.5,14.4,26,2020,"23.06.2020"
"Toro_Brownies530_gram","","",29.9,31.9,31.3,29.9,29.9,29.9,26,2020,"23.06.2020"
"Hvit_saus","Toro38 gram","",10.4,11.2,10.6,10.4,11.5,10.4,26,2020,"23.06.2020"
"Bernaisesaus_Toro4_pakning","","",28.4,29.9,24.9,28.4,29.9,28.4,26,2020,"23.06.2020"
"Ertestuing_5_minutter_Toro164_gr","","",20.9,22.9,21.3,20.9,22.5,20.9,26,2020,"23.06.2020"
"Soyasaus_Kikkoman150_ml","","",24.9,29.9,26.1,24.9,29.9,24.9,26,2020,"23.06.2020"
"Smacks_Honnikorn375_gr","","",26.9,27.9,27.4,26.9,28.9,26.9,26,2020,"23.06.2020"
"Coca_Cola1","5 liter","",35.9,38.9,35.9,35.9,39.5,35.9,26,2020,"23.06.2020"
"Pepsi_Max1","5 liter","",33.9,36.9,33.9,33.9,38.5,33.9,26,2020,"23.06.2020"
"JIF_Baderom_Spray500_ml","","",33.8,36,35.4,33.8,36.5,33.8,26,2020,"23.06.2020"
"OMO_Color_Refill490_ml","","",35.9,38.9,38.4,35.9,38.9,35.9,26,2020,"23.06.2020"
"Daim_Dobbel_Freia56_gr","","",17.7,19.9,18.9,17.7,19.9,17.7,26,2020,"23.06.2020"
"Laban_Seigmenn300_gr","","",29.4,49.5,31.4,29.4,46.9,29.4,26,2020,"23.06.2020"
"Freia_Dronningsjokolade100gr","","",17.9,19.9,18.7,17.9,19.9,17.9,26,2020,"23.06.2020"
"Kvikk_lunsj47gr","","",12.5,13.5,12.6,12.5,13.9,12.5,26,2020,"23.06.2020"
"Pepe_Lakris_Big32_gram","","",12.4,13.9,13.2,12.4,13.5,12.4,26,2020,"23.06.2020"
"Totalsum","","",1063,1175,1134,1063,1203,1065,26,2020,"23.06.2020"
"Norvegia1_kg","","",79.2,117,99,79.2,118,99,25,2020,"16.06.2020"
"Gilde_original_ovnsbakt_leverpostei190_gr","","",15.1,20.9,19.2,15.1,20.5,15.1,25,2020,"16.06.2020"
"Favoritt_Salami","Gilde150 gram","",38.7,30.03,24.43,38.7,41.9,38.7,25,2020,"16.06.2020"
"Gilde_skinnfri_kjøttpølse450gr","","",22.2,30.7,29.9,22.2,29.9,22.2,25,2020,"16.06.2020"
"Grillpølser_Gilde600_gr","","",29.5,39.2,32.9,29.5,39.9,29.5,25,2020,"16.06.2020"
"Kjøttdeig_billigste_type400_gr","","",48.9,39.1,49.9,48.9,39.9,48.9,25,2020,"16.06.2020"
"Fjordland_risgrøt970_gr","","",34.9,38.5,36.6,34.9,37.5,34.9,25,2020,"16.06.2020"
"Matfløte_20%3_dl","","",16.4,17.9,17.2,16.4,20.4,16.4,25,2020,"16.06.2020"
"Lettrømme_Tine3_dl","","",15,19.5,19.2,15,19.5,15,25,2020,"16.06.2020"
"Biola_Blåbær1_liter","","",34.9,37.9,35.5,34.9,37.9,34.9,25,2020,"16.06.2020"
"Tine_Yoghurt_Melon/pasjonsfrukt_4pk4x150gr","","",18.5,19.1,18.8,18.5,18.9,18.5,25,2020,"16.06.2020"
"Go_Morgen_Vanilje_m/nøttemix195_gr","","",12.9,14.5,13.1,12.9,13.9,12.9,25,2020,"16.06.2020"
"Go_Morgen_Skogsbær195_gr","","",12.9,14.5,13.1,12.9,13.9,12.9,25,2020,"16.06.2020"
"Mager_Cottage_Cheese_Tine400_gr_mager","","",23.9,30.9,30.4,23.9,31,23.9,25,2020,"16.06.2020"
"Melange_Flytende520_ml","","",27.9,30.9,28.4,27.9,29.9,27.9,25,2020,"16.06.2020"
"Delikat_rekesalat200_gram","","",26.9,28.6,27.4,26.9,28.5,26.9,25,2020,"16.06.2020"
"Mills_Kaviar185_gr","","",15.9,21.2,20.2,15.9,20.9,15.9,25,2020,"16.06.2020"
"Big_One_Classic_Pizza560_gr","","",49.9,59.9,54.9,49.9,59.9,49.9,25,2020,"16.06.2020"
"Grandiosa_Original575_gr","","",37.5,49.9,46.9,37.5,49.9,37.5,25,2020,"16.06.2020"
"Makrell_i_tomatStabburet","","",13.4,17.5,17.3,13.4,18.5,16.5,25,2020,"16.06.2020"
"Amerikansk_gryte188_gram","","",34.9,38.5,37.3,34.9,29.9,34.9,25,2020,"16.06.2020"
