"longitude","latitude"
0.147589369,0.010949772
0.076499134,0.010958452
0.148307632,0.010966096
0.069358029,0.011017665
0.106379774,0.011122586
0.067123104,0.011171753
0.090996126,0.011173772
0.077903678,0.011237022
0.079118807,0.011237022
0.142782454,0.011251153
0.127632066,0.011265216
0.079453666,0.011279413
0.14891945,0.011294472
0.14891945,0.011294472
0.115461509,0.011306847
0.141569016,0.01151492
0.095977565,0.011527705
0.115151579,0.011640075
0.116687192,0.011656224
0.068450699,0.011673046
0.116100344,0.011688522
0.067906131,0.011702652
0.067906131,0.011702652
0.067906131,0.011702652
0.068299336,0.011714091
0.143172277,0.011766575
0.091955842,0.011795065
0.079748781,0.01182377
0.117568046,0.011895754
0.13466008,0.011903573
0.143090253,0.01194556
0.092219061,0.011965464
0.067734474,0.011989297
0.092306809,0.012022268
0.134667783,0.012026548
0.142414034,0.012028391
0.115021128,0.012038309
0.143041479,0.012051491
0.142590114,0.012135385
0.127082678,0.012139685
0.142598342,0.012140385
0.114530071,0.012155255
0.114651685,0.012158054
0.142977788,0.012189814
0.142977788,0.012189814
0.142977788,0.012189814
0.11452695,0.012263925
0.11452695,0.012263925
0.150249437,0.012276595
0.134507931,0.012288081
0.11811406,0.012312479
0.150334429,0.012325533
0.093984482,0.012361397
0.093124505,0.012372163
0.126847178,0.012451966
0.093498261,0.012484534
0.093511081,0.012484695
0.092510599,0.012485206
0.092510599,0.012485206
0.092510599,0.012485206
0.092510599,0.012485206
0.093655543,0.012486552
0.092347626,0.012525047
0.067925656,0.012558705
0.079744468,0.012558705
0.114178706,0.012559512
0.127892486,0.012608679
0.091834608,0.012650451
0.134115191,0.012674042
0.105867331,0.012677339
0.126454735,0.012691106
0.151058069,0.012742252
0.15108227,0.012745993
0.134225813,0.012749647
0.105841507,0.012755702
0.079517779,0.012770728
0.09132422,0.012775216
0.124630772,0.012786655
0.124557991,0.012790497
0.124181149,0.01281038
0.123706192,0.012835438
0.092537497,0.012858531
0.152153977,0.012911581
0.134305342,0.012929897
0.143575629,0.012943435
0.143575629,0.012943435
0.143575629,0.012943435
0.13432052,0.012964294
0.134196876,0.01297366
0.143178196,0.012983807
0.152575137,0.013026481
0.152575137,0.013026481
0.142953393,0.01304767
0.142773153,0.013098869
0.152898766,0.013114776
0.122788629,0.013121545
0.134570082,0.013122689
0.118659642,0.013151151
0.143850728,0.013166843
0.134690471,0.013199094
0.090914949,0.013268434
0.113968498,0.013273211
0.144009372,0.013295678
0.14239686,0.013308806
0.134313755,0.013402336
0.134313755,0.013402336
0.134313755,0.013402336
0.092579092,0.01343598
0.068571104,0.013450305
0.122216157,0.013451321
0.144274096,0.013510669
0.13519877,0.013521704
0.078173442,0.013550254
0.119062639,0.013580264
0.153494594,0.013597369
0.135342768,0.013613101
0.092682256,0.013614965
0.105631933,0.013725209
0.144565727,0.013734938
0.121610791,0.01374664
0.1268688,0.013828091
0.119809998,0.013853835
0.121041194,0.013856527
0.105592054,0.013909684
0.139329018,0.013918431
0.126409656,0.013950575
0.142028178,0.013964187
0.133622053,0.013987738
0.133604617,0.014007702
0.139394975,0.014026764
0.114474718,0.014084208
0.156958118,0.014100108
0.14180663,0.014110874
0.069091639,0.014128106
0.069111452,0.014153904
0.125613843,0.014162867
0.134955626,0.014166527
0.139674869,0.014207768
0.139674869,0.014207768
0.139674869,0.014207768
0.078013725,0.014239407
0.154047871,0.014249291
0.141240923,0.014277074
0.140073147,0.014291877
0.135089172,0.014325521
0.141003309,0.014336287
0.105318079,0.014380704
0.093312229,0.014457405
0.154228745,0.014477887
0.105202232,0.014579868
0.156530244,0.014589961
0.090984203,0.014611742
0.069700929,0.014642513
0.145809708,0.014691566
0.11445636,0.014724072
0.113840609,0.014730148
0.136266165,0.01476289
0.145997093,0.014869494
0.155899425,0.014884008
0.154696904,0.014892749
0.155769482,0.014962183
0.136413764,0.014988929
0.157904304,0.01506014
0.146199775,0.015061943
0.157319571,0.015089841
0.094143455,0.015101347
0.138437754,0.015121533
0.074952368,0.015188397
0.155291649,0.015218542
0.155291649,0.015218542
0.155291649,0.015218542
0.155291649,0.015218542
0.155328298,0.015229651
0.074499819,0.015244885
0.14643262,0.015283043
0.156622863,0.015307637
0.15581418,0.015376936
0.132287719,0.01551565
0.138168159,0.015517958
0.146689134,0.015526604
0.138154046,0.015538709
0.105265652,0.01558649
0.073518389,0.015589854
0.0720097,0.01560019
0.073041275,0.01560019
0.158800075,0.015654134
0.136935052,0.015787256
0.132048389,0.015789698
0.077853999,0.015877549
0.113640177,0.015913393
0.159164191,0.015917296
0.095143802,0.015922928
0.136266249,0.015949843
0.114113341,0.015951068
0.105318079,0.015973669
0.123414797,0.016077016
0.123414797,0.016077016
0.123414797,0.016077016
0.090192805,0.016212937
0.131504667,0.01626744
0.137402349,0.016272036
0.105359751,0.016281402
0.147429694,0.016312812
0.131272972,0.016323289
0.136827771,0.016333032
0.130708956,0.016348185
0.137546786,0.016431655
0.137546786,0.016431655
0.10538911,0.016498236
0.147711466,0.016611952
0.160156166,0.016634231
0.153409974,0.01668395
0.137364686,0.016699426
0.137364686,0.016699426
0.137364686,0.016699426
0.105628669,0.016727606
0.075278931,0.016837366
0.10579581,0.016887636
0.136588423,0.016889177
0.113408921,0.016894823
0.114258844,0.016902931
0.137156262,0.016916745
0.137336781,0.016925512
0.137336781,0.016925512
0.137336781,0.016925512
0.07811677,0.016940989
0.136469498,0.016944279
0.105859264,0.01694839
0.160566723,0.016960926
0.130180235,0.016985459
0.138049902,0.016987639
0.16079884,0.01700255
0.138071439,0.017011439
0.136321213,0.017012986
0.096402057,0.017035864
0.161172444,0.017069542
0.11428822,0.017095077
0.11428822,0.017095077
0.11428822,0.017095077
0.161393222,0.017109134
0.161450055,0.017119328
0.124023774,0.017172875
0.147983487,0.017197845
0.153043677,0.017311003
0.113111143,0.01732372
0.0895882,0.017331929
0.096661217,0.017334715
0.075407462,0.017350097
0.087777327,0.017414881
0.13716005,0.017416039
0.136258639,0.017439589
0.162880787,0.017446022
0.087029993,0.017489349
0.089382084,0.017498688
0.089382084,0.017498688
0.089382084,0.017498688
0.13833695,0.017579474
0.086671889,0.017601046
0.0889139,0.017601046
0.138333457,0.017644197
0.148198414,0.017660784
0.136298382,0.017670386
0.07568175,0.017692079
0.097000743,0.017726234
0.085613162,0.017737572
0.130217662,0.017748439
0.112718699,0.017760955
0.164348853,0.017782621
0.121719366,0.01778612
0.114629843,0.017794868
0.114629843,0.017794868
0.114629843,0.017794868
0.152750405,0.017813035
0.076200637,0.01786552
0.085177221,0.017874099
0.113545782,0.017899163
0.148322836,0.01792877
0.114742376,0.017954931
0.124469262,0.017974526
0.084928107,0.017998204
0.084928107,0.017998204
0.09746902,0.018005834
0.07842626,0.018040467
0.07842626,0.018040467
0.07842626,0.018040467
0.077252565,0.01804585
0.097576597,0.018070074
0.097576597,0.018070074
0.097576597,0.018070074
0.097552286,0.018077011
0.165194861,0.018099418
0.125236223,0.018111792
0.138306939,0.018135679
0.106608958,0.018160589
0.09773557,0.01817908
0.113189784,0.01819792
0.126157929,0.018200612
0.137648453,0.018270423
0.115035732,0.018372195
0.078843141,0.018374214
0.136140255,0.018378924
0.11161984,0.018385518
0.08447741,0.018388714
0.126551979,0.018525611
0.079382297,0.0185281
0.165767155,0.018544915
0.095900615,0.018548488
0.137807586,0.018548805
0.084211908,0.01861877
0.079657346,0.0186653
0.131050579,0.018702577
0.12062854,0.018746314
0.137954569,0.018805924
0.137954569,0.018805924
0.116077428,0.018897139
0.137904264,0.0189016
0.106608958,0.018922816
0.079948004,0.018937336
0.095110823,0.018939429
0.110363953,0.018947638
0.148559604,0.018949522
0.110318595,0.018971108
0.135351308,0.018988549
0.116285531,0.019002007
0.111855425,0.019010081
0.118816416,0.019098901
0.09834634,0.019168066
0.094143455,0.019178973
0.13116389,0.019200505
0.166268918,0.019217037
0.082701672,0.019251738
0.082701672,0.019251738
0.081180375,0.019256562
0.093519401,0.01926712
0.13822128,0.019272503
0.092918365,0.019315708
0.127234379,0.019323641
0.089811024,0.019335167
0.08037368,0.019335753
0.080761642,0.01935129
0.134442287,0.019357285
0.166339433,0.019366671
0.0815991,0.019390491
0.151683256,0.019395639
0.138406441,0.0194362
0.166433768,0.019436731
0.137845816,0.019448978
0.092404822,0.019457375
0.148678834,0.019460908
0.082250154,0.019462724
0.133788637,0.019462926
0.130898371,0.019500607
0.130898371,0.019500607
0.130898371,0.019500607
0.130898371,0.019500607
0.128428369,0.019509355
0.098559186,0.019512719
0.168060866,0.019528868
0.168209692,0.019536943
0.137962678,0.019545529
0.098644592,0.019578661
0.110363538,0.01960382
0.129636733,0.01960894
0.089880778,0.019633837
0.138081587,0.019643762
0.16838304,0.019675555
0.166756128,0.01967614
0.16780634,0.01968834
0.092160892,0.019697114
0.147337279,0.019704865
0.098815835,0.019708761
0.138722443,0.019715564
0.138722443,0.019715564
0.146629096,0.019743515
0.139045149,0.019751725
0.148984392,0.019756266
0.148984392,0.019756266
0.148984392,0.019756266
0.148515599,0.019805534
0.101609271,0.019824933
0.148128542,0.019846216
0.101982181,0.019855886
0.099018348,0.019862614
0.099018348,0.019862614
0.099018348,0.019862614
0.139641299,0.01988455
0.151270603,0.019944032
0.108413818,0.019956878
0.081860916,0.019971587
0.081860916,0.019971587
0.081860916,0.019971587
0.167345902,0.020004315
0.167345902,0.020004315
0.167345902,0.020004315
0.139082102,0.020033525
0.130058688,0.020044291
0.102747451,0.020083318
0.151073577,0.020123017
0.102869437,0.020171693
0.168626574,0.020173483
0.092332177,0.020190305
0.108872988,0.020197034
0.081737415,0.02022695
0.090280747,0.020248172
0.090280747,0.020248172
0.090280747,0.020248172
0.092227322,0.020252882
0.149549584,0.020257404
0.150757322,0.020271723
0.150757322,0.020271723
0.150757322,0.020271723
0.150714197,0.020297292
0.168153037,0.02030322
0.168153037,0.02030322
0.168153037,0.02030322
0.091479455,0.020308778
0.091505178,0.020310077
0.081705223,0.020331508
0.144953114,0.02033901
0.108199416,0.020413309
0.108199416,0.020413309
0.144838957,0.020417064
0.15035989,0.020505211
0.103376071,0.02053874
0.108127937,0.020565467
0.098897934,0.020671862
0.069673439,0.02067814
0.129599222,0.020684148
0.090210563,0.020698999
0.140975658,0.020758952
0.115378201,0.020775707
0.165575643,0.020797911
0.106993216,0.020800603
0.106993216,0.020800603
0.106993216,0.020800603
0.106993216,0.020800603
0.106790466,0.020814579
0.165299132,0.020822808
0.166001827,0.02084905
0.165258408,0.020851196
0.144791604,0.020855779
0.168934787,0.020869438
0.168934787,0.020869438
0.168934787,0.020869438
0.168934812,0.020869479
0.105926464,0.020874121
0.16612892,0.020885183
0.166247415,0.020918874
0.070633594,0.020927083
0.139719686,0.020946617
0.139719686,0.020946617
0.139719686,0.020946617
0.166366281,0.020952673
0.15074633,0.020954691
0.066969205,0.020957383
0.165094496,0.020965458
0.166715514,0.021002466
0.071373064,0.021027544
0.081798637,0.021038949
0.129460848,0.021110799
0.081716368,0.021125932
0.150777617,0.021201637
0.169083182,0.021204503
0.169083182,0.021204503
0.169083182,0.021204503
0.106996674,0.021211891
0.108147631,0.021250992
0.169578679,0.021282705
0.098943089,0.02130526
0.138858863,0.021308624
0.164977803,0.021362454
0.171436617,0.021388488
0.141611186,0.021389847
0.170281923,0.021393689
0.170433624,0.02141763
0.169303385,0.021483168
0.081286938,0.021579954
0.081286938,0.021579954
0.081286938,0.021579954
0.099019988,0.021602038
0.140583045,0.021633623
0.165085947,0.021658634
0.08117805,0.021705338
0.08117805,0.021705338
0.151268066,0.021708312
0.081158753,0.021725376
0.090684099,0.021796459
0.151612226,0.021861055
0.172758183,0.021885951
0.08097842,0.021912698
0.169643519,0.021913593
0.115554931,0.021926997
0.141132686,0.021945837
0.151715389,0.021959968
0.082487084,0.021972766
0.11548982,0.022004377
0.130020636,0.022064263
0.10700409,0.022093688
0.115173565,0.02210329
0.099157027,0.022130878
0.142060269,0.022173747
0.170181796,0.022220061
0.171542309,0.022234992
0.170754149,0.022272323
0.170754149,0.022272323
0.170754149,0.022272323
0.115080549,0.022276892
0.080553074,0.022354535
0.138056717,0.022372447
0.077687525,0.02240457
0.077323688,0.022460876
0.172220964,0.022480995
0.084082539,0.022494964
0.071714721,0.022497595
0.165492851,0.022561068
0.076287032,0.022577937
0.076567281,0.022577937
0.084339035,0.022578919
0.171215391,0.022600491
0.080272825,0.022602759
0.07887157,0.022615167
0.099674585,0.022619399
0.108275063,0.022626357
0.079291944,0.022627581
0.084418784,0.022628443
0.079977008,0.022639989
0.090902265,0.022655048
0.1378137,0.022694748
0.14153203,0.022762755
0.07582179,0.022832122
0.09078388,0.022871041
0.171606473,0.022880461
0.165707151,0.022968164
0.173598626,0.022972753
0.100123008,0.023042665
0.141682327,0.023070212
0.075771764,0.023095277
0.090577554,0.023214208
0.17173585,0.023245833
0.172663425,0.023249164
0.107910643,0.023267076
0.107839781,0.023374655
0.085652483,0.023394545
0.075476658,0.023414254
0.129916551,0.023414792
0.100274633,0.023442622
0.074811415,0.023493996
0.089969186,0.023543405
0.166018739,0.023560066
0.142874972,0.023595869
0.107677308,0.023621297
0.107677308,0.023621297
0.107375436,0.023645763
0.107388628,0.023664422
0.107388628,0.023664422
0.100362009,0.023673109
0.071048387,0.023703388
0.071048387,0.023703388
0.071048387,0.023703388
0.074756392,0.023705319
0.071479643,0.023712136
0.166045798,0.023739051
0.106821559,0.023749144
0.17406462,0.023757138
0.166012118,0.023808357
0.145214404,0.0238817
0.142172717,0.023887056
0.174145815,0.023893812
0.174153146,0.023906213
0.071783121,0.023942616
0.074914663,0.023970372
0.17419628,0.023979213
0.137039129,0.024017621
0.173064671,0.024025675
0.074994767,0.02410451
0.074950026,0.024132568
0.165849618,0.024142776
0.072073256,0.024162962
0.10774296,0.024165674
0.089051547,0.024173304
0.088545582,0.024183149
0.153050594,0.024210736
0.087408577,0.024215951
0.089944198,0.02422083
0.173166211,0.024222175
0.114854773,0.024223521
0.171698644,0.024224867
0.089552845,0.024268126
0.103987754,0.024278973
0.1298171,0.024290365
0.070424333,0.024296865
0.072105388,0.024310995
0.171641879,0.02439098
0.070031128,0.024393759
0.142339613,0.024397433
0.088415241,0.024404404
0.164092458,0.024410581
0.165371008,0.024417982
0.165121555,0.024449607
0.164412096,0.024450953
0.114961319,0.024469794
0.063547901,0.024483251
0.136700043,0.024507475
0.171596326,0.024524296
0.171596326,0.024524296
0.171596326,0.024524296
0.063771986,0.024528334
0.14316448,0.024549361
0.063252862,0.024556931
0.174538191,0.024557772
0.087718127,0.024582648
0.087718127,0.024582648
0.108226086,0.024598104
0.136295,0.024606387
0.087832926,0.02466085
0.088473773,0.024667733
0.062796161,0.024670983
0.162130663,0.024679731
0.172277687,0.024687449
0.171440651,0.024690813
0.062724285,0.02469773
0.074045021,0.024700247
0.100074005,0.024727182
0.062573768,0.024753747
0.11543401,0.024761149
0.08798083,0.024761606
0.174720587,0.024772789
0.064380819,0.02479412
0.100064687,0.024803614
0.172792413,0.024810699
0.101069439,0.024824601
0.101069439,0.024824601
0.145384649,0.024830724
0.072063108,0.024831801
0.0738437,0.024869179
0.128836634,0.024875988
0.07213583,0.024896397
0.065888526,0.02489707
0.10034694,0.02490254
0.073749204,0.024948471
0.073749204,0.024948471
0.073749204,0.024948471
0.073130824,0.024955361
0.073051642,0.024956242
0.088025528,0.02496032
0.088025528,0.02496032
0.088025528,0.02496032
0.072383591,0.024963684
0.108641293,0.02496974
0.100071071,0.02497556
0.10004282,0.024983036
0.10004282,0.024983036
0.062265969,0.024989254
0.088022915,0.025027702
0.099731782,0.025031039
0.099731782,0.025031039
0.135833301,0.025049139
0.174984406,0.025083799
0.174056604,0.025140085
0.08900558,0.025152762
0.08900558,0.025152762
0.08900558,0.025152762
0.088737212,0.025228023
0.088753591,0.02523418
0.088760745,0.025234624
0.088829695,0.02523889
0.100000497,0.025330274
0.174455559,0.02540643
0.17074396,0.025436043
0.061786513,0.025436716
0.100088304,0.025439158
0.159871216,0.025440753
0.175279183,0.025442785
0.10918855,0.02547585
0.142702122,0.025506022
0.174542284,0.025515375
0.175364513,0.025546704
0.088001902,0.025569454
0.173552304,0.025584674
0.073991317,0.025596927
0.145528123,0.025630504
0.174008235,0.025644877
0.174047454,0.02566077
0.174662139,0.025665938
0.174660422,0.025670311
0.17565775,0.025678278
0.100281677,0.025678951
0.17570803,0.025690101
0.062117989,0.025726052
0.062107892,0.025740903
0.062103571,0.025747255
0.135300572,0.025767098
0.176100245,0.025782311
0.170649253,0.025784592
0.17619113,0.025803682
0.128110363,0.025831485
0.176341258,0.025838974
0.174579507,0.025876352
0.174579507,0.025876352
0.174579507,0.025876352
0.174579507,0.025876352
0.143567621,0.025877106
0.095317962,0.025906282
0.09169954,0.025928521
0.159038298,0.025928588
0.073679298,0.025967904
0.116182368,0.02599924
0.073634397,0.02602129
0.100677418,0.026026155
0.158853957,0.026063836
0.126077597,0.026065182
0.073613527,0.026074602
0.109277186,0.026096807
0.061856698,0.026110264
0.174291698,0.026203404
0.176853668,0.026227654
0.159064512,0.02625426
0.124195288,0.026275119
0.174261375,0.026288549
0.061715483,0.026314818
0.177001411,0.026339715
0.135444325,0.026374031
0.126978162,0.026400274
0.126978162,0.026400274
0.126978162,0.026400274
0.092706618,0.0264241
0.092706618,0.0264241
0.174774942,0.026445356
0.092585857,0.026448048
0.092585857,0.026448048
0.08825335,0.026453639
0.174186387,0.026499072
0.158848883,0.026540905
0.101184897,0.02654511
0.143926139,0.02667367
0.154599736,0.026688264
0.154599736,0.026688264
0.154599736,0.026688264
0.126907132,0.02671989
0.154537187,0.026721013
0.06126224,0.026723254
0.174953364,0.026810055
0.174283597,0.026856625
0.123127293,0.0268908
0.177250103,0.026891136
0.154176935,0.02690964
0.059842475,0.026929154
0.059258165,0.026951359
0.060915544,0.026965489
0.177249384,0.026981033
0.116417445,0.02699846
0.060169723,0.026999806
0.088785724,0.02700317
0.060584068,0.027013263
0.093910746,0.027016655
0.122350878,0.027031781
0.143016686,0.027067093
0.117044881,0.027075168
0.120253093,0.027109484
0.144052675,0.027130128
0.108973589,0.027139831
0.174453724,0.027172923
0.121489363,0.027188211
0.116634519,0.027263748
0.175979561,0.02729793
0.153993439,0.027320095
0.116488475,0.027330861
0.116488475,0.027330861
0.116488475,0.027330861
0.176128996,0.027368972
0.108904275,0.027377962
0.176233563,0.027394299
0.146470123,0.027441885
0.180193557,0.027500425
0.073048572,0.027517584
0.101400424,0.027520759
0.180688234,0.027529359
0.158098835,0.027532723
0.170962125,0.027540798
0.177244412,0.027600361
0.091769327,0.027610158
0.1553727,0.027619154
0.177200339,0.02762844
0.177244099,0.027639038
0.177244099,0.027639038
0.177244099,0.027639038
0.157875562,0.027664136
0.179474796,0.027718437
0.180824376,0.027718437
0.14313507,0.027766884
0.127697769,0.027770921
0.179274388,0.02778707
0.179226705,0.02782463
0.177522851,0.027885075
0.058109838,0.027900113
0.179121647,0.027907374
0.157384302,0.02795327
0.177638995,0.027987587
0.175486939,0.028054875
0.10159082,0.028086379
0.10159082,0.028086379
0.10159082,0.028086379
0.144179211,0.028114646
0.089056316,0.028122162
0.143565482,0.028128891
0.097984008,0.028151089
0.153946931,0.028160516
0.116444504,0.028171955
0.135989738,0.028219056
0.073219841,0.028225025
0.144222497,0.028257518
0.181689426,0.028307876
0.177406082,0.028313562
0.177406082,0.028313562
0.177406082,0.028313562
0.181452759,0.028356108
0.1789409,0.028364848
0.17885842,0.028366874
0.178687236,0.028371086
0.101228996,0.028372129
0.101687785,0.028374457
0.143722763,0.028379201
0.181204051,0.028406789
0.181204051,0.028406789
0.181204051,0.028406789
0.182332929,0.028416882
0.101156925,0.028429047
0.1762057,0.028437741
0.1762057,0.028437741
0.1762057,0.028437741
0.181186868,0.028439389
0.177827006,0.028445977
0.156829688,0.028454744
0.178438748,0.028474991
0.18116791,0.028475348
0.178030906,0.028490676
0.176878173,0.028492876
0.179359988,0.02849902
0.091226071,0.028515815
0.178266702,0.028542366
0.178266702,0.028542366
0.073609079,0.028560123
0.178382118,0.028567666
0.178382118,0.028567666
0.178382118,0.028567666
0.182862275,0.02859654
0.176571,0.028597212
0.176571,0.028597212
0.176571,0.028597212
0.100922575,0.028614122
0.179676142,0.028639435
0.177986444,0.02864901
0.073841053,0.028649468
0.179685866,0.028655941
0.143801404,0.028691415
0.156855936,0.028722132
0.144369014,0.028741154
0.144374773,0.028746046
0.17527723,0.028764758
0.175985209,0.028767113
0.175985209,0.028767113
0.17676707,0.028769718
0.17676707,0.028769718
0.177041146,0.028770633
0.177661403,0.028772698
0.178154186,0.028851613
0.128785213,0.028883857
0.090870132,0.028889913
0.101840095,0.028892241
0.183035624,0.0289101
0.08957467,0.028911445
0.179851934,0.028937687
0.089036868,0.028947108
0.178011905,0.028952491
0.14465372,0.02898281
0.058526719,0.028993536
0.156501536,0.029022941
0.172018603,0.029025208
0.073993617,0.029028526
0.073993617,0.029028526
0.073993617,0.029028526
0.180010907,0.029050731
0.058501351,0.029055441
0.17150331,0.029061497
0.180857033,0.029065083
0.108569417,0.029107925
0.143880045,0.029128111
0.146184309,0.029157718
0.080842143,0.029163774
0.180314376,0.029177729
0.180337309,0.029187324
0.177243642,0.029189027
0.171548812,0.029189329
0.171548812,0.029189329
0.145293477,0.029238867
