Name,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_Type
Units,V,W,W,W,V,1/W,1/V,1/V,1/V,W,V,A,V,V,,
[0],inv_snl_ac_voltage,inv_snl_pso,inv_snl_paco,inv_snl_pdco,inv_snl_vdco,inv_snl_c0,inv_snl_c1,inv_snl_c2,inv_snl_c3,inv_snl_pnt,inv_snl_vdcmax,inv_snl_idcmax,inv_snl_mppt_low,inv_snl_mppt_hi,inv_cec_date,inv_cec_type
ABB:_PVI-CENTRAL-250-US_[480V],480,868.129822,250000,259210.7656,360,-9.00E-08,0.000037,0.00363,-0.00025,105.3,480,720.029905,320,480,n/a,Utility Interactive
ABB:_PVI-CENTRAL-300-US_[480V],480,1000.15918,300000,311352.9375,360,-8.32E-08,0.000046,0.001259,-0.001242,119,480,864.869271,320,480,n/a,Utility Interactive
ABB:_PVI-CENTRAL-50-US_[208V],208,435.559631,50000,52854.51953,370,-6.72E-07,0.000021,0.000425,-0.000447,33,480,142.850053,330,480,n/a,Utility Interactive
ABB:_PVI-CENTRAL-50-US_[480V],480,453.716492,50000,52623.74609,370,-5.75E-07,0.00002,0.000727,0.000086,41,480,142.226341,330,480,n/a,Utility Interactive
ABB:_PVS-60-TL-S-US_[480V],480,148.840515,60030,61142.06641,720,-1.40E-07,-0.000034,0.001037,-0.000667,18.009,800,84.919537,570,800,n/a,Grid Support
ABB:_PVS-60-TL-SC-US_[480V],480,148.840515,60030,61142.06641,720,-1.40E-07,-0.000034,0.001037,-0.000667,18.009,800,84.919537,570,800,n/a,Grid Support
ABB:_PVS-60-TL-US_[480V],480,148.840515,60030,61142.06641,720,-1.40E-07,-0.000034,0.001037,-0.000667,18.009,800,84.919537,570,800,n/a,Grid Support
ABB:_PVS980-58-1818kVA-I_[600V],600,6900.339355,1827300,1882020.125,975,-1.06E-08,0.000017,0.000758,0.000164,548.19,1100,1930.277051,850,1100,05/01/2018,Utility Interactive
ABB:_PVS980-58-2000kVA-K_[660V],660,7786.132813,2027060,2085078.75,1018,-9.46E-09,0.000023,0.000666,0.000113,608.118,1100,2048.210953,935,1100,05/01/2018,Utility Interactive
ABB:_TRIO-20.0-TL-OUTD-S-US-480_[480V],480,88.916023,20000,20460.66602,700,-3.99E-07,-0.000032,-0.0008,0.00052,6,800,29.229523,450,800,n/a,Utility Interactive
ABB:_TRIO-20.0-TL-OUTD-S-US-480-A_[480V],480,88.916023,20000,20460.66602,700,-3.99E-07,-0.000032,-0.0008,0.00052,6,800,29.229523,450,800,n/a,Utility Interactive
ABB:_TRIO-20.0-TL-OUTD-S1-US-480_[480V],480,88.916023,20000,20460.66602,700,-3.99E-07,-0.000032,-0.0008,0.00052,6,800,29.229523,450,800,n/a,Utility Interactive
ABB:_TRIO-20.0-TL-OUTD-S1-US-480-A_[480V],480,88.916023,20000,20460.66602,700,-3.99E-07,-0.000032,-0.0008,0.00052,6,800,29.229523,450,800,n/a,Utility Interactive
ABB:_TRIO-20.0-TL-OUTD-S1A-US-480_[480V],480,88.916023,20000,20460.66602,700,-3.99E-07,-0.000032,-0.0008,0.00052,6,800,29.229523,450,800,n/a,Utility Interactive
ABB:_TRIO-20.0-TL-OUTD-S1A-US-480-A_[480V],480,88.916023,20000,20460.66602,700,-3.99E-07,-0.000032,-0.0008,0.00052,6,800,29.229523,450,800,n/a,Utility Interactive
ABB:_TRIO-20.0-TL-OUTD-S1B-US-480_[480V],480,88.916023,20000,20460.66602,700,-3.99E-07,-0.000032,-0.0008,0.00052,6,800,29.229523,450,800,n/a,Utility Interactive
ABB:_TRIO-20.0-TL-OUTD-S1B-US-480-A_[480V],480,88.916023,20000,20460.66602,700,-3.99E-07,-0.000032,-0.0008,0.00052,6,800,29.229523,450,800,n/a,Utility Interactive
ABB:_TRIO-27.6-TL-OUTD-S-US-480_[480V],480,92.134544,27600,28199.17383,715,-2.51E-07,-0.000031,-0.001336,-0.001753,8.28,800,39.439404,520,800,n/a,Utility Interactive
ABB:_TRIO-27.6-TL-OUTD-S-US-480-A_[480V],480,92.134544,27600,28199.17383,715,-2.51E-07,-0.000031,-0.001336,-0.001753,8.28,800,39.439404,520,800,n/a,Utility Interactive
ABB:_TRIO-27.6-TL-OUTD-S1-US-480_[480V],480,92.134544,27600,28199.17383,715,-2.51E-07,-0.000031,-0.001336,-0.001753,8.28,800,39.439404,520,800,n/a,Utility Interactive
ABB:_TRIO-27.6-TL-OUTD-S1-US-480-A_[480V],480,92.134544,27600,28199.17383,715,-2.51E-07,-0.000031,-0.001336,-0.001753,8.28,800,39.439404,520,800,n/a,Utility Interactive
ABB:_TRIO-27.6-TL-OUTD-S1A-US-480_[480V],480,92.134544,27600,28199.17383,715,-2.51E-07,-0.000031,-0.001336,-0.001753,8.28,800,39.439404,520,800,n/a,Utility Interactive
ABB:_TRIO-27.6-TL-OUTD-S1A-US-480-A_[480V],480,92.134544,27600,28199.17383,715,-2.51E-07,-0.000031,-0.001336,-0.001753,8.28,800,39.439404,520,800,n/a,Utility Interactive
ABB:_TRIO-27.6-TL-OUTD-S1B-US-480_[480V],480,92.134544,27600,28199.17383,715,-2.51E-07,-0.000031,-0.001336,-0.001753,8.28,800,39.439404,520,800,n/a,Utility Interactive
ABB:_TRIO-27.6-TL-OUTD-S1B-US-480-A_[480V],480,92.134544,27600,28199.17383,715,-2.51E-07,-0.000031,-0.001336,-0.001753,8.28,800,39.439404,520,800,n/a,Utility Interactive
ABB:_TRIO-50.0-TL-OUTD-US-480_[480V],480,143.487045,50000,50881.76953,720,-1.29E-07,-0.000024,0.001013,-0.000319,1,800,70.669124,520,800,10/15/2018,Utility Interactive
ABB:_TRIO-60.0-TL-OUTD-US-480_[480V],480,144.161957,60000,61110.54297,720,-1.22E-07,-0.00002,0.000759,-0.000953,0.8,800,84.875754,570,800,10/15/2018,Utility Interactive
ABB:_TRIO-TM-60.0-US-480_[480V],480,138.403458,60000,61112.18359,720,-1.40E-07,-0.000034,0.000537,-0.001296,18,800,84.878033,570,800,10/15/2018,Grid Support
ABB:_ULTRA-1100-TL-OUTD-1-US-690-x-y-z_[690V],690,5365.187988,1154000,1199392.25,746,-2.26E-08,-0.000049,-0.000294,-0.000665,346.2,800,1607.76441,585,800,n/a,Utility Interactive
ABB:_ULTRA-1100-TL-OUTD-2-US-690-x-y-z_[690V],690,4403.666504,1000000,1039766.75,746,-2.62E-08,-0.000048,-0.000727,-0.00108,300,800,1393.789209,585,800,n/a,Utility Interactive
ABB:_ULTRA-1100-TL-OUTD-3-US-690-x-y-z_[690V],690,5076.038574,1170000,1215132.375,746,-2.27E-08,-0.000043,-0.00056,-0.000729,351,800,1628.863773,585,800,n/a,Utility Interactive
ABB:_ULTRA-1100-TL-OUTD-4-US-690-x-y-z_[690V],690,4451.37207,1000000,1036900.125,746,-2.44E-08,-0.00004,-0.000528,-0.000677,300,800,1389.946548,585,800,n/a,Utility Interactive
ABB:_ULTRA-1500-TL-OUTD-1-US-690-x-y-z_[690V],690,6686.954102,1550000,1609782.25,746,-1.68E-08,-0.000054,-0.000824,-0.001639,465,800,2157.885054,585,800,n/a,Utility Interactive
ABB:_ULTRA-1500-TL-OUTD-2-US-690-x-y-z_[690V],690,6264.385254,1500000,1557690.125,746,-1.66E-08,-0.000043,-0.000357,-0.000838,450,800,2088.056468,585,800,n/a,Utility Interactive
ABB:_ULTRA-1500-TL-OUTD-3-US-690-x-y-z_[690V],690,6650.321777,1560000,1616435.25,746,-1.62E-08,-0.000051,-0.000698,-0.001517,468,800,2166.803284,585,800,n/a,Utility Interactive
ABB:_ULTRA-1500-TL-OUTD-4-US-690-x-y-z_[690V],690,6610.497559,1500000,1553867.625,746,-1.72E-08,-0.000046,-0.000448,-0.001059,450,800,2082.932473,585,800,n/a,Utility Interactive
ABB:_ULTRA-750-TL-OUTD-1-US-690-x-y-z_[690V],690,3171.661621,780000,812837.6875,746,-3.06E-08,-0.000054,-0.000577,-0.001191,234,800,1089.594755,585,800,n/a,Utility Interactive
ABB:_ULTRA-750-TL-OUTD-2-US-690-x-y-z_[690V],690,3196.542236,750000,782179.4375,746,-3.49E-08,-0.000049,-0.000487,-0.000865,225,800,1048.497905,585,800,n/a,Utility Interactive
ABB:_ULTRA-750-TL-OUTD-3-US-690-x-y-z_[690V],690,3567.959229,780000,811466.6875,746,-3.37E-08,-0.000051,0.000102,-0.000631,234,800,1087.756954,585,800,n/a,Utility Interactive
ABB:_ULTRA-750-TL-OUTD-4-US-690-x-y-z_[690V],690,3394.897461,750000,779732.1875,746,-3.22E-08,-0.00005,-0.000487,-0.001434,225,800,1045.21741,585,800,n/a,Utility Interactive
ABB:_UNO-2.0-I-OUTD-S-US_[208V],208,25.9825,2000,2089.758545,330,-0.000013,-0.000029,0.001223,-0.001381,0.4,416,6.332602,100,416,n/a,Utility Interactive
ABB:_UNO-2.0-I-OUTD-S-US_[240V],240,26.890827,2000,2078.521729,340,-0.000011,-0.000029,0.000917,-0.001472,0.4,416,6.113299,100,416,n/a,Utility Interactive
ABB:_UNO-2.0-I-OUTD-S-US_[277V],277,27.5854,2000,2073.083252,360,-9.46E-06,-0.000031,0.000443,-0.00195,0.5,416,5.758565,100,416,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US_[208V],208,14.462379,2000,2067.474121,400,-6.35E-06,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US_[240V],240,14.43047,2000,2061.599609,400,-5.22E-06,-0.000049,0.000331,-0.000658,0.15,480,5.153999,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US_[277V],277,15.902328,2000,2058.968994,400,-4.74E-06,-0.000056,-0.000147,-0.001199,0.15,480,5.147422,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-A_[208V],208,14.462379,2000,2067.474121,400,-6.35E-06,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-A_[240V],240,14.459577,2000,2061.733398,400,-5.25E-06,-0.00005,0.000371,-0.00069,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-A_[277V],277,15.902328,2000,2058.968994,400,-4.74E-06,-0.000056,-0.000147,-0.001199,0.15,480,5.147422,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-B-C-M_[208V],208,14.462379,2000,2067.474121,400,-6.35E-06,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-B-C-M_[240V],240,14.459577,2000,2061.733398,400,-5.25E-06,-0.00005,0.000371,-0.00069,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-B-C-M_[277V],277,15.902328,2000,2058.968994,400,-4.74E-06,-0.000056,-0.000147,-0.001199,0.15,480,5.147422,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-B-C-M-A_[208V],208,14.462379,2000,2067.474121,400,-6.35E-06,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-B-C-M-A_[240V],240,14.459577,2000,2061.733398,400,-5.25E-06,-0.00005,0.000371,-0.00069,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-B-C-M-A_[277V],277,15.902328,2000,2058.968994,400,-4.74E-06,-0.000056,-0.000147,-0.001199,0.15,480,5.147422,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-B-M_[208V],208,14.462379,2000,2067.474121,400,-6.35E-06,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-B-M_[240V],240,14.459577,2000,2061.733398,400,-5.25E-06,-0.00005,0.000371,-0.00069,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-B-M_[277V],277,15.902328,2000,2058.968994,400,-4.74E-06,-0.000056,-0.000147,-0.001199,0.15,480,5.147422,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-B-M-A_[208V],208,14.462379,2000,2067.474121,400,-6.35E-06,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-B-M-A_[240V],240,14.459577,2000,2061.733398,400,-5.25E-06,-0.00005,0.000371,-0.00069,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-B-M-A_[277V],277,15.902328,2000,2058.968994,400,-4.74E-06,-0.000056,-0.000147,-0.001199,0.15,480,5.147422,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-C-M_[208V],208,14.462379,2000,2067.474121,400,-6.35E-06,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-C-M_[240V],240,14.459577,2000,2061.733398,400,-5.25E-06,-0.00005,0.000371,-0.00069,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-C-M_[277V],277,15.902328,2000,2058.968994,400,-4.74E-06,-0.000056,-0.000147,-0.001199,0.15,480,5.147422,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-C-M-A_[208V],208,14.462379,2000,2067.474121,400,-6.35E-06,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-C-M-A_[240V],240,14.459577,2000,2061.733398,400,-5.25E-06,-0.00005,0.000371,-0.00069,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-C-M-A_[277V],277,15.902328,2000,2058.968994,400,-4.74E-06,-0.000056,-0.000147,-0.001199,0.15,480,5.147422,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-Z-A_[208V],208,14.462379,2000,2067.474121,400,-6.35E-06,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-Z-A_[240V],240,14.459577,2000,2061.733398,400,-5.25E-06,-0.00005,0.000371,-0.00069,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-Z-A_[277V],277,15.902328,2000,2058.968994,400,-4.74E-06,-0.000056,-0.000147,-0.001199,0.15,480,5.147422,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-Z-M-A_[208V],208,14.462379,2000,2067.474121,400,-6.35E-06,-0.000041,0.000715,-0.000575,0.11,480,5.168685,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-Z-M-A_[240V],240,14.459577,2000,2061.733398,400,-5.25E-06,-0.00005,0.000371,-0.00069,0.15,480,5.154333,180,480,n/a,Utility Interactive
ABB:_UNO-2.0-TL-OUTD-S-US-Z-M-A_[277V],277,15.902328,2000,2058.968994,400,-4.74E-06,-0.000056,-0.000147,-0.001199,0.15,480,5.147422,180,480,n/a,Utility Interactive
ABB:_UNO-2.5-I-OUTD-S-US_[208V],208,26.671135,2500,2621.366943,330,-0.000012,-0.00005,0.001299,-0.001913,0.4,416,7.943536,100,416,n/a,Utility Interactive
ABB:_UNO-2.5-I-OUTD-S-US_[240V],240,27.052748,2500,2602.255859,340,-0.00001,-0.000045,0.000886,-0.001929,0.4,416,7.653694,100,416,n/a,Utility Interactive
ABB:_UNO-2.5-I-OUTD-S-US_[277V],277,28.358692,2500,2592.4729,360,-8.16E-06,-0.000045,0.00041,-0.002524,0.5,416,7.201314,100,416,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US_[208V],208,13.705618,3000,3110.187988,400,-5.19E-06,-0.000056,0.000247,-0.002009,0.11,480,7.77547,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US_[240V],240,13.57199,3000,3097.839111,400,-3.99E-06,-0.000063,-0.000215,-0.002931,0.15,480,7.744598,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US_[277V],277,14.908461,3000,3090.608887,400,-3.36E-06,-0.000067,-0.00051,-0.003242,0.2,480,7.726522,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-A_[208V],208,13.705618,3000,3110.187988,400,-5.19E-06,-0.000056,0.000247,-0.002009,0.11,480,7.77547,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-A_[240V],240,13.57199,3000,3097.839111,400,-3.99E-06,-0.000063,-0.000215,-0.002931,0.15,480,7.744598,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-A_[277V],277,14.908461,3000,3090.608887,400,-3.36E-06,-0.000067,-0.00051,-0.003242,0.2,480,7.726522,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-B-C-M_[208V],208,13.705618,3000,3110.187988,400,-5.19E-06,-0.000056,0.000247,-0.002009,0.11,480,7.77547,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-B-C-M_[240V],240,13.57199,3000,3097.839111,400,-3.99E-06,-0.000063,-0.000215,-0.002931,0.15,480,7.744598,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-B-C-M_[277V],277,14.908461,3000,3090.608887,400,-3.36E-06,-0.000067,-0.00051,-0.003242,0.2,480,7.726522,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-B-C-M-A_[208V],208,13.705618,3000,3110.187988,400,-5.19E-06,-0.000056,0.000247,-0.002009,0.11,480,7.77547,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-B-C-M-A_[240V],240,13.57199,3000,3097.839111,400,-3.99E-06,-0.000063,-0.000215,-0.002931,0.15,480,7.744598,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-B-C-M-A_[277V],277,14.908461,3000,3090.608887,400,-3.36E-06,-0.000067,-0.00051,-0.003242,0.2,480,7.726522,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-B-M_[208V],208,13.705618,3000,3110.187988,400,-5.19E-06,-0.000056,0.000247,-0.002009,0.11,480,7.77547,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-B-M_[240V],240,13.57199,3000,3097.839111,400,-3.99E-06,-0.000063,-0.000215,-0.002931,0.15,480,7.744598,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-B-M_[277V],277,14.908461,3000,3090.608887,400,-3.36E-06,-0.000067,-0.00051,-0.003242,0.2,480,7.726522,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-B-M-A_[208V],208,13.705618,3000,3110.187988,400,-5.19E-06,-0.000056,0.000247,-0.002009,0.11,480,7.77547,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-B-M-A_[240V],240,13.57199,3000,3097.839111,400,-3.99E-06,-0.000063,-0.000215,-0.002931,0.15,480,7.744598,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-B-M-A_[277V],277,14.908461,3000,3090.608887,400,-3.36E-06,-0.000067,-0.00051,-0.003242,0.2,480,7.726522,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-C-M_[208V],208,13.705618,3000,3110.187988,400,-5.19E-06,-0.000056,0.000247,-0.002009,0.11,480,7.77547,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-C-M_[240V],240,13.57199,3000,3097.839111,400,-3.99E-06,-0.000063,-0.000215,-0.002931,0.15,480,7.744598,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-C-M_[277V],277,14.908461,3000,3090.608887,400,-3.36E-06,-0.000067,-0.00051,-0.003242,0.2,480,7.726522,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-C-M-A_[208V],208,13.705618,3000,3110.187988,400,-5.19E-06,-0.000056,0.000247,-0.002009,0.11,480,7.77547,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-C-M-A_[240V],240,13.57199,3000,3097.839111,400,-3.99E-06,-0.000063,-0.000215,-0.002931,0.15,480,7.744598,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-C-M-A_[277V],277,14.908461,3000,3090.608887,400,-3.36E-06,-0.000067,-0.00051,-0.003242,0.2,480,7.726522,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-Z-A_[208V],208,13.705618,3000,3110.187988,400,-5.19E-06,-0.000056,0.000247,-0.002009,0.11,480,7.77547,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-Z-A_[240V],240,13.57199,3000,3097.839111,400,-3.99E-06,-0.000063,-0.000215,-0.002931,0.15,480,7.744598,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-Z-A_[277V],277,14.908461,3000,3090.608887,400,-3.36E-06,-0.000067,-0.00051,-0.003242,0.2,480,7.726522,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-Z-M-A_[208V],208,13.705618,3000,3110.187988,400,-5.19E-06,-0.000056,0.000247,-0.002009,0.11,480,7.77547,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-Z-M-A_[240V],240,13.57199,3000,3097.839111,400,-3.99E-06,-0.000063,-0.000215,-0.002931,0.15,480,7.744598,180,480,n/a,Utility Interactive
ABB:_UNO-3.0-TL-OUTD-S-US-Z-M-A_[277V],277,14.908461,3000,3090.608887,400,-3.36E-06,-0.000067,-0.00051,-0.003242,0.2,480,7.726522,180,480,n/a,Utility Interactive
ABB:_UNO-7.6-TL-OUTD-S-US-A_[208V],208,31.911335,7600,7867.568359,340,-2.14E-06,-0.000022,0.000899,0.000353,2.28,480,23.139907,200,480,10/15/2018,Utility Interactive
ABB:_UNO-7.6-TL-OUTD-S-US-A_[240V],240,35.944004,7600,7830.652832,380,-1.87E-06,-0.000037,-0.000294,-0.000418,2.28,480,20.606981,200,480,10/15/2018,Utility Interactive
ABB:_UNO-7.6-TL-OUTD-S-US-A_[277V],277,41.132671,7600,7815.418945,380,-1.54E-06,-0.000048,-0.001491,-0.002457,2.28,480,20.566892,200,480,10/15/2018,Utility Interactive
ABB:_UNO-7.6-TL-OUTD-S-US-Z-A_[208V],208,31.911335,7600,7867.568359,340,-2.14E-06,-0.000022,0.000899,0.000353,2.28,480,23.139907,200,480,10/15/2018,Utility Interactive
ABB:_UNO-7.6-TL-OUTD-S-US-Z-A_[240V],240,35.944004,7600,7830.652832,380,-1.87E-06,-0.000037,-0.000294,-0.000418,2.28,480,20.606981,200,480,10/15/2018,Utility Interactive
ABB:_UNO-7.6-TL-OUTD-S-US-Z-A_[277V],277,41.132671,7600,7815.418945,380,-1.54E-06,-0.000048,-0.001491,-0.002457,2.28,480,20.566892,200,480,10/15/2018,Utility Interactive
ABB:_UNO-7.6-TL-OUTD-S-US-Z-M_[208V],208,31.911335,7600,7867.568359,340,-2.14E-06,-0.000022,0.000899,0.000353,2.28,480,23.139907,200,480,n/a,Utility Interactive
ABB:_UNO-7.6-TL-OUTD-S-US-Z-M_[240V],240,35.944004,7600,7830.652832,380,-1.87E-06,-0.000037,-0.000294,-0.000418,2.28,480,20.606981,200,480,n/a,Utility Interactive
ABB:_UNO-7.6-TL-OUTD-S-US-Z-M_[277V],277,41.132671,7600,7815.418945,380,-1.54E-06,-0.000048,-0.001491,-0.002457,2.28,480,20.566892,200,480,n/a,Utility Interactive
ABB:_UNO-7.6-TL-OUTD-S-US-Z-M-A_[208V],208,31.911335,7600,7867.568359,340,-2.14E-06,-0.000022,0.000899,0.000353,2.28,480,23.139907,200,480,10/15/2018,Utility Interactive
ABB:_UNO-7.6-TL-OUTD-S-US-Z-M-A_[240V],240,35.944004,7600,7830.652832,380,-1.87E-06,-0.000037,-0.000294,-0.000418,2.28,480,20.606981,200,480,10/15/2018,Utility Interactive
ABB:_UNO-7.6-TL-OUTD-S-US-Z-M-A_[277V],277,41.132671,7600,7815.418945,380,-1.54E-06,-0.000048,-0.001491,-0.002457,2.28,480,20.566892,200,480,10/15/2018,Utility Interactive
ABB:_UNO-8.6-TL-OUTD-S-US-A_[240V],240,34.087761,8600,8863.232422,380,-1.55E-06,-0.000041,-0.000267,-0.000793,2.58,480,23.324296,200,480,10/15/2018,Utility Interactive
ABB:_UNO-8.6-TL-OUTD-S-US-A_[277V],277,40.184547,8600,8849.665039,380,-1.44E-06,-0.000049,-0.001167,-0.001585,2.58,480,23.288592,200,480,10/15/2018,Utility Interactive
ABB:_UNO-8.6-TL-OUTD-S-US-Z-A_[240V],240,34.087761,8600,8863.232422,380,-1.55E-06,-0.000041,-0.000267,-0.000793,2.58,480,23.324296,200,480,10/15/2018,Utility Interactive
ABB:_UNO-8.6-TL-OUTD-S-US-Z-A_[277V],277,40.184547,8600,8849.665039,380,-1.44E-06,-0.000049,-0.001167,-0.001585,2.58,480,23.288592,200,480,10/15/2018,Utility Interactive
ABB:_UNO-8.6-TL-OUTD-S-US-Z-M_[240V],240,34.087761,8600,8863.232422,380,-1.55E-06,-0.000041,-0.000267,-0.000793,2.58,480,23.324296,200,480,n/a,Utility Interactive
ABB:_UNO-8.6-TL-OUTD-S-US-Z-M_[277V],277,40.184547,8600,8849.665039,380,-1.44E-06,-0.000049,-0.001167,-0.001585,2.58,480,23.288592,200,480,n/a,Utility Interactive
ABB:_UNO-8.6-TL-OUTD-S-US-Z-M-A_[240V],240,34.087761,8600,8863.232422,380,-1.55E-06,-0.000041,-0.000267,-0.000793,2.58,480,23.324296,200,480,10/15/2018,Utility Interactive
ABB:_UNO-8.6-TL-OUTD-S-US-Z-M-A_[277V],277,40.184547,8600,8849.665039,380,-1.44E-06,-0.000049,-0.001167,-0.001585,2.58,480,23.288592,200,480,10/15/2018,Utility Interactive
ABB:_UNO-DM-3.3-TL-PLUS-US-SB-RA_[208V],208,18.331926,3000,3131.554443,340,-5.73E-06,-0.000022,0.000812,-0.00062,0.9,480,9.210454,200,480,2/15/2019,Grid Support
ABB:_UNO-DM-3.3-TL-PLUS-US-SB-RA_[240V],240,18.925043,3300,3425.964111,355,-4.52E-06,-0.00003,0.000475,-0.001358,0.9,480,9.650603,200,480,2/15/2019,Grid Support
ABB:_UNO-DM-3.3-TL-PLUS-US-SE-RA_[208V],208,18.331926,3000,3131.554443,340,-5.73E-06,-0.000022,0.000812,-0.00062,0.9,480,9.210454,200,480,2/15/2019,Grid Support
ABB:_UNO-DM-3.3-TL-PLUS-US-SE-RA_[240V],240,18.925043,3300,3425.964111,355,-4.52E-06,-0.00003,0.000475,-0.001358,0.9,480,9.650603,200,480,2/15/2019,Grid Support
ABB:_UNO-DM-3.3-TL-PLUS-US-SZ-RA_[208V],208,18.331926,3000,3131.554443,340,-5.73E-06,-0.000022,0.000812,-0.00062,0.9,480,9.210454,200,480,2/15/2019,Grid Support
