hour,dayofweek,LocationID,pickups
3,5,164,128
3,5,166,26
3,5,170,65
3,5,186,87
3,5,194,14
3,5,202,14
3,5,209,20
3,5,211,39
3,5,224,20
3,5,229,47
3,5,230,108
3,5,231,75
3,5,232,27
3,5,233,30
3,5,234,87
3,5,236,17
3,5,237,25
3,5,238,19
3,5,239,24
3,5,243,1
3,5,244,6
3,5,246,175
3,5,249,200
3,5,261,11
3,5,262,8
3,5,263,54
4,5,4,17
4,5,12,0
4,5,13,6
4,5,24,6
4,5,41,13
4,5,42,7
4,5,43,5
4,5,45,6
4,5,48,156
4,5,50,37
4,5,68,125
4,5,74,26
4,5,75,27
4,5,79,247
4,5,87,14
4,5,88,8
4,5,90,62
4,5,100,38
4,5,103,8
4,5,107,59
4,5,113,31
4,5,114,64
4,5,116,11
4,5,120,6
4,5,125,30
4,5,127,4
4,5,128,4
4,5,137,30
4,5,140,21
4,5,141,46
4,5,142,22
4,5,143,12
4,5,144,68
4,5,148,223
4,5,151,12
4,5,152,12
4,5,153,8
4,5,158,40
4,5,161,31
4,5,162,31
4,5,163,44
4,5,164,98
4,5,166,17
4,5,170,43
4,5,186,65
4,5,194,7
4,5,202,7
4,5,209,11
4,5,211,23
4,5,224,13
4,5,229,42
4,5,230,76
4,5,231,54
4,5,232,16
4,5,233,20
4,5,234,52
4,5,236,16
4,5,237,20
4,5,238,19
4,5,239,17
4,5,243,2
4,5,244,6
4,5,246,86
4,5,249,99
4,5,261,11
4,5,262,11
4,5,263,40
5,5,4,5
5,5,12,0
5,5,13,8
5,5,24,5
5,5,41,11
5,5,42,5
5,5,43,9
5,5,45,3
5,5,48,77
5,5,50,19
5,5,68,46
5,5,74,16
5,5,75,24
5,5,79,101
5,5,87,3
5,5,88,-2
5,5,90,42
5,5,100,39
5,5,103,-1
5,5,107,41
5,5,113,15
5,5,114,18
5,5,116,7
5,5,120,1
5,5,125,10
5,5,127,1
5,5,128,1
5,5,137,24
5,5,140,20
5,5,141,33
5,5,142,27
5,5,143,23
5,5,144,10
5,5,148,37
5,5,151,16
5,5,152,6
5,5,153,1
5,5,158,18
5,5,161,20
5,5,162,36
5,5,163,31
5,5,164,40
5,5,166,9
5,5,170,32
5,5,186,66
5,5,194,1
5,5,202,1
5,5,209,5
5,5,211,12
5,5,224,5
5,5,229,30
5,5,230,45
5,5,231,17
5,5,232,4
5,5,233,13
5,5,234,32
5,5,236,28
5,5,237,23
5,5,238,23
5,5,239,20
5,5,243,-2
5,5,244,1
5,5,246,19
5,5,249,34
5,5,261,7
5,5,262,19
5,5,263,28
6,5,4,4
6,5,12,0
6,5,13,12
6,5,24,11
6,5,41,18
6,5,42,10
6,5,43,18
6,5,45,0
6,5,48,114
6,5,50,23
6,5,68,54
6,5,74,23
6,5,75,31
6,5,79,88
6,5,87,12
6,5,88,-5
6,5,90,46
6,5,100,66
6,5,103,3
6,5,107,55
6,5,113,19
6,5,114,21
6,5,116,10
6,5,120,2
6,5,125,10
6,5,127,1
6,5,128,1
6,5,137,36
6,5,140,33
6,5,141,44
6,5,142,41
6,5,143,29
6,5,144,16
6,5,148,34
6,5,151,27
6,5,152,7
6,5,153,1
6,5,158,15
6,5,161,39
6,5,162,53
6,5,163,38
6,5,164,45
6,5,166,15
6,5,170,57
6,5,186,120
6,5,194,0
6,5,202,0
6,5,209,1
6,5,211,11
6,5,224,7
6,5,229,40
6,5,230,57
6,5,231,19
6,5,232,3
6,5,233,18
6,5,234,35
6,5,236,53
6,5,237,42
6,5,238,43
6,5,239,40
6,5,243,0
6,5,244,4
6,5,246,21
6,5,249,33
6,5,261,13
6,5,262,35
6,5,263,56
7,5,4,7
7,5,12,0
7,5,13,21
7,5,24,21
7,5,41,31
7,5,42,13
7,5,43,44
7,5,45,0
7,5,48,133
7,5,50,40
7,5,68,83
7,5,74,30
7,5,75,63
7,5,79,89
7,5,87,20
7,5,88,0
7,5,90,68
7,5,100,81
7,5,103,3
7,5,107,89
7,5,113,43
7,5,114,22
7,5,116,10
7,5,120,-1
7,5,125,13
7,5,127,0
7,5,128,-1
7,5,137,66
7,5,140,73
7,5,141,104
7,5,142,86
7,5,143,52
7,5,144,14
7,5,148,27
7,5,151,47
7,5,152,7
7,5,153,2
7,5,158,17
7,5,161,62
7,5,162,98
7,5,163,65
7,5,164,65
7,5,166,23
7,5,170,107
7,5,186,155
7,5,194,-4
7,5,202,-4
7,5,209,0
7,5,211,12
7,5,224,14
7,5,229,78
7,5,230,110
7,5,231,30
7,5,232,-6
7,5,233,45
7,5,234,62
7,5,236,149
7,5,237,125
7,5,238,103
7,5,239,103
7,5,243,-3
7,5,244,7
7,5,246,29
7,5,249,50
7,5,261,19
7,5,262,78
7,5,263,103
8,5,4,7
8,5,12,-3
8,5,13,47
8,5,24,31
8,5,41,40
8,5,42,16
8,5,43,66
8,5,45,-4
8,5,48,207
8,5,50,97
8,5,68,121
8,5,74,33
8,5,75,67
8,5,79,132
8,5,87,44
8,5,88,10
8,5,90,124
8,5,100,120
8,5,103,-8
8,5,107,156
8,5,113,97
8,5,114,39
8,5,116,6
8,5,120,-9
8,5,125,34
8,5,127,-7
8,5,128,-8
8,5,137,95
8,5,140,124
8,5,141,200
8,5,142,168
8,5,143,97
8,5,144,23
8,5,148,34
8,5,151,90
8,5,152,-5
8,5,153,-14
8,5,158,41
8,5,161,87
8,5,162,127
8,5,163,84
8,5,164,109
8,5,166,23
8,5,170,185
8,5,186,212
8,5,194,-14
8,5,202,-15
8,5,209,1
8,5,211,33
8,5,224,12
8,5,229,145
8,5,230,195
8,5,231,87
8,5,232,-27
8,5,233,85
8,5,234,146
8,5,236,253
8,5,237,237
8,5,238,193
8,5,239,190
8,5,243,-15
8,5,244,-5
8,5,246,79
8,5,249,90
8,5,261,18
8,5,262,141
8,5,263,162
9,5,4,11
9,5,12,0
9,5,13,74
9,5,24,40
9,5,41,45
9,5,42,18
9,5,43,126
9,5,45,10
9,5,48,264
9,5,50,114
9,5,68,177
9,5,74,48
9,5,75,85
9,5,79,157
9,5,87,55
9,5,88,26
9,5,90,161
9,5,100,151
9,5,103,4
9,5,107,204
9,5,113,132
9,5,114,72
9,5,116,12
9,5,120,1
9,5,125,47
9,5,127,3
9,5,128,2
9,5,137,110
9,5,140,153
9,5,141,246
9,5,142,243
9,5,143,139
9,5,144,48
9,5,148,58
9,5,151,120
9,5,152,11
9,5,153,3
9,5,158,61
9,5,161,160
9,5,162,192
9,5,163,146
9,5,164,149
9,5,166,47
9,5,170,233
9,5,186,279
9,5,194,0
9,5,202,-1
9,5,209,16
9,5,211,51
9,5,224,31
9,5,229,195
9,5,230,254
9,5,231,124
9,5,232,2
9,5,233,121
9,5,234,198
9,5,236,347
9,5,237,328
9,5,238,242
9,5,239,266
9,5,243,4
9,5,244,14
9,5,246,110
9,5,249,132
9,5,261,47
9,5,262,186
9,5,263,223
10,5,4,12
10,5,12,1
10,5,13,91
10,5,24,44
10,5,41,47
10,5,42,21
10,5,43,141
10,5,45,10
10,5,48,279
10,5,50,115
10,5,68,203
10,5,74,49
10,5,75,86
10,5,79,175
10,5,87,65
10,5,88,24
10,5,90,177
10,5,100,174
10,5,103,2
10,5,107,232
10,5,113,144
10,5,114,72
10,5,116,14
10,5,120,1
10,5,125,51
10,5,127,2
10,5,128,1
10,5,137,114
10,5,140,173
10,5,141,265
10,5,142,273
10,5,143,156
10,5,144,59
10,5,148,67
10,5,151,128
10,5,152,17
10,5,153,6
10,5,158,74
10,5,161,224
10,5,162,240
10,5,163,197
10,5,164,178
10,5,166,55
10,5,170,282
10,5,186,352
10,5,194,5
10,5,202,5
10,5,209,25
10,5,211,64
10,5,224,40
10,5,229,210
10,5,230,287
10,5,231,151
10,5,232,18
10,5,233,142
10,5,234,251
10,5,236,419
10,5,237,407
10,5,238,252
10,5,239,301
10,5,243,5
10,5,244,17
10,5,246,139
10,5,249,150
10,5,261,61
10,5,262,188
10,5,263,230
11,5,4,11
11,5,12,4
11,5,13,110
11,5,24,40
11,5,41,46
11,5,42,19
11,5,43,182
11,5,45,15
11,5,48,284
11,5,50,107
11,5,68,243
11,5,74,48
11,5,75,87
11,5,79,202
11,5,87,71
11,5,88,35
11,5,90,191
11,5,100,195
11,5,103,10
11,5,107,243
11,5,113,159
11,5,114,85
11,5,116,15
11,5,120,4
11,5,125,54
11,5,127,3
11,5,128,2
11,5,137,121
11,5,140,176
11,5,141,281
11,5,142,311
11,5,143,157
11,5,144,79
11,5,148,75
11,5,151,128
11,5,152,16
11,5,153,4
11,5,158,77
11,5,161,331
11,5,162,283
11,5,163,258
11,5,164,218
11,5,166,53
11,5,170,325
11,5,186,427
11,5,194,6
11,5,202,6
11,5,209,25
11,5,211,79
11,5,224,38
11,5,229,215
11,5,230,303
11,5,231,162
11,5,232,21
11,5,233,149
11,5,234,286
11,5,236,457
11,5,237,478
11,5,238,256
11,5,239,318
11,5,243,8
11,5,244,15
11,5,246,181
11,5,249,156
11,5,261,82
11,5,262,185
11,5,263,236
12,5,4,17
12,5,12,16
12,5,13,124
12,5,24,42
12,5,41,50
12,5,42,21
12,5,43,260
12,5,45,30
12,5,48,286
12,5,50,117
12,5,68,295
12,5,74,53
12,5,75,97
12,5,79,227
12,5,87,85
12,5,88,52
12,5,90,204
12,5,100,206
12,5,103,16
12,5,107,249
12,5,113,176
12,5,114,108
12,5,116,21
12,5,120,10
12,5,125,64
12,5,127,10
12,5,128,9
12,5,137,133
12,5,140,180
12,5,141,285
12,5,142,336
12,5,143,159
12,5,144,107
12,5,148,94
12,5,151,133
12,5,152,18
12,5,153,7
12,5,158,97
12,5,161,349
12,5,162,290
12,5,163,273
12,5,164,254
12,5,166,57
12,5,170,336
12,5,186,437
12,5,194,4
12,5,202,4
12,5,209,25
12,5,211,98
12,5,224,34
12,5,229,221
12,5,230,314
12,5,231,177
12,5,232,27
12,5,233,159
12,5,234,336
12,5,236,488
12,5,237,524
12,5,238,267
12,5,239,374
12,5,243,13
12,5,244,20
12,5,246,238
12,5,249,189
12,5,261,103
12,5,262,174
12,5,263,247
13,5,4,17
13,5,12,18
13,5,13,128
13,5,24,42
13,5,41,50
13,5,42,21
13,5,43,266
13,5,45,32
13,5,48,282
13,5,50,119
13,5,68,305
13,5,74,53
13,5,75,97
13,5,79,237
13,5,87,85
13,5,88,52
13,5,90,206
13,5,100,207
13,5,103,16
13,5,107,250
13,5,113,176
13,5,114,122
13,5,116,20
13,5,120,8
13,5,125,63
13,5,127,9
13,5,128,8
13,5,137,131
13,5,140,174
13,5,141,285
13,5,142,351
13,5,143,159
13,5,144,124
13,5,148,102
13,5,151,133
13,5,152,19
13,5,153,7
13,5,158,105
13,5,161,349
13,5,162,291
13,5,163,279
13,5,164,254
13,5,166,58
13,5,170,336
13,5,186,431
13,5,194,4
13,5,202,4
13,5,209,27
13,5,211,114
13,5,224,31
13,5,229,216
13,5,230,311
13,5,231,176
13,5,232,25
13,5,233,156
13,5,234,349
13,5,236,488
13,5,237,524
13,5,238,268
13,5,239,374
13,5,243,12
13,5,244,19
13,5,246,270
13,5,249,202
13,5,261,111
13,5,262,163
13,5,263,245
14,5,4,16
14,5,12,18
14,5,13,128
14,5,24,41
14,5,41,50
14,5,42,22
14,5,43,293
14,5,45,33
14,5,48,271
14,5,50,117
14,5,68,307
14,5,74,57
14,5,75,99
14,5,79,236
14,5,87,88
14,5,88,59
14,5,90,215
14,5,100,207
14,5,103,16
14,5,107,246
14,5,113,181
14,5,114,134
14,5,116,19
14,5,120,9
14,5,125,62
14,5,127,8
14,5,128,8
14,5,137,125
14,5,140,167
14,5,141,279
14,5,142,350
14,5,143,141
14,5,144,138
14,5,148,104
14,5,151,130
14,5,152,20
14,5,153,9
14,5,158,120
14,5,161,356
14,5,162,275
14,5,163,275
14,5,164,249
14,5,166,59
14,5,170,315
14,5,186,405
14,5,194,3
14,5,202,3
14,5,209,27
14,5,211,120
14,5,224,25
14,5,229,196
14,5,230,293
14,5,231,172
14,5,232,23
14,5,233,145
14,5,234,361
14,5,236,462
14,5,237,543
14,5,238,239
14,5,239,365
14,5,243,8
14,5,244,16
14,5,246,280
14,5,249,204
14,5,261,119
14,5,262,145
14,5,263,231
15,5,4,16
15,5,12,18
15,5,13,128
15,5,24,40
15,5,41,49
15,5,42,21
15,5,43,299
15,5,45,33
15,5,48,266
15,5,50,113
15,5,68,307
15,5,74,57
15,5,75,97
15,5,79,236
15,5,87,88
15,5,88,59
15,5,90,215
15,5,100,207
15,5,103,16
15,5,107,246
15,5,113,181
15,5,114,138
15,5,116,19
15,5,120,9
15,5,125,62
15,5,127,9
15,5,128,8
15,5,137,125
15,5,140,167
15,5,141,279
15,5,142,350
15,5,143,135
15,5,144,138
15,5,148,104
15,5,151,129
15,5,152,20
15,5,153,9
15,5,158,120
15,5,161,377
15,5,162,270
15,5,163,271
15,5,164,248
15,5,166,58
15,5,170,313
15,5,186,397
15,5,194,3
15,5,202,3
15,5,209,27
15,5,211,120
15,5,224,24
15,5,229,189
15,5,230,292
15,5,231,171
15,5,232,21
15,5,233,145
15,5,234,368
15,5,236,469
15,5,237,552
15,5,238,236
15,5,239,362
15,5,243,9
15,5,244,17
15,5,246,282
15,5,249,206
15,5,261,120
15,5,262,150
15,5,263,233
16,5,4,16
16,5,12,19
16,5,13,127
16,5,24,39
16,5,41,48
16,5,42,20
16,5,43,293
16,5,45,33
16,5,48,303
16,5,50,114
16,5,68,303
16,5,74,57
16,5,75,89
16,5,79,244
16,5,87,89
16,5,88,59
16,5,90,211
16,5,100,206
16,5,103,16
16,5,107,239
16,5,113,182
16,5,114,143
16,5,116,17
16,5,120,7
16,5,125,60
16,5,127,7
16,5,128,6
16,5,137,122
16,5,140,155
16,5,141,260
16,5,142,379
16,5,143,124
16,5,144,141
16,5,148,105
16,5,151,127
16,5,152,20
16,5,153,9
16,5,158,119
16,5,161,371
16,5,162,282
16,5,163,271
16,5,164,244
16,5,166,56
16,5,170,295
16,5,186,386
16,5,194,8
16,5,202,8
16,5,209,32
16,5,211,121
16,5,224,23
16,5,229,177
16,5,230,345
16,5,231,169
16,5,232,15
16,5,233,145
16,5,234,344
16,5,236,439
16,5,237,502
16,5,238,222
16,5,239,352
16,5,243,10
16,5,244,18
16,5,246,278
16,5,249,208
16,5,261,119
16,5,262,118
16,5,263,201
17,5,4,17
17,5,12,17
17,5,13,132
17,5,24,40
17,5,41,51
17,5,42,23
17,5,43,302
17,5,45,36
17,5,48,332
17,5,50,111
17,5,68,317
17,5,74,59
17,5,75,91
17,5,79,273
17,5,87,104
17,5,88,67
17,5,90,224
17,5,100,213
17,5,103,16
17,5,107,264
17,5,113,193
17,5,114,153
17,5,116,18
17,5,120,8
17,5,125,67
17,5,127,7
17,5,128,7
17,5,137,129
17,5,140,162
17,5,141,277
17,5,142,372
17,5,143,130
17,5,144,147
17,5,148,118
17,5,151,129
17,5,152,22
17,5,153,11
17,5,158,140
17,5,161,433
17,5,162,353
17,5,163,297
17,5,164,273
17,5,166,63
17,5,170,326
17,5,186,401
17,5,194,2
17,5,202,2
17,5,209,32
17,5,211,123
17,5,224,25
17,5,229,203
17,5,230,399
17,5,231,187
17,5,232,18
17,5,233,145
17,5,234,362
17,5,236,452
17,5,237,510
17,5,238,240
17,5,239,366
17,5,243,11
17,5,244,18
17,5,246,286
17,5,249,228
17,5,261,116
17,5,262,145
17,5,263,221
18,5,4,25
18,5,12,18
18,5,13,152
18,5,24,49
18,5,41,59
18,5,42,31
18,5,43,277
18,5,45,40
18,5,48,392
18,5,50,120
18,5,68,350
18,5,74,58
18,5,75,90
18,5,79,318
18,5,87,116
18,5,88,76
18,5,90,255
18,5,100,237
18,5,103,14
18,5,107,292
18,5,113,223
18,5,114,181
18,5,116,21
18,5,120,10
18,5,125,81
18,5,127,10
18,5,128,9
18,5,137,144
18,5,140,172
18,5,141,304
18,5,142,401
18,5,143,146
18,5,144,183
18,5,148,151
18,5,151,133
18,5,152,25
18,5,153,14
18,5,158,170
18,5,161,457
18,5,162,380
18,5,163,341
18,5,164,308
18,5,166,80
18,5,170,376
18,5,186,455
18,5,194,14
18,5,202,13
18,5,209,44
18,5,211,146
18,5,224,34
18,5,229,240
18,5,230,388
18,5,231,219
18,5,232,25
18,5,233,165
18,5,234,390
18,5,236,464
18,5,237,510
18,5,238,266
18,5,239,369
18,5,243,14
18,5,244,23
18,5,246,305
18,5,249,282
18,5,261,125
18,5,262,158
18,5,263,252
19,5,4,24
19,5,12,12
19,5,13,142
19,5,24,45
19,5,41,54
19,5,42,26
19,5,43,252
19,5,45,41
19,5,48,400
19,5,50,115
19,5,68,350
19,5,74,56
19,5,75,87
19,5,79,344
19,5,87,114
19,5,88,67
19,5,90,259
19,5,100,240
19,5,103,14
19,5,107,292
19,5,113,222
19,5,114,196
19,5,116,20
19,5,120,9
19,5,125,82
19,5,127,9
19,5,128,8
19,5,137,150
19,5,140,170
19,5,141,305
19,5,142,393
19,5,143,141
19,5,144,185
19,5,148,166
19,5,151,128
19,5,152,26
19,5,153,14
19,5,158,173
19,5,161,435
19,5,162,362
19,5,163,332
19,5,164,308
19,5,166,70
19,5,170,369
19,5,186,445
19,5,194,14
19,5,202,14
19,5,209,44
19,5,211,146
19,5,224,34
19,5,229,240
19,5,230,389
19,5,231,217
19,5,232,25
19,5,233,163
19,5,234,393
19,5,236,434
19,5,237,492
19,5,238,240
19,5,239,344
19,5,243,17
19,5,244,26
19,5,246,286
19,5,249,299
19,5,261,116
19,5,262,145
19,5,263,256
20,5,4,18
20,5,12,4
20,5,13,110
20,5,24,29
20,5,41,40
20,5,42,15
20,5,43,201
20,5,45,30
20,5,48,346
20,5,50,96
20,5,68,321
20,5,74,35
20,5,75,61
20,5,79,377
20,5,87,100
20,5,88,49
20,5,90,230
20,5,100,198
20,5,103,2
20,5,107,270
20,5,113,206
20,5,114,193
20,5,116,8
20,5,120,-2
20,5,125,69
20,5,127,-1
20,5,128,-2
20,5,137,134
20,5,140,135
20,5,141,245
20,5,142,328
20,5,143,101
20,5,144,175
20,5,148,162
20,5,151,95
20,5,152,15
20,5,153,5
20,5,158,159
20,5,161,279
20,5,162,253
20,5,163,243
20,5,164,275
20,5,166,34
20,5,170,306
20,5,186,386
20,5,194,3
20,5,202,3
20,5,209,36
20,5,211,125
20,5,224,18
20,5,229,185
20,5,230,332
20,5,231,189
20,5,232,9
20,5,233,132
20,5,234,361
20,5,236,285
20,5,237,353
20,5,238,176
20,5,239,270
20,5,243,7
20,5,244,15
20,5,246,250
20,5,249,308
20,5,261,90
20,5,262,84
20,5,263,197
21,5,4,21
21,5,12,4
21,5,13,86
21,5,24,28
21,5,41,40
21,5,42,14
21,5,43,148
21,5,45,31
21,5,48,402
21,5,50,104
21,5,68,323
21,5,74,34
21,5,75,52
21,5,79,482
21,5,87,100
21,5,88,46
21,5,90,225
21,5,100,196
21,5,103,1
21,5,107,270
21,5,113,214
21,5,114,228
21,5,116,8
21,5,120,-3
21,5,125,68
21,5,127,-2
21,5,128,-3
21,5,137,128
21,5,140,112
21,5,141,226
21,5,142,379
21,5,143,90
21,5,144,172
21,5,148,170
21,5,151,81
21,5,152,14
21,5,153,5
21,5,158,164
21,5,161,272
21,5,162,238
21,5,163,236
21,5,164,272
21,5,166,28
21,5,170,293
21,5,186,379
21,5,194,3
21,5,202,3
21,5,209,35
21,5,211,125
21,5,224,18
21,5,229,182
21,5,230,393
21,5,231,191
21,5,232,9
21,5,233,123
21,5,234,358
21,5,236,256
21,5,237,353
21,5,238,156
21,5,239,269
21,5,243,7
21,5,244,15
21,5,246,231
21,5,249,347
21,5,261,78
21,5,262,64
21,5,263,185
22,5,4,33
22,5,12,5
22,5,13,66
22,5,24,29
22,5,41,43
22,5,42,18
22,5,43,124
22,5,45,35
22,5,48,581
22,5,50,113
22,5,68,332
22,5,74,43
22,5,75,59
22,5,79,546
22,5,87,101
22,5,88,55
22,5,90,225
22,5,100,208
22,5,103,8
22,5,107,278
22,5,113,220
22,5,114,256
22,5,116,16
22,5,120,4
22,5,125,76
22,5,127,5
22,5,128,4
22,5,137,126
22,5,140,92
22,5,141,215
22,5,142,403
22,5,143,95
22,5,144,185
22,5,148,222
22,5,151,86
22,5,152,23
22,5,153,14
22,5,158,179
22,5,161,307
22,5,162,246
22,5,163,250
22,5,164,298
22,5,166,42
22,5,170,285
22,5,186,394
22,5,194,8
22,5,202,8
22,5,209,39
22,5,211,129
22,5,224,22
22,5,229,184
22,5,230,590
22,5,231,211
22,5,232,27
22,5,233,117
22,5,234,395
22,5,236,216
22,5,237,326
22,5,238,152
22,5,239,287
22,5,243,17
22,5,244,24
22,5,246,216
22,5,249,412
22,5,261,71
22,5,262,55
22,5,263,191
23,5,4,40
23,5,12,5
23,5,13,56
23,5,24,25
23,5,41,41
23,5,42,16
23,5,43,83
23,5,45,35
23,5,48,568
23,5,50,132
23,5,68,334
23,5,74,33
23,5,75,50
23,5,79,647
23,5,87,96
23,5,88,51
23,5,90,221
23,5,100,204
23,5,103,11
23,5,107,301
23,5,113,218
23,5,114,316
23,5,116,17
23,5,120,5
23,5,125,75
23,5,127,5
23,5,128,5
23,5,137,129
23,5,140,77
23,5,141,169
23,5,142,304
23,5,143,84
23,5,144,200
23,5,148,346
23,5,151,69
23,5,152,19
23,5,153,11
23,5,158,199
23,5,161,308
23,5,162,231
23,5,163,247
23,5,164,326
23,5,166,61
23,5,170,296
23,5,186,408
23,5,194,19
23,5,202,19
23,5,209,49
23,5,211,136
23,5,224,31
23,5,229,159
23,5,230,509
23,5,231,212
23,5,232,38
23,5,233,113
23,5,234,371
23,5,236,180
23,5,237,264
23,5,238,126
23,5,239,235
23,5,243,9
23,5,244,17
23,5,246,192
23,5,249,469
23,5,261,62
23,5,262,45
23,5,263,186
0,6,4,68
0,6,12,6
0,6,13,35
0,6,24,22
0,6,41,39
0,6,42,19
0,6,43,57
0,6,45,43
0,6,48,430
0,6,50,126
0,6,68,335
0,6,74,45
0,6,75,48
0,6,79,888
0,6,87,94
0,6,88,61
0,6,90,222
0,6,100,181
0,6,103,20
0,6,107,273
0,6,113,181
0,6,114,431
0,6,116,31
0,6,120,11
0,6,125,93
0,6,127,13
0,6,128,13
0,6,137,134
0,6,140,80
0,6,141,160
0,6,142,192
0,6,143,44
0,6,144,242
0,6,148,614
0,6,151,42
0,6,152,18
0,6,153,14
0,6,158,277
0,6,161,216
0,6,162,161
0,6,163,182
0,6,164,296
0,6,166,47
0,6,170,228
0,6,186,261
0,6,194,17
0,6,202,17
0,6,209,49
0,6,211,143
0,6,224,47
0,6,229,133
0,6,230,360
0,6,231,196
0,6,232,49
0,6,233,77
0,6,234,308
0,6,236,100
0,6,237,145
0,6,238,85
0,6,239,160
0,6,243,9
0,6,244,22
0,6,246,162
0,6,249,533
0,6,261,36
0,6,262,33
0,6,263,168
1,6,4,69
1,6,12,4
1,6,13,20
1,6,24,15
1,6,41,30
1,6,42,17
1,6,43,26
1,6,45,35
1,6,48,355
1,6,50,100
1,6,68,305
1,6,74,33
1,6,75,35
1,6,79,943
1,6,87,67
1,6,88,49
1,6,90,199
1,6,100,144
1,6,103,19
1,6,107,237
1,6,113,136
1,6,114,466
1,6,116,14
1,6,120,1
1,6,125,87
1,6,127,3
1,6,128,3
1,6,137,107
1,6,140,57
1,6,141,125
1,6,142,116
1,6,143,25
1,6,144,261
1,6,148,873
1,6,151,17
1,6,152,12
1,6,153,7
1,6,158,313
1,6,161,152
1,6,162,124
1,6,163,153
1,6,164,249
1,6,166,33
1,6,170,152
1,6,186,185
1,6,194,7
1,6,202,7
1,6,209,35
1,6,211,130
1,6,224,28
1,6,229,105
1,6,230,265
1,6,231,157
1,6,232,53
1,6,233,60
1,6,234,227
1,6,236,63
1,6,237,83
1,6,238,48
1,6,239,84
1,6,243,3
1,6,244,17
1,6,246,178
1,6,249,482
1,6,261,24
1,6,262,21
