"Klokkeslaet","Haelding_30_oest","Haelding_30_vest","Haelding_30_syd","Haeldning_15_syd","Haeldning_15_vest","Haeldning_0","Haeldning_15_oest","Haelding_30_oestvest","Haelding_15_oestvest"
"2020-01-05 14:00",0.0400819,0.1106971,0.216372,0.107626,0.0900077,0.0650597,0.0415311,0.150779,0.1315388
"2020-01-05 15:00",0.0147661,0.0147661,0.00744,0.01539,0.0153895,0.0156022,0.0153895,0.0295322,0.030779
"2020-01-05 16:00",0,0,0,0,0,0,0,0,0
"2020-01-05 17:00",0,0,0,0,0,0,0,0,0
"2020-01-05 18:00",0,0,0,0,0,0,0,0,0
"2020-01-05 19:00",0,0,0,0,0,0,0,0,0
"2020-01-05 20:00",0,0,0,0,0,0,0,0,0
"2020-01-05 21:00",0,0,0,0,0,0,0,0,0
"2020-01-05 22:00",0,0,0,0,0,0,0,0,0
"2020-01-05 23:00",0,0,0,0,0,0,0,0,0
"2020-01-06 00:00",0,0,0,0,0,0,0,0,0
"2020-01-06 01:00",0,0,0,0,0,0,0,0,0
"2020-01-06 02:00",0,0,0,0,0,0,0,0,0
"2020-01-06 03:00",0,0,0,0,0,0,0,0,0
"2020-01-06 04:00",0,0,0,0,0,0,0,0,0
"2020-01-06 05:00",0,0,0,0,0,0,0,0,0
"2020-01-06 06:00",0,0,0,0,0,0,0,0,0
"2020-01-06 07:00",0,0,0,0,0,0,0,0,0
"2020-01-06 08:00",0.0001951,0.0001951,0.000185,0.000203,0.0002034,0.0002062,0.0002034,0.0003902,0.0004068
"2020-01-06 09:00",0.0096183,0.0096183,0.010048,0.010024,0.0100245,0.010163,0.0100245,0.0192366,0.020049
"2020-01-06 10:00",0.0214036,0.0211143,0.007789,0.022329,0.0220366,0.0224367,0.0222207,0.0425179,0.0442573
"2020-01-06 11:00",0.0282641,0.0280979,0.025557,0.029604,0.029337,0.029789,0.0294231,0.056362,0.0587601
"2020-01-06 12:00",0.0342361,0.0343419,0.040041,0.036242,0.0357847,0.0362582,0.03573,0.068578,0.0715147
"2020-01-06 13:00",0.0297672,0.0303723,0.357135,0.031857,0.0315191,0.0318062,0.0312141,0.0601395,0.0627332
"2020-01-06 14:00",0.0176798,0.0181345,0.248043,0.018852,0.0187381,0.0188294,0.0184247,0.0358143,0.0371628
"2020-01-06 15:00",0.001569,0.001569,0.007425,0.001635,0.0016352,0.0016578,0.0016352,0.003138,0.0032704
"2020-01-06 16:00",0,0,0,0,0,0,0,0,0
"2020-01-06 17:00",0,0,0,0,0,0,0,0,0
"2020-01-06 18:00",0,0,0,0,0,0,0,0,0
"2020-01-06 19:00",0,0,0,0,0,0,0,0,0
"2020-01-06 20:00",0,0,0,0,0,0,0,0,0
"2020-01-06 21:00",0,0,0,0,0,0,0,0,0
"2020-01-06 22:00",0,0,0,0,0,0,0,0,0
"2020-01-06 23:00",0,0,0,0,0,0,0,0,0
"2020-01-07 00:00",0,0,0,0,0,0,0,0,0
"2020-01-07 01:00",0,0,0,0,0,0,0,0,0
"2020-01-07 02:00",0,0,0,0,0,0,0,0,0
"2020-01-07 03:00",0,0,0,0,0,0,0,0,0
"2020-01-07 04:00",0,0,0,0,0,0,0,0,0
"2020-01-07 05:00",0,0,0,0,0,0,0,0,0
"2020-01-07 06:00",0,0,0,0,0,0,0,0,0
"2020-01-07 07:00",0,0,0,0,0,0,0,0,0
"2020-01-07 08:00",0.0002016,0.0002016,0.000246,0.00021,0.0002102,0.0002131,0.0002102,0.0004032,0.0004204
"2020-01-07 09:00",0.0501397,0.0501397,0.013448,0.052257,0.0522567,0.0529788,0.0522567,0.1002794,0.1045134
"2020-01-07 10:00",0.1553002,0.0482543,0.011889,0.169417,0.0619071,0.0980619,0.1299166,0.2035545,0.1918237
"2020-01-07 11:00",0.1270154,0.0850096,0.014089,0.168731,0.1019336,0.1151224,0.1236773,0.212025,0.2256109
"2020-01-07 12:00",0.0896184,0.0949278,0.023369,0.12233,0.098619,0.0989406,0.0958707,0.1845462,0.1944897
"2020-01-07 13:00",0.0650881,0.1259288,0.32811,0.152462,0.1172764,0.1035834,0.085783,0.1910169,0.2030594
"2020-01-07 14:00",0.0425894,0.0963824,0.261057,0.094828,0.0814168,0.0628557,0.0441965,0.1389718,0.1256133
"2020-01-07 15:00",0.0016401,0.0016401,0.009235,0.001709,0.0017094,0.001733,0.0017094,0.0032802,0.0034188
"2020-01-07 16:00",0,0,0,0,0,0,0,0,0
"2020-01-07 17:00",0,0,0,0,0,0,0,0,0
"2020-01-07 18:00",0,0,0,0,0,0,0,0,0
"2020-01-07 19:00",0,0,0,0,0,0,0,0,0
"2020-01-07 20:00",0,0,0,0,0,0,0,0,0
"2020-01-07 21:00",0,0,0,0,0,0,0,0,0
"2020-01-07 22:00",0,0,0,0,0,0,0,0,0
"2020-01-07 23:00",0,0,0,0,0,0,0,0,0
"2020-01-08 00:00",0,0,0,0,0,0,0,0,0
"2020-01-08 01:00",0,0,0,0,0,0,0,0,0
"2020-01-08 02:00",0,0,0,0,0,0,0,0,0
"2020-01-08 03:00",0,0,0,0,0,0,0,0,0
"2020-01-08 04:00",0,0,0,0,0,0,0,0,0
"2020-01-08 05:00",0,0,0,0,0,0,0,0,0
"2020-01-08 06:00",0,0,0,0,0,0,0,0,0
"2020-01-08 07:00",0,0,0,0,0,0,0,0,0
"2020-01-08 08:00",0.0002151,0.0002151,0.000248,0.000224,0.0002241,0.0002272,0.0002241,0.0004302,0.0004482
"2020-01-08 09:00",0.0148746,0.0148746,0.009592,0.015503,0.0155026,0.0157169,0.0155026,0.0297492,0.0310052
"2020-01-08 10:00",0.0293937,0.0283113,0.022104,0.030707,0.0296266,0.0303921,0.0303127,0.057705,0.0599393
"2020-01-08 11:00",0.0438173,0.0428307,0.017557,0.046507,0.0449523,0.0458501,0.045463,0.086648,0.0904153
"2020-01-08 12:00",0.0477059,0.0480218,0.016366,0.051492,0.0500333,0.0506636,0.0498698,0.0957277,0.0999031
"2020-01-08 13:00",0.0414953,0.0433359,0.322965,0.045816,0.0447441,0.0448995,0.0437914,0.0848312,0.0885355
"2020-01-08 14:00",0.0238877,0.0252672,0.291996,0.026193,0.0258497,0.0257056,0.0248913,0.0491549,0.050741
"2020-01-08 15:00",0.0026305,0.0026305,0.012692,0.002742,0.0027416,0.0027795,0.0027416,0.005261,0.0054832
"2020-01-08 16:00",0,0,0,0,0,0,0,0,0
"2020-01-08 17:00",0,0,0,0,0,0,0,0,0
"2020-01-08 18:00",0,0,0,0,0,0,0,0,0
"2020-01-08 19:00",0,0,0,0,0,0,0,0,0
"2020-01-08 20:00",0,0,0,0,0,0,0,0,0
"2020-01-08 21:00",0,0,0,0,0,0,0,0,0
"2020-01-08 22:00",0,0,0,0,0,0,0,0,0
"2020-01-08 23:00",0,0,0,0,0,0,0,0,0
"2020-01-09 00:00",0,0,0,0,0,0,0,0,0
"2020-01-09 01:00",0,0,0,0,0,0,0,0,0
"2020-01-09 02:00",0,0,0,0,0,0,0,0,0
"2020-01-09 03:00",0,0,0,0,0,0,0,0,0
"2020-01-09 04:00",0,0,0,0,0,0,0,0,0
"2020-01-09 05:00",0,0,0,0,0,0,0,0,0
"2020-01-09 06:00",0,0,0,0,0,0,0,0,0
"2020-01-09 07:00",0,0,0,0,0,0,0,0,0
"2020-01-09 08:00",0.0002121,0.0002121,0.000305,0.000221,0.0002211,0.0002241,0.0002211,0.0004242,0.0004422
"2020-01-09 09:00",0.0113754,0.0113754,0.00825,0.011856,0.0118557,0.0120195,0.0118557,0.0227508,0.0237114
"2020-01-09 10:00",0.0228155,0.0224623,0.015657,0.023801,0.0234507,0.0238907,0.0236741,0.0452778,0.0471248
"2020-01-09 11:00",0.0335359,0.0331802,0.015521,0.03525,0.034694,0.0352732,0.0348782,0.0667161,0.0695722
"2020-01-09 12:00",0.0362544,0.0363616,0.025678,0.038404,0.0378925,0.0383957,0.0378369,0.072616,0.0757294
"2020-01-09 13:00",0.030314,0.0308352,0.453535,0.032324,0.0320181,0.0323295,0.0317483,0.0611492,0.0637664
"2020-01-09 14:00",0.0183265,0.0187209,0.304649,0.019472,0.019374,0.0194994,0.0190988,0.0370474,0.0384728
"2020-01-09 15:00",0.0022722,0.0022722,0.006386,0.002368,0.0023681,0.0024009,0.0023681,0.0045444,0.0047362
"2020-01-09 16:00",0,0,0,0,0,0,0,0,0
"2020-01-09 17:00",0,0,0,0,0,0,0,0,0
"2020-01-09 18:00",0,0,0,0,0,0,0,0,0
"2020-01-09 19:00",0,0,0,0,0,0,0,0,0
"2020-01-09 20:00",0,0,0,0,0,0,0,0,0
"2020-01-09 21:00",0,0,0,0,0,0,0,0,0
"2020-01-09 22:00",0,0,0,0,0,0,0,0,0
"2020-01-09 23:00",0,0,0,0,0,0,0,0,0
"2020-01-10 00:00",0,0,0,0,0,0,0,0,0
"2020-01-10 01:00",0,0,0,0,0,0,0,0,0
"2020-01-10 02:00",0,0,0,0,0,0,0,0,0
"2020-01-10 03:00",0,0,0,0,0,0,0,0,0
"2020-01-10 04:00",0,0,0,0,0,0,0,0,0
"2020-01-10 05:00",0,0,0,0,0,0,0,0,0
"2020-01-10 06:00",0,0,0,0,0,0,0,0,0
"2020-01-10 07:00",0,0,0,0,0,0,0,0,0
"2020-01-10 08:00",0.0003032,0.0003032,0.000292,0.000316,0.000316,0.0003204,0.000316,0.0006064,0.000632
"2020-01-10 09:00",0.016295,0.016295,0.004637,0.016983,0.016983,0.0172177,0.016983,0.03259,0.033966
"2020-01-10 10:00",0.0293147,0.0283128,0.012543,0.030611,0.0296246,0.0303619,0.0302562,0.0576275,0.0598808
"2020-01-10 11:00",0.0385848,0.0379806,0.028688,0.040712,0.0397761,0.0404952,0.0400888,0.0765654,0.0798649
"2020-01-10 12:00",0.0376404,0.0377562,0.031586,0.039918,0.0393466,0.0398687,0.0392867,0.0753966,0.0786333
"2020-01-10 13:00",0.0405453,0.0420765,0.427197,0.044407,0.0435043,0.0437209,0.0427117,0.0826218,0.086216
"2020-01-10 14:00",0.0241178,0.0253471,0.251415,0.026298,0.0259927,0.0259117,0.0251316,0.0494649,0.0511243
"2020-01-10 15:00",0.0028255,0.0028255,0.011266,0.002945,0.0029448,0.0029855,0.0029448,0.005651,0.0058896
"2020-01-10 16:00",0,0,0,0,0,0,0,0,0
"2020-01-10 17:00",0,0,0,0,0,0,0,0,0
"2020-01-10 18:00",0,0,0,0,0,0,0,0,0
"2020-01-10 19:00",0,0,0,0,0,0,0,0,0
"2020-01-10 20:00",0,0,0,0,0,0,0,0,0
"2020-01-10 21:00",0,0,0,0,0,0,0,0,0
"2020-01-10 22:00",0,0,0,0,0,0,0,0,0
"2020-01-10 23:00",0,0,0,0,0,0,0,0,0
"2020-01-11 00:00",0,0,0,0,0,0,0,0,0
"2020-01-11 01:00",0,0,0,0,0,0,0,0,0
"2020-01-11 02:00",0,0,0,0,0,0,0,0,0
"2020-01-11 03:00",0,0,0,0,0,0,0,0,0
"2020-01-11 04:00",0,0,0,0,0,0,0,0,0
"2020-01-11 05:00",0,0,0,0,0,0,0,0,0
"2020-01-11 06:00",0,0,0,0,0,0,0,0,0
"2020-01-11 07:00",0,0,0,0,0,0,0,0,0
"2020-01-11 08:00",0.000672,0.000672,0.00031,0.0007,0.0007004,0.00071,0.0007004,0.001344,0.0014008
"2020-01-11 09:00",0.1351817,0.025898,0.188072,0.106923,0.026748,0.050108,0.0952593,0.1610797,0.1220073
"2020-01-11 10:00",0.2051231,0.0424852,0.199025,0.222713,0.0636623,0.1176328,0.1658824,0.2476083,0.2295447
"2020-01-11 11:00",0.1544246,0.0912353,0.176817,0.212239,0.1151565,0.1344721,0.1478657,0.2456599,0.2630222
"2020-01-11 12:00",0.1168682,0.1297692,0.109552,0.200869,0.1349711,0.1344677,0.1282931,0.2466374,0.2632642
"2020-01-11 13:00",0.0526363,0.2352814,0.161488,0.312124,0.2037286,0.1607193,0.1091846,0.2879177,0.3129132
"2020-01-11 14:00",0.0448347,0.1280805,0.101482,0.125566,0.104978,0.0768449,0.0464122,0.1729152,0.1513902
"2020-01-11 15:00",0.0106436,0.0106436,0.002117,0.011093,0.0110931,0.0112463,0.0110931,0.0212872,0.0221862
"2020-01-11 16:00",0,0,0,0,0,0,0,0,0
"2020-01-11 17:00",0,0,0,0,0,0,0,0,0
"2020-01-11 18:00",0,0,0,0,0,0,0,0,0
"2020-01-11 19:00",0,0,0,0,0,0,0,0,0
"2020-01-11 20:00",0,0,0,0,0,0,0,0,0
"2020-01-11 21:00",0,0,0,0,0,0,0,0,0
"2020-01-11 22:00",0,0,0,0,0,0,0,0,0
"2020-01-11 23:00",0,0,0,0,0,0,0,0,0
"2020-01-12 00:00",0,0,0,0,0,0,0,0,0
"2020-01-12 01:00",0,0,0,0,0,0,0,0,0
"2020-01-12 02:00",0,0,0,0,0,0,0,0,0
"2020-01-12 03:00",0,0,0,0,0,0,0,0,0
"2020-01-12 04:00",0,0,0,0,0,0,0,0,0
"2020-01-12 05:00",0,0,0,0,0,0,0,0,0
"2020-01-12 06:00",0,0,0,0,0,0,0,0,0
"2020-01-12 07:00",0,0,0,0,0,0,0,0,0
"2020-01-12 08:00",0.0002624,0.0002624,0.000623,0.000273,0.0002735,0.0002773,0.0002735,0.0005248,0.000547
"2020-01-12 09:00",0.0700053,0.0288151,0.041625,0.060103,0.0299386,0.0391523,0.0558312,0.0988204,0.0857698
"2020-01-12 10:00",0.0815882,0.0569231,0.122816,0.086294,0.0623473,0.0712351,0.0777978,0.1385113,0.1401451
"2020-01-12 11:00",0.1190681,0.0871124,0.090856,0.149638,0.1009438,0.1113034,0.1174853,0.2061805,0.2184291
"2020-01-12 12:00",0.097934,0.1031155,0.086413,0.13481,0.1074156,0.1079675,0.1047335,0.2010495,0.2121491
"2020-01-12 13:00",0.0378864,0.0389579,0.209147,0.041,0.0403601,0.0406492,0.0398055,0.0768443,0.0801656
"2020-01-12 14:00",0.046852,0.0558094,0.052386,0.057333,0.0551247,0.0527279,0.0487957,0.1026614,0.1039204
"2020-01-12 15:00",0.0053403,0.0053403,0.006927,0.005566,0.0055658,0.0056427,0.0055658,0.0106806,0.0111316
"2020-01-12 16:00",0,0,0,0,0,0,0,0,0
"2020-01-12 17:00",0,0,0,0,0,0,0,0,0
"2020-01-12 18:00",0,0,0,0,0,0,0,0,0
"2020-01-12 19:00",0,0,0,0,0,0,0,0,0
"2020-01-12 20:00",0,0,0,0,0,0,0,0,0
"2020-01-12 21:00",0,0,0,0,0,0,0,0,0
"2020-01-12 22:00",0,0,0,0,0,0,0,0,0
"2020-01-12 23:00",0,0,0,0,0,0,0,0,0
"2020-01-13 00:00",0,0,0,0,0,0,0,0,0
"2020-01-13 01:00",0,0,0,0,0,0,0,0,0
"2020-01-13 02:00",0,0,0,0,0,0,0,0,0
"2020-01-13 03:00",0,0,0,0,0,0,0,0,0
"2020-01-13 04:00",0,0,0,0,0,0,0,0,0
"2020-01-13 05:00",0,0,0,0,0,0,0,0,0
"2020-01-13 06:00",0,0,0,0,0,0,0,0,0
"2020-01-13 07:00",0,0,0,0,0,0,0,0,0
"2020-01-13 08:00",0.0003259,0.0003259,0.000342,0.00034,0.0003397,0.0003444,0.0003397,0.0006518,0.0006794
"2020-01-13 09:00",0.0756608,0.0294894,0.100518,0.064384,0.0306283,0.041076,0.0597355,0.1051502,0.0903638
"2020-01-13 10:00",0.1117864,0.0577654,0.157627,0.119067,0.0670108,0.0854565,0.1007286,0.1695518,0.1677394
"2020-01-13 11:00",0.1350776,0.0909269,0.237913,0.175539,0.1088011,0.1226928,0.1316552,0.2260045,0.2404563
"2020-01-13 12:00",0.1193365,0.1309909,0.233553,0.200332,0.1365387,0.1363733,0.1305059,0.2503274,0.2670446
"2020-01-13 13:00",0.070321,0.1745236,0.116391,0.220918,0.1583638,0.1344543,0.1044246,0.2448446,0.2627884
"2020-01-13 14:00",0.0488539,0.0967146,0.117233,0.096444,0.084693,0.0691212,0.0507293,0.1455685,0.1354223
"2020-01-13 15:00",0.0024499,0.0024499,0.00838,0.002553,0.0025533,0.0025886,0.0025533,0.0048998,0.0051066
"2020-01-13 16:00",0,0,0,0,0,0,0,0,0
"2020-01-13 17:00",0,0,0,0,0,0,0,0,0
"2020-01-13 18:00",0,0,0,0,0,0,0,0,0
"2020-01-13 19:00",0,0,0,0,0,0,0,0,0
"2020-01-13 20:00",0,0,0,0,0,0,0,0,0
"2020-01-13 21:00",0,0,0,0,0,0,0,0,0
"2020-01-13 22:00",0,0,0,0,0,0,0,0,0
"2020-01-13 23:00",0,0,0,0,0,0,0,0,0
"2020-01-14 00:00",0,0,0,0,0,0,0,0,0
"2020-01-14 01:00",0,0,0,0,0,0,0,0,0
"2020-01-14 02:00",0,0,0,0,0,0,0,0,0
"2020-01-14 03:00",0,0,0,0,0,0,0,0,0
"2020-01-14 04:00",0,0,0,0,0,0,0,0,0
"2020-01-14 05:00",0,0,0,0,0,0,0,0,0
"2020-01-14 06:00",0,0,0,0,0,0,0,0,0
"2020-01-14 07:00",0,0,0,0,0,0,0,0,0
"2020-01-14 08:00",0.0002926,0.0002926,0.00081,0.000305,0.000305,0.0003092,0.000305,0.0005852,0.00061
"2020-01-14 09:00",0.0201321,0.0180966,0.027892,0.020342,0.018856,0.0195659,0.0201431,0.0382287,0.0389991
"2020-01-14 10:00",0.0417972,0.0391227,0.062175,0.043679,0.0411215,0.042554,0.0427845,0.0809199,0.083906
"2020-01-14 11:00",0.0564493,0.054619,0.052274,0.060252,0.0575073,0.0588157,0.0584548,0.1110683,0.1159621
"2020-01-14 12:00",0.0715806,0.07228,0.065839,0.079306,0.0753417,0.0762625,0.0749796,0.1438606,0.1503213
"2020-01-14 13:00",0.0607447,0.0651773,0.062195,0.069607,0.0669315,0.0667472,0.064637,0.125922,0.1315685
"2020-01-14 14:00",0.0333621,0.0361797,0.043229,0.037457,0.0367678,0.0362982,0.0347596,0.0695418,0.0715274
"2020-01-14 15:00",0.0056585,0.0056585,0.007198,0.005897,0.0058974,0.0059789,0.0058974,0.011317,0.0117948
"2020-01-14 16:00",0,0,0,0,0,0,0,0,0
"2020-01-14 17:00",0,0,0,0,0,0,0,0,0
"2020-01-14 18:00",0,0,0,0,0,0,0,0,0
"2020-01-14 19:00",0,0,0,0,0,0,0,0,0
"2020-01-14 20:00",0,0,0,0,0,0,0,0,0
"2020-01-14 21:00",0,0,0,0,0,0,0,0,0
"2020-01-14 22:00",0,0,0,0,0,0,0,0,0
