"Fylkesnavn_2019","Kommunenr_2019","Kommunenavn_2019","Fylkesnr_2020","Fylkesnavn_2020","Kommunenr_2020","Kommunenavn_2020","DVH_regioner_2019","SIFO_regioner_2019","kommune","kommunenummer"
"HORDALAND",1231,"ULLENSVANG",46,"VESTLAND",4618,"ULLENSVANG","Vest Norge DVH","Vestlandet","ullensvang",4618
"HORDALAND",1232,"EIDFJORD",46,"VESTLAND",4619,"EIDFJORD","Vest Norge DVH","Vestlandet","eidfjord",4619
"HORDALAND",1233,"ULVIK",46,"VESTLAND",4620,"ULVIK","Vest Norge DVH","Vestlandet","ulvik",4620
"HORDALAND",1234,"GRANVIN",46,"VESTLAND",4621,"VOSS","Vest Norge DVH","Vestlandet","voss",4621
"HORDALAND",1235,"VOSS",46,"VESTLAND",4621,"VOSS","Vest Norge DVH","Vestlandet","voss",4621
"HORDALAND",1238,"KVAM",46,"VESTLAND",4622,"KVAM","Vest Norge DVH","Vestlandet","kvam",4622
"HORDALAND",1241,"FUSA",46,"VESTLAND",4624,"BJØRNAFJORDEN","Vest Norge DVH","Vestlandet","bjørnafjorden",4624
"HORDALAND",1242,"SAMNANGER",46,"VESTLAND",4623,"SAMNANGER","Vest Norge DVH","Vestlandet","samnanger",4623
"HORDALAND",1243,"OS (HORDALAND)",46,"VESTLAND",4624,"BJØRNAFJORDEN","Vest Norge DVH","Vestlandet","bjørnafjorden",4624
"HORDALAND",1244,"AUSTEVOLL",46,"VESTLAND",4625,"AUSTEVOLL","Vest Norge DVH","Vestlandet","austevoll",4625
"HORDALAND",1245,"SUND",46,"VESTLAND",4626,"ØYGARDEN","Vest Norge DVH","Vestlandet","øygarden",4626
"HORDALAND",1246,"FJELL",46,"VESTLAND",4626,"ØYGARDEN","Vest Norge DVH","Vestlandet","øygarden",4626
"HORDALAND",1247,"ASKØY",46,"VESTLAND",4627,"ASKØY","Vest Norge DVH","Vestlandet","askøy",4627
"HORDALAND",1251,"VAKSDAL",46,"VESTLAND",4628,"VAKSDAL","Vest Norge DVH","Vestlandet","vaksdal",4628
"HORDALAND",1252,"MODALEN",46,"VESTLAND",4629,"MODALEN","Vest Norge DVH","Vestlandet","modalen",4629
"HORDALAND",1253,"OSTERØY",46,"VESTLAND",4630,"OSTERØY","Vest Norge DVH","Vestlandet","osterøy",4630
"HORDALAND",1256,"MELAND",46,"VESTLAND",4631,"ALVER","Vest Norge DVH","Vestlandet","alver",4631
"HORDALAND",1259,"ØYGARDEN",46,"VESTLAND",4626,"ØYGARDEN","Vest Norge DVH","Vestlandet","øygarden",4626
"HORDALAND",1260,"RADØY",46,"VESTLAND",4631,"ALVER","Vest Norge DVH","Vestlandet","alver",4631
"HORDALAND",1263,"LINDÅS",46,"VESTLAND",4631,"ALVER","Vest Norge DVH","Vestlandet","alver",4631
"HORDALAND",1264,"AUSTRHEIM",46,"VESTLAND",4632,"AUSTRHEIM","Vest Norge DVH","Vestlandet","austrheim",4632
"HORDALAND",1265,"FEDJE",46,"VESTLAND",4633,"FEDJE","Vest Norge DVH","Vestlandet","fedje",4633
"HORDALAND",1266,"MASFJORDEN",46,"VESTLAND",4634,"MASFJORDEN","Vest Norge DVH","Vestlandet","masfjorden",4634
"SOGN OG FJORDANE",1401,"FLORA",46,"VESTLAND",4602,"KINN","Vest Norge DVH","Vestlandet","kinn",4602
"SOGN OG FJORDANE",1411,"GULEN",46,"VESTLAND",4635,"GULEN","Vest Norge DVH","Vestlandet","gulen",4635
"SOGN OG FJORDANE",1412,"SOLUND",46,"VESTLAND",4636,"SOLUND","Vest Norge DVH","Vestlandet","solund",4636
"SOGN OG FJORDANE",1413,"HYLLESTAD",46,"VESTLAND",4637,"HYLLESTAD","Vest Norge DVH","Vestlandet","hyllestad",4637
"SOGN OG FJORDANE",1416,"HØYANGER",46,"VESTLAND",4638,"HØYANGER","Vest Norge DVH","Vestlandet","høyanger",4638
"SOGN OG FJORDANE",1417,"VIK",46,"VESTLAND",4639,"VIK","Vest Norge DVH","Vestlandet","vik",4639
"SOGN OG FJORDANE",1418,"BALESTRAND",46,"VESTLAND",4640,"SOGNDAL","Vest Norge DVH","Vestlandet","sogndal",4640
"SOGN OG FJORDANE",1419,"LEIKANGER",46,"VESTLAND",4640,"SOGNDAL","Vest Norge DVH","Vestlandet","sogndal",4640
"SOGN OG FJORDANE",1420,"SOGNDAL",46,"VESTLAND",4640,"SOGNDAL","Vest Norge DVH","Vestlandet","sogndal",4640
"SOGN OG FJORDANE",1421,"AURLAND",46,"VESTLAND",4641,"AURLAND","Vest Norge DVH","Vestlandet","aurland",4641
"SOGN OG FJORDANE",1422,"LÆRDAL",46,"VESTLAND",4642,"LÆRDAL","Vest Norge DVH","Vestlandet","lærdal",4642
"SOGN OG FJORDANE",1424,"ÅRDAL",46,"VESTLAND",4643,"ÅRDAL","Vest Norge DVH","Vestlandet","årdal",4643
"SOGN OG FJORDANE",1426,"LUSTER",46,"VESTLAND",4644,"LUSTER","Vest Norge DVH","Vestlandet","luster",4644
"SOGN OG FJORDANE",1428,"ASKVOLL",46,"VESTLAND",4645,"ASKVOLL","Vest Norge DVH","Vestlandet","askvoll",4645
"SOGN OG FJORDANE",1429,"FJALER",46,"VESTLAND",4646,"FJALER","Vest Norge DVH","Vestlandet","fjaler",4646
"SOGN OG FJORDANE",1430,"GAULAR",46,"VESTLAND",4647,"SUNNFJORD","Vest Norge DVH","Vestlandet","sunnfjord",4647
"SOGN OG FJORDANE",1431,"JØLSTER",46,"VESTLAND",4647,"SUNNFJORD","Vest Norge DVH","Vestlandet","sunnfjord",4647
"SOGN OG FJORDANE",1432,"FØRDE",46,"VESTLAND",4647,"SUNNFJORD","Vest Norge DVH","Vestlandet","sunnfjord",4647
"SOGN OG FJORDANE",1433,"NAUSTDAL",46,"VESTLAND",4647,"SUNNFJORD","Vest Norge DVH","Vestlandet","sunnfjord",4647
"SOGN OG FJORDANE",1438,"BREMANGER",46,"VESTLAND",4648,"BREMANGER","Vest Norge DVH","Vestlandet","bremanger",4648
"SOGN OG FJORDANE",1439,"VÅGSØY",46,"VESTLAND",4602,"KINN","Vest Norge DVH","Vestlandet","kinn",4602
"SOGN OG FJORDANE",1441,"SELJE",46,"VESTLAND",4649,"STAD","Vest Norge DVH","Vestlandet","stad",4649
"SOGN OG FJORDANE",1443,"EID",46,"VESTLAND",4649,"STAD","Vest Norge DVH","Vestlandet","stad",4649
"SOGN OG FJORDANE",1444,"HORNINDAL",15,"MØRE OG ROMSDAL",1577,"VOLDA","Vest Norge DVH","Vestlandet","volda",1577
"SOGN OG FJORDANE",1445,"GLOPPEN",46,"VESTLAND",4650,"GLOPPEN","Vest Norge DVH","Vestlandet","gloppen",4650
"SOGN OG FJORDANE",1449,"STRYN",46,"VESTLAND",4651,"STRYN","Vest Norge DVH","Vestlandet","stryn",4651
"MØRE OG ROMSDAL",1502,"MOLDE",15,"MØRE OG ROMSDAL",1506,"MOLDE","Midt Norge DVH","Midt-Norge","molde",1506
"MØRE OG ROMSDAL",1504,"ÅLESUND",15,"MØRE OG ROMSDAL",1507,"ÅLESUND","Midt Norge DVH","Midt-Norge","ålesund",1507
"MØRE OG ROMSDAL",1505,"KRISTIANSUND",15,"MØRE OG ROMSDAL",1505,"KRISTIANSUND","Midt Norge DVH","Midt-Norge","kristiansund",1505
"MØRE OG ROMSDAL",1511,"VANYLVEN",15,"MØRE OG ROMSDAL",1511,"VANYLVEN","Midt Norge DVH","Midt-Norge","vanylven",1511
"MØRE OG ROMSDAL",1514,"SANDE",15,"MØRE OG ROMSDAL",1514,"SANDE","Midt Norge DVH","Midt-Norge","sande",1514
"MØRE OG ROMSDAL",1515,"HERØY",15,"MØRE OG ROMSDAL",1515,"HERØY","Midt Norge DVH","Midt-Norge","HERØY (MØRE OG ROMSDAL)",1515
"MØRE OG ROMSDAL",1516,"ULSTEIN",15,"MØRE OG ROMSDAL",1516,"ULSTEIN","Midt Norge DVH","Midt-Norge","ulstein",1516
"MØRE OG ROMSDAL",1517,"HAREID",15,"MØRE OG ROMSDAL",1517,"HAREID","Midt Norge DVH","Midt-Norge","hareid",1517
"MØRE OG ROMSDAL",1519,"VOLDA",15,"MØRE OG ROMSDAL",1577,"VOLDA","Midt Norge DVH","Midt-Norge","volda",1577
"MØRE OG ROMSDAL",1520,"ØRSTA",15,"MØRE OG ROMSDAL",1520,"ØRSTA","Midt Norge DVH","Midt-Norge","ørsta",1520
"MØRE OG ROMSDAL",1523,"ØRSKOG",15,"MØRE OG ROMSDAL",1507,"ÅLESUND","Midt Norge DVH","Midt-Norge","ålesund",1507
"MØRE OG ROMSDAL",1524,"NORDDAL",15,"MØRE OG ROMSDAL",1578,"FJORD","Midt Norge DVH","Midt-Norge","fjord",1578
"MØRE OG ROMSDAL",1525,"STRANDA",15,"MØRE OG ROMSDAL",1525,"STRANDA","Midt Norge DVH","Midt-Norge","stranda",1525
"MØRE OG ROMSDAL",1526,"STORDAL",15,"MØRE OG ROMSDAL",1578,"FJORD","Midt Norge DVH","Midt-Norge","fjord",1578
"MØRE OG ROMSDAL",1528,"SYKKYLVEN",15,"MØRE OG ROMSDAL",1528,"SYKKYLVEN","Midt Norge DVH","Midt-Norge","sykkylven",1528
"MØRE OG ROMSDAL",1529,"SKODJE",15,"MØRE OG ROMSDAL",1507,"ÅLESUND","Midt Norge DVH","Midt-Norge","ålesund",1507
"MØRE OG ROMSDAL",1531,"SULA",15,"MØRE OG ROMSDAL",1531,"SULA","Midt Norge DVH","Midt-Norge","sula",1531
"MØRE OG ROMSDAL",1532,"GISKE",15,"MØRE OG ROMSDAL",1532,"GISKE","Midt Norge DVH","Midt-Norge","giske",1532
"MØRE OG ROMSDAL",1534,"HARAM",15,"MØRE OG ROMSDAL",1507,"ÅLESUND","Midt Norge DVH","Midt-Norge","ålesund",1507
"MØRE OG ROMSDAL",1535,"VESTNES",15,"MØRE OG ROMSDAL",1535,"VESTNES","Midt Norge DVH","Midt-Norge","vestnes",1535
"MØRE OG ROMSDAL",1539,"RAUMA",15,"MØRE OG ROMSDAL",1539,"RAUMA","Midt Norge DVH","Midt-Norge","rauma",1539
"MØRE OG ROMSDAL",1543,"NESSET",15,"MØRE OG ROMSDAL",1506,"MOLDE","Midt Norge DVH","Midt-Norge","molde",1506
"MØRE OG ROMSDAL",1545,"MIDSUND",15,"MØRE OG ROMSDAL",1506,"MOLDE","Midt Norge DVH","Midt-Norge","molde",1506
"MØRE OG ROMSDAL",1546,"SANDØY",15,"MØRE OG ROMSDAL",1507,"ÅLESUND","Midt Norge DVH","Midt-Norge","ålesund",1507
"MØRE OG ROMSDAL",1547,"AUKRA",15,"MØRE OG ROMSDAL",1547,"AUKRA","Midt Norge DVH","Midt-Norge","aukra",1547
"MØRE OG ROMSDAL",1548,"FRÆNA",15,"MØRE OG ROMSDAL",1579,"HUSTADVIKA","Midt Norge DVH","Midt-Norge","hustadvika",1579
"MØRE OG ROMSDAL",1551,"EIDE",15,"MØRE OG ROMSDAL",1579,"HUSTADVIKA","Midt Norge DVH","Midt-Norge","hustadvika",1579
"MØRE OG ROMSDAL",1554,"AVERØY",15,"MØRE OG ROMSDAL",1554,"AVERØY","Midt Norge DVH","Midt-Norge","averøy",1554
"MØRE OG ROMSDAL",1557,"GJEMNES",15,"MØRE OG ROMSDAL",1557,"GJEMNES","Midt Norge DVH","Midt-Norge","gjemnes",1557
"MØRE OG ROMSDAL",1560,"TINGVOLL",15,"MØRE OG ROMSDAL",1560,"TINGVOLL","Midt Norge DVH","Midt-Norge","tingvoll",1560
"MØRE OG ROMSDAL",1563,"SUNNDAL",15,"MØRE OG ROMSDAL",1563,"SUNNDAL","Midt Norge DVH","Midt-Norge","sunndal",1563
"MØRE OG ROMSDAL",1566,"SURNADAL",15,"MØRE OG ROMSDAL",1566,"SURNADAL","Midt Norge DVH","Midt-Norge","surnadal",1566
"MØRE OG ROMSDAL",1571,"HALSA",50,"TRØNDELAG",5055,"HEIM","Midt Norge DVH","Midt-Norge","heim",5055
"MØRE OG ROMSDAL",1573,"SMØLA",15,"MØRE OG ROMSDAL",1573,"SMØLA","Midt Norge DVH","Midt-Norge","smøla",1573
"MØRE OG ROMSDAL",1576,"AURE",15,"MØRE OG ROMSDAL",1576,"AURE","Midt Norge DVH","Midt-Norge","aure",1576
"NORDLAND",1804,"BODØ",18,"NORDLAND",1804,"BODØ","Nord Norge DVH","Nord-Norge","bodø",1804
"NORDLAND",1805,"NARVIK",18,"NORDLAND",1806,"NARVIK","Nord Norge DVH","Nord-Norge","narvik",1806
"NORDLAND",1811,"BINDAL",18,"NORDLAND",1811,"BINDAL","Nord Norge DVH","Nord-Norge","bindal",1811
"NORDLAND",1812,"SØMNA",18,"NORDLAND",1812,"SØMNA","Nord Norge DVH","Nord-Norge","sømna",1812
"NORDLAND",1813,"BRØNNØY",18,"NORDLAND",1813,"BRØNNØY","Nord Norge DVH","Nord-Norge","brønnøy",1813
"NORDLAND",1815,"VEGA",18,"NORDLAND",1815,"VEGA","Nord Norge DVH","Nord-Norge","vega",1815
"NORDLAND",1816,"VEVELSTAD",18,"NORDLAND",1816,"VEVELSTAD","Nord Norge DVH","Nord-Norge","vevelstad",1816
"NORDLAND",1818,"HERØY",18,"NORDLAND",1818,"HERØY","Nord Norge DVH","Nord-Norge","HERØY (NORDLAND)",1818
"NORDLAND",1820,"ALSTAHAUG",18,"NORDLAND",1820,"ALSTAHAUG","Nord Norge DVH","Nord-Norge","alstahaug",1820
"NORDLAND",1822,"LEIRFJORD",18,"NORDLAND",1822,"LEIRFJORD","Nord Norge DVH","Nord-Norge","leirfjord",1822
"NORDLAND",1824,"VEFSN",18,"NORDLAND",1824,"VEFSN","Nord Norge DVH","Nord-Norge","vefsn",1824
"NORDLAND",1825,"GRANE",18,"NORDLAND",1825,"GRANE","Nord Norge DVH","Nord-Norge","grane",1825
"NORDLAND",1826,"HATTFJELLDAL",18,"NORDLAND",1826,"HATTFJELLDAL","Nord Norge DVH","Nord-Norge","aarborte-hattfjelldal",1826
"NORDLAND",1827,"DØNNA",18,"NORDLAND",1827,"DØNNA","Nord Norge DVH","Nord-Norge","dønna",1827
"NORDLAND",1828,"NESNA",18,"NORDLAND",1828,"NESNA","Nord Norge DVH","Nord-Norge","nesna",1828
"NORDLAND",1832,"HEMNES",18,"NORDLAND",1832,"HEMNES","Nord Norge DVH","Nord-Norge","hemnes",1832
"NORDLAND",1833,"RANA",18,"NORDLAND",1833,"RANA","Nord Norge DVH","Nord-Norge","rana",1833
"NORDLAND",1834,"LURØY",18,"NORDLAND",1834,"LURØY","Nord Norge DVH","Nord-Norge","lurøy",1834
"NORDLAND",1835,"TRÆNA",18,"NORDLAND",1835,"TRÆNA","Nord Norge DVH","Nord-Norge","træna",1835
"NORDLAND",1836,"RØDØY",18,"NORDLAND",1836,"RØDØY","Nord Norge DVH","Nord-Norge","rødøy",1836
"NORDLAND",1837,"MELØY",18,"NORDLAND",1837,"MELØY","Nord Norge DVH","Nord-Norge","meløy",1837
"NORDLAND",1838,"GILDESKÅL",18,"NORDLAND",1838,"GILDESKÅL","Nord Norge DVH","Nord-Norge","gildeskål",1838
"NORDLAND",1839,"BEIARN",18,"NORDLAND",1839,"BEIARN","Nord Norge DVH","Nord-Norge","beiarn",1839
"NORDLAND",1840,"SALTDAL",18,"NORDLAND",1840,"SALTDAL","Nord Norge DVH","Nord-Norge","saltdal",1840
"NORDLAND",1841,"FAUSKE",18,"NORDLAND",1841,"FAUSKE","Nord Norge DVH","Nord-Norge","fauske-fuossko",1841
"NORDLAND",1845,"SØRFOLD",18,"NORDLAND",1845,"SØRFOLD","Nord Norge DVH","Nord-Norge","sørfold",1845
"NORDLAND",1848,"STEIGEN",18,"NORDLAND",1848,"STEIGEN","Nord Norge DVH","Nord-Norge","steigen",1848
"NORDLAND",1849,"HAMARØY",18,"NORDLAND",1875,"HAMARØY","Nord Norge DVH","Nord-Norge","habmer-hamaroy",1875
"NORDLAND",1850,"TYSFJORD (DELES)",18,"NORDLAND",1806,"NARVIK","Nord Norge DVH","Nord-Norge","narvik",1806
"NORDLAND",1850,"TYSFJORD (DELES)",18,"NORDLAND",1875,"HAMARØY","Nord Norge DVH","Nord-Norge","habmer-hamaroy",1875
"NORDLAND",1851,"LØDINGEN",18,"NORDLAND",1851,"LØDINGEN","Nord Norge DVH","Nord-Norge","lødingen",1851
"NORDLAND",1852,"TJELDSUND",54,"TROMS OG FINNMARK",5412,"TJELDSUND","Nord Norge DVH","Nord-Norge","dielddanuorri-tjeldsund",5412
"NORDLAND",1853,"EVENES",18,"NORDLAND",1853,"EVENES","Nord Norge DVH","Nord-Norge","evenes",1853
"NORDLAND",1854,"BALLANGEN",18,"NORDLAND",1806,"NARVIK","Nord Norge DVH","Nord-Norge","narvik",1806
"NORDLAND",1856,"RØST",18,"NORDLAND",1856,"RØST","Nord Norge DVH","Nord-Norge","røst",1856
"NORDLAND",1857,"VÆRØY",18,"NORDLAND",1857,"VÆRØY","Nord Norge DVH","Nord-Norge","værøy",1857
"NORDLAND",1859,"FLAKSTAD",18,"NORDLAND",1859,"FLAKSTAD","Nord Norge DVH","Nord-Norge","flakstad",1859
"NORDLAND",1860,"VESTVÅGØY",18,"NORDLAND",1860,"VESTVÅGØY","Nord Norge DVH","Nord-Norge","vestvågøy",1860
"NORDLAND",1865,"VÅGAN",18,"NORDLAND",1865,"VÅGAN","Nord Norge DVH","Nord-Norge","vågan",1865
"NORDLAND",1866,"HADSEL",18,"NORDLAND",1866,"HADSEL","Nord Norge DVH","Nord-Norge","hadsel",1866
"NORDLAND",1867,"BØ",18,"NORDLAND",1867,"BØ","Nord Norge DVH","Nord-Norge","bø",1867
"NORDLAND",1868,"ØKSNES",18,"NORDLAND",1868,"ØKSNES","Nord Norge DVH","Nord-Norge","øksnes",1868
"NORDLAND",1870,"SORTLAND",18,"NORDLAND",1870,"SORTLAND","Nord Norge DVH","Nord-Norge","sortland-suorta",1870
"NORDLAND",1871,"ANDØY",18,"NORDLAND",1871,"ANDØY","Nord Norge DVH","Nord-Norge","andøy",1871
"NORDLAND",1874,"MOSKENES",18,"NORDLAND",1874,"MOSKENES","Nord Norge DVH","Nord-Norge","moskenes",1874
"TROMS",1902,"TROMSØ",54,"TROMS OG FINNMARK",5401,"TROMSØ","Nord Norge DVH","Nord-Norge","tromsø",5401
"TROMS",1903,"HARSTAD",54,"TROMS OG FINNMARK",5402,"HARSTAD","Nord Norge DVH","Nord-Norge","harstad-harsttak",5402
"TROMS",1911,"KVÆFJORD",54,"TROMS OG FINNMARK",5411,"KVÆFJORD","Nord Norge DVH","Nord-Norge","kvæfjord",5411
"TROMS",1913,"SKÅNLAND",54,"TROMS OG FINNMARK",5412,"TJELDSUND","Nord Norge DVH","Nord-Norge","dielddanuorri-tjeldsund",5412
"TROMS",1917,"IBESTAD",54,"TROMS OG FINNMARK",5413,"IBESTAD","Nord Norge DVH","Nord-Norge","ibestad",5413
"TROMS",1919,"GRATANGEN",54,"TROMS OG FINNMARK",5414,"GRATANGEN","Nord Norge DVH","Nord-Norge","gratangen",5414
"TROMS",1920,"LAVANGEN",54,"TROMS OG FINNMARK",5415,"LAVANGEN","Nord Norge DVH","Nord-Norge","loabak-lavangen",5415
"TROMS",1922,"BARDU",54,"TROMS OG FINNMARK",5416,"BARDU","Nord Norge DVH","Nord-Norge","bardu",5416
"TROMS",1923,"SALANGEN",54,"TROMS OG FINNMARK",5417,"SALANGEN","Nord Norge DVH","Nord-Norge","salangen",5417
"TROMS",1924,"MÅLSELV",54,"TROMS OG FINNMARK",5418,"MÅLSELV","Nord Norge DVH","Nord-Norge","målselv",5418
"TROMS",1925,"SØRREISA",54,"TROMS OG FINNMARK",5419,"SØRREISA","Nord Norge DVH","Nord-Norge","sørreisa",5419
"TROMS",1926,"DYRØY",54,"TROMS OG FINNMARK",5420,"DYRØY","Nord Norge DVH","Nord-Norge","dyrøy",5420
"TROMS",1927,"TRANØY",54,"TROMS OG FINNMARK",5421,"SENJA","Nord Norge DVH","Nord-Norge","senja",5421
"TROMS",1928,"TORSKEN",54,"TROMS OG FINNMARK",5421,"SENJA","Nord Norge DVH","Nord-Norge","senja",5421
"TROMS",1929,"BERG",54,"TROMS OG FINNMARK",5421,"SENJA","Nord Norge DVH","Nord-Norge","senja",5421
"TROMS",1931,"LENVIK",54,"TROMS OG FINNMARK",5421,"SENJA","Nord Norge DVH","Nord-Norge","senja",5421
"TROMS",1933,"BALSFJORD",54,"TROMS OG FINNMARK",5422,"BALSFJORD","Nord Norge DVH","Nord-Norge","balsfjord",5422
"TROMS",1936,"KARLSØY",54,"TROMS OG FINNMARK",5423,"KARLSØY","Nord Norge DVH","Nord-Norge","karlsøy",5423
"TROMS",1938,"LYNGEN",54,"TROMS OG FINNMARK",5424,"LYNGEN","Nord Norge DVH","Nord-Norge","lyngen",5424
"TROMS",1939,"STORFJORD",54,"TROMS OG FINNMARK",5425,"STORFJORD","Nord Norge DVH","Nord-Norge","storfjord-omasvuotna-omasvuono",5425
"TROMS",1940,"KÅFJORD",54,"TROMS OG FINNMARK",5426,"KÅFJORD","Nord Norge DVH","Nord-Norge","gaivuotna-kafjord-kaivuono",5426
"TROMS",1941,"SKJERVØY",54,"TROMS OG FINNMARK",5427,"SKJERVØY","Nord Norge DVH","Nord-Norge","skjervøy",5427
"TROMS",1942,"NORDREISA",54,"TROMS OG FINNMARK",5428,"NORDREISA","Nord Norge DVH","Nord-Norge","nordreisa-raisa-raisi",5428
"TROMS",1943,"KVÆNANGEN",54,"TROMS OG FINNMARK",5429,"KVÆNANGEN","Nord Norge DVH","Nord-Norge","kvænangen",5429
"FINNMARK",2002,"VARDØ",54,"TROMS OG FINNMARK",5404,"VARDØ","Nord Norge DVH","Nord-Norge","vardø",5404
"FINNMARK",2003,"VADSØ",54,"TROMS OG FINNMARK",5405,"VADSØ","Nord Norge DVH","Nord-Norge","vadsø",5405
"FINNMARK",2004,"HAMMERFEST",54,"TROMS OG FINNMARK",5406,"HAMMERFEST","Nord Norge DVH","Nord-Norge","hammerfest-hammerfeasta",5406
"FINNMARK",2011,"KAUTOKEINO",54,"TROMS OG FINNMARK",5430,"KAUTOKEINO","Nord Norge DVH","Nord-Norge","guovdageaidnu-kautokeino",5430
"FINNMARK",2012,"ALTA",54,"TROMS OG FINNMARK",5403,"ALTA","Nord Norge DVH","Nord-Norge","alta",5403
"FINNMARK",2014,"LOPPA",54,"TROMS OG FINNMARK",5432,"LOPPA","Nord Norge DVH","Nord-Norge","loppa",5432
"FINNMARK",2015,"HASVIK",54,"TROMS OG FINNMARK",5433,"HASVIK","Nord Norge DVH","Nord-Norge","hasvik",5433
"FINNMARK",2017,"KVALSUND",54,"TROMS OG FINNMARK",5406,"HAMMERFEST","Nord Norge DVH","Nord-Norge","hammerfest-hammerfeasta",5406
"FINNMARK",2018,"MÅSØY",54,"TROMS OG FINNMARK",5434,"MÅSØY","Nord Norge DVH","Nord-Norge","måsøy",5434
"FINNMARK",2019,"NORDKAPP",54,"TROMS OG FINNMARK",5435,"NORDKAPP","Nord Norge DVH","Nord-Norge","nordkapp",5435
"FINNMARK",2020,"PORSANGER",54,"TROMS OG FINNMARK",5436,"PORSANGER","Nord Norge DVH","Nord-Norge","porsanger-porsagu-porsanki",5436
"FINNMARK",2021,"KARASJOK",54,"TROMS OG FINNMARK",5437,"KARASJOK","Nord Norge DVH","Nord-Norge","karasjohka-karasjok",5437
"FINNMARK",2022,"LEBESBY",54,"TROMS OG FINNMARK",5438,"LEBESBY","Nord Norge DVH","Nord-Norge","lebesby",5438
"FINNMARK",2023,"GAMVIK",54,"TROMS OG FINNMARK",5439,"GAMVIK","Nord Norge DVH","Nord-Norge","gamvik",5439
"FINNMARK",2024,"BERLEVÅG",54,"TROMS OG FINNMARK",5440,"BERLEVÅG","Nord Norge DVH","Nord-Norge","berlevåg",5440
"FINNMARK",2025,"TANA",54,"TROMS OG FINNMARK",5441,"TANA","Nord Norge DVH","Nord-Norge","deatnu-tana",5441
"FINNMARK",2027,"NESSEBY",54,"TROMS OG FINNMARK",5442,"NESSEBY","Nord Norge DVH","Nord-Norge","unjarga-nesseby",5442
"FINNMARK",2028,"BÅTSFJORD",54,"TROMS OG FINNMARK",5443,"BÅTSFJORD","Nord Norge DVH","Nord-Norge","båtsfjord",5443
"FINNMARK",2030,"SØR-VARANGER",54,"TROMS OG FINNMARK",5444,"SØR-VARANGER","Nord Norge DVH","Nord-Norge","sør-varanger",5444
"TRØNDELAG",5001,"TRONDHEIM",50,"TRØNDELAG",5001,"TRONDHEIM","Midt Norge DVH","Midt-Norge","trondheim",5001
"TRØNDELAG",5004,"STEINKJER",50,"TRØNDELAG",5006,"STEINKJER","Midt Norge DVH","Midt-Norge","steinkjer",5006
"TRØNDELAG",5005,"NAMSOS",50,"TRØNDELAG",5007,"NAMSOS","Midt Norge DVH","Midt-Norge","namsos-naavmesjenjaelmie",5007
"TRØNDELAG",5011,"HEMNE",50,"TRØNDELAG",5055,"HEIM","Midt Norge DVH","Midt-Norge","heim",5055
"TRØNDELAG",5012,"SNILLFJORD (DELES)",50,"TRØNDELAG",5055,"HEIM","Midt Norge DVH","Midt-Norge","heim",5055
"TRØNDELAG",5012,"SNILLFJORD (DELES)",50,"TRØNDELAG",5056,"HITRA","Midt Norge DVH","Midt-Norge","hitra",5056
"TRØNDELAG",5012,"SNILLFJORD (DELES)",50,"TRØNDELAG",5059,"ORKLAND","Midt Norge DVH","Midt-Norge","orkland",5059
"TRØNDELAG",5013,"HITRA",50,"TRØNDELAG",5056,"HITRA","Midt Norge DVH","Midt-Norge","hitra",5056
"TRØNDELAG",5014,"FRØYA",50,"TRØNDELAG",5014,"FRØYA","Midt Norge DVH","Midt-Norge","frøya",5014
"TRØNDELAG",5015,"ØRLAND",50,"TRØNDELAG",5057,"ØRLAND","Midt Norge DVH","Midt-Norge","ørland",5057
"TRØNDELAG",5016,"AGDENES",50,"TRØNDELAG",5059,"ORKLAND","Midt Norge DVH","Midt-Norge","orkland",5059
"TRØNDELAG",5017,"BJUGN",50,"TRØNDELAG",5057,"ØRLAND","Midt Norge DVH","Midt-Norge","ørland",5057
"TRØNDELAG",5018,"ÅFJORD",50,"TRØNDELAG",5058,"ÅFJORD","Midt Norge DVH","Midt-Norge","åfjord",5058
"TRØNDELAG",5019,"ROAN",50,"TRØNDELAG",5058,"ÅFJORD","Midt Norge DVH","Midt-Norge","åfjord",5058
"TRØNDELAG",5020,"OSEN",50,"TRØNDELAG",5020,"OSEN","Midt Norge DVH","Midt-Norge","osen",5020
"TRØNDELAG",5021,"OPPDAL",50,"TRØNDELAG",5021,"OPPDAL","Midt Norge DVH","Midt-Norge","oppdal",5021
"TRØNDELAG",5022,"RENNEBU",50,"TRØNDELAG",5022,"RENNEBU","Midt Norge DVH","Midt-Norge","rennebu",5022
"TRØNDELAG",5023,"MELDAL",50,"TRØNDELAG",5059,"ORKLAND","Midt Norge DVH","Midt-Norge","orkland",5059
"TRØNDELAG",5024,"ORKDAL",50,"TRØNDELAG",5059,"ORKLAND","Midt Norge DVH","Midt-Norge","orkland",5059
"TRØNDELAG",5025,"RØROS",50,"TRØNDELAG",5025,"RØROS","Midt Norge DVH","Midt-Norge","røros",5025
"TRØNDELAG",5026,"HOLTÅLEN",50,"TRØNDELAG",5026,"HOLTÅLEN","Midt Norge DVH","Midt-Norge","holtålen",5026
"TRØNDELAG",5027,"MIDTRE GAULDAL",50,"TRØNDELAG",5027,"MIDTRE GAULDAL","Midt Norge DVH","Midt-Norge","midtre gauldal",5027
"TRØNDELAG",5028,"MELHUS",50,"TRØNDELAG",5028,"MELHUS","Midt Norge DVH","Midt-Norge","melhus",5028
