"Aktie","ticker"
"Cloudflare","net"
"Goodfood","food"
"LivePerson","lpsn"
"Carvana","cvna"
"Sea_limited","se"
"Gravity","grvy"
"Marley_Spoon","mmm"
"Kahoot","khotf"
"Delivery_hero","dher"
"Snowflake","snow"
