"Aktie","ticker"
"Materials","XLB"
"Healt_care","XLV"
"Consumer_staples","XLP"
"Consumer_discretionary","XLY"
"Energy","XLE"
"Finance","XLF"
"Industrial","XLI"
"Technology","XLK"
"Utilities","XLU"
"Real_estate","XLRE"
"Communicatinos","XLC"
