0;1
59.92569;10.76531
59.87718;10.76058
59.90739;10.78254
59.92666;10.73607
59.92828;10.76373
59.91158;10.7254
59.9312;10.79405
59.91763;10.74605
59.96693;10.76845
59.91718;10.69994
59.92415;10.76681
59.91403;10.75682
59.93406;10.72739
59.9073;10.79751
59.93571;10.7218
59.90118;10.78546
59.91808;10.74145
59.9282;10.7273
59.91577;10.76506
59.91325;10.78069
59.92009;10.69117
59.91227;10.76497
59.90998;10.76636
59.91898;10.73613
59.91713;10.71708
59.92092;10.74633
59.92556;10.75965
59.91227;10.77737
59.92327;10.68135
59.92163;10.78452
59.92249;10.7819
59.93769;10.71852
59.92216;10.7357
59.91639;10.79591
59.87201;10.80535
59.89717;10.78728
59.94121;10.72133
59.91872;10.76248
59.92354;10.73682
59.9241;10.72557
59.9035;10.77445
59.91594;10.70384
59.92755;10.76289
59.93843;10.75583
59.9322;10.74366
59.9228;10.69305
59.91476;10.76446
59.92051;10.68094
59.91803;10.76497
59.95185;10.81962
59.94499;10.81158
59.93697;10.67498
59.93255;10.71514
59.92242;10.75974
59.93259;10.75943
59.93304;10.74459
59.88118;10.78681
59.89721;10.81261
59.91139;10.77662
59.92598;10.77827
59.93568;10.77531
59.92421;10.77347
59.92344;10.71645
59.94904;10.71937
59.9141;10.77003
59.9437;10.81061
59.90464;10.78652
59.93358;10.82853
59.9492;10.76804
59.93479;10.71759
59.92061;10.75647
59.93848;10.72442
59.83827;10.78478
59.87486;10.81736
59.92676;10.67679
59.94401;10.7039
59.91032;10.74928
59.91295;10.81111
59.93401;10.78065
59.94269;10.7208
59.90772;10.78875
59.94557;10.78238
59.92297;10.71066
59.93118;10.76898
59.93165;10.73901
59.93614;10.73681
59.9475;10.7695
59.92461;10.75098
59.94236;10.654927
59.91339;10.74248
59.87349;10.8117
59.90994;10.72094
59.90492;10.79885
59.92117;10.73733
59.92982;10.77436
59.94193;10.75772
59.91832;10.76528
59.90988;10.72188
59.9108;10.70557
59.91465;10.79871
59.91434;10.72922
59.90392;10.73871
59.93068;10.75296
59.93875;10.75056
59.92024;10.78485
59.9339;10.76166
59.92074;10.7513
59.93968;10.79359
59.92107;10.67809
59.91378;10.8017
59.91319;10.79942
59.94363;10.76195
59.93347;10.76076
59.94676;10.71736
59.92474;10.74454
59.92737;10.81452
59.92914;10.81897
59.93704;10.76848
59.90994;10.74909
59.91945;10.74952
59.91928;10.71118
59.9198;10.73373
59.91481;10.75364
59.92178;10.70416
59.96675;10.73182
59.90754;10.76871
59.91428;10.71961
59.93222;10.72454
59.91454;10.80248
59.90643;10.79473
59.90009;10.7915
59.91937;10.81321
59.92644;10.75598
59.92421;10.75615
59.94875;10.73207
59.89829;10.67482
59.91604;10.7593
59.91798;10.73605
59.8347;10.77494
59.92011;10.70113
59.92143;10.72523
59.91329;10.78396
59.92044;10.80604
59.91568;10.71027
59.91397;10.76191
59.9408;10.79926
59.92308;10.73293
59.90242;10.75423
59.92764;10.75108
59.91815;10.73982
59.9122;10.77012
59.92454;10.72457
59.94813;10.73321
59.92008;10.70661
59.86657;10.81222
59.92457;10.72317
59.93647;10.82698
59.92054;10.82887
59.91709;10.75755
59.92734;10.76693
59.92052;10.68364
59.93164;10.79207
59.91037;10.72454
59.91679;10.75079
59.92681;10.76911
59.92841;10.80392
59.91296;10.75218
59.91352;10.72825
59.91786;10.73381
59.94855;10.72508
59.92019;10.68745
59.94749;10.76727
59.93844;10.76847
59.92157;10.71901
59.94281;10.77524
59.96612;10.78365
59.91321;10.72935
59.93707;10.70346
59.93642;10.70766
59.91375;10.77424
59.93447;10.70306
59.92126;10.72798
59.90902;10.74018
59.91913;10.75852
59.90254;10.77179
59.90364;10.82152
59.91529;10.7136
59.89888;10.7845
59.91175;10.76154
