59.94396;10.75918
59.9322;10.78233
59.84844;10.80304
59.93485;10.75985
59.94175;10.81196
59.93913;10.77694
59.93336;10.74688
59.90907;10.7373
59.92771;10.77031
59.92848;10.75043
59.91571;10.74248
59.92473;10.81018
59.91923;10.76184
59.91379;10.73308
59.91328;10.82376
59.91266;10.75622
59.94299;10.75581
59.94243;10.76148
59.94223;10.70349
59.92731;10.72019
59.95407;10.77044
59.93305;10.75315
59.91209;10.75484
59.91196;10.76202
59.94299;10.72775
59.91455;10.78126
59.92339;10.7838
59.9326;10.7871
59.89316;10.81105
59.95078;10.82375
59.91242;10.78178
59.94392;10.82639
59.93085;10.82448
59.91198;10.70683
59.91143;10.82148
59.9225;10.71584
59.93156;10.74026
59.93129;10.71712
59.93243;10.73259
59.93959;10.72705
59.93948;10.75497
59.9471;10.77364
59.91336;10.72212
59.91475;10.71259
59.92131;10.72178
59.94239;10.76291
59.91358;10.71641
59.94246;10.71751
59.92854;10.64718
59.93186;10.76387
59.93115;10.73407
59.8749;10.81093
59.92631;10.72069
59.96587;10.781
59.92883;10.70671
59.91382;10.73874
59.87753;10.81667
59.91467;10.7903
59.91851;10.77435
59.92937;10.71812
59.92572;10.71487
59.93578;10.76444
59.88014;10.77358
59.91119;10.73699
59.92926;10.71083
59.94107;10.77671
59.9461;10.72431
59.91168;10.70937
59.94001;10.82784
59.91918;10.6929
59.92343;10.70122
59.94607;10.76105
59.93496;10.76655
59.930949;10.661173
59.91898;10.71845
59.90265;10.77104
59.91436;10.73136
59.92874;10.75789
59.94838;10.72313
59.91479;10.77185
59.892336;10.805119
59.92113;10.67675
59.92661;10.73394
59.91928;10.81691
59.9339;10.82925
59.945427;10.761983
59.96265;10.73778
59.92338;10.75169
59.88979;10.77765
59.97809;10.68066
59.9408;10.82523
59.95492;10.78607
59.93127;10.72027
59.94374;10.73349
59.92988;10.77663
59.90756;10.81848
59.92955;10.76551
59.86783;10.81612
59.91382;10.73874
59.9214;10.70382
59.92573;10.71433
59.91893;10.74768
59.92871;10.75004
59.94375;10.77097
59.93649;10.75492
59.91062;10.80323
59.93303;10.76187
59.91869;10.71503
59.92543;10.76803
59.93577;10.76794
59.87954;10.82004
59.92117;10.73107
59.92254;10.79804
59.96188;10.78963
59.92866;10.72317
59.91288;10.78861
59.92975;10.73514
59.93197;10.73048
59.90731;10.78293
59.91039;10.7894
59.95324;10.71562
59.93474;10.75211
59.92777;10.72614
59.91382;10.73874
59.92676;10.77495
59.92195;10.76385
59.95005;10.65878
59.94097;10.78621
59.94176;10.80939
59.94811;10.77176
59.92205;10.67504
59.90741;10.74406
59.94625;10.77653
59.91501;10.82592
59.91169;10.81115
59.89923;10.81796
59.90716;10.77007
59.93403;10.72561
59.90023;10.80571
59.91315;10.79628
59.93064;10.75974
59.92717;10.7562
59.94197;10.80913
59.92174;10.67641
59.90106;10.78737
59.91674;10.7478
59.92767;10.80986
