"Klokkeslaet","01_Bibliotek_(gnt_af_51_stk)","02_Doegninstitioner__(gnt_af_50_stk)","03_Daginstitutioner_(gnt_af_160_stk)","04_Folkeskoler_(gnt_af_582_stk)","05_Forsyningsanlaeg_(gnt_af_174_stk)","06_Camping_(Hytter/Telte)","07_Vandvaerk","08_Handel/service_(gnt_af_17_stk)","09_Hospitaler_(gnt_af_32_stk)","10_Hoteller_(gnt_af_7_stk)","11_Hustand_","12_Hustand_","13_Hustand_","14_Boligforening","15_Internatskoler/kursuscentre_(gnt_af_39_stk)","16_IT-Service_(gnt_af_21_stk)","17_Kontorer/administration_(gnt_af_322_stk)","18_Laboratorier_(gnt_af_11_stk)","19_Landmand_Kvaeg_og_maelk","20_Museér,_udstillinger_m_v_(gnt_af_23_stk)","21_Plejehjem_(gnt_af_229_stk)","22_Produktioner_(gnt_af_36_stk)","23_Restauranter_(gnt_af_8_stk)","24_Serverrum_(gnt_af_14_stk)","25_Sportsanlaeg_(gnt_af_135_stk)","26_Supermarkeder_(gnt_af_55_stk)","27_Togstationer_(gnt_af_67_stk)","28_Videregående_uddinstitutioner_(gnt_af_62_stk)","29_Voksenundervisning_(gnt_af_12_stk)","30_Vaerksteder_(gnt_af_23_stk)"
"2020-01-25 21:00",95.15,123.43,102.72,122.86,139.32,10.05,319,70.65,396.5,31.81,52.15,1.99,"",12,81.71,273.65,36.62,101.55,43,29.02,22.68,82.48,17.84,113.55,50.32,56.9,19.68,229.3,19.45,33.81
"2020-01-25 22:00",84.8,111.11,89.83,110.6,133.79,15.7,204.92,69.68,375.89,27.03,50.73,1.47,"",12,72.32,270.93,34.57,99.42,41.3,24.89,20.14,88.9,13.7,113.81,36.13,52.41,18.94,219.89,13.41,33.11
"2020-01-25 23:00",77.34,98.35,85.57,97.89,130.23,6.52,154.16,68.45,356.39,23.64,48.91,1.19,"",12,65.43,267.58,33.41,99.44,36.2,23.6,18.51,80.41,10.78,113.66,26.83,53.36,17.9,212.76,12.58,32.16
"2020-01-26 00:00",74.23,94.97,81.88,94.54,127.62,5.74,141.12,68.71,347.8,19.79,42.94,1.15,"",12,54.95,265.66,32.69,99.38,31.5,23.17,17.71,70.06,8.31,113.84,23.89,56.08,18.3,211.54,12.4,35.29
"2020-01-26 01:00",73.85,90.9,80.47,90.48,126.99,5.82,169.48,67.21,340.25,17.98,35.85,1.17,"",13,51.8,265.82,32.69,98.58,35.4,22.79,17.4,73.18,7.23,113.96,23.2,63.25,17.22,209.15,13.26,35.37
"2020-01-26 02:00",71.73,88.6,78.92,88.19,125.83,6.43,222.88,67.43,337.16,16.52,33.42,1.56,"",12,51.19,265.74,32.57,98.84,36.5,22.41,16.8,77.33,7.49,114.4,23.04,67.42,13.84,208.79,12.61,35.06
"2020-01-26 03:00",74.42,86.77,82.53,86.37,122.86,6.54,156.84,66.03,336.02,16.7,33.89,1.75,"",12,48.31,267.39,32.89,99.28,35.8,23.02,16.89,71.98,7.92,113.56,22.82,75.24,14.2,207.58,13.09,36.83
"2020-01-26 04:00",86.4,85.72,86.08,85.33,124.05,6.21,139.96,64.22,341.48,16.71,35.44,1.77,"",13,51.12,268.42,34.58,99.86,36.2,22.46,16.75,81.14,8.64,113.54,23.52,75.22,17.51,213.47,13.42,36.3
"2020-01-26 05:00",106.93,90.97,103.2,90.55,124.85,7.25,140.08,67.45,388.9,20.16,45.99,1.8,"",12,58.63,279.5,38.76,100.51,42.3,23.18,19.25,92.89,16.48,113.81,27.88,75.41,20.39,229.53,15.78,39.15
"2020-01-26 06:00",127.28,116.99,154.66,116.45,133.52,7.02,231.6,78,501.93,32.47,48.54,1.75,"",14,74.71,303.06,49.94,110.06,48.6,28.65,28.84,99.03,12.74,113.76,37.85,86.25,20.75,261.41,23.16,49.71
"2020-01-26 07:00",151.72,170.61,210.59,169.83,145.52,7.03,311.44,98.1,632.01,39.81,55.08,1.83,"",17,94.15,334.58,67.7,120.17,46,37.53,44.32,99.85,18.78,114.32,43.67,98.7,20.34,310.73,40.68,64.58
"2020-01-26 08:00",185.48,193.76,260.64,192.87,149.18,7.28,271.84,102.27,702.01,41.8,59.4,1.81,"",24,107.97,367.29,82.12,113.7,41.4,53.36,46.94,114.17,18.83,115.28,49.13,100.02,16.66,353.45,53.84,75.1
"2020-01-26 09:00",202.21,204.66,277.38,203.72,149.07,6.99,308.24,100.15,701.9,41.64,49.97,1.5,"",24,114.26,374.6,86.5,124.55,39.5,60.66,49.5,115.02,24.96,115.25,52.24,98.84,14.1,379.5,57.05,76.18
"2020-01-26 10:00",207.8,213.73,282.41,212.75,147.27,12.51,240.6,101.96,707.78,40.49,53.3,1.14,"",24,113.73,376.1,88.01,150.78,33.8,69.1,53.94,124.37,29.5,116.18,52.62,95.95,15.04,390.01,59.06,84.18
"2020-01-26 11:00",206.43,212.31,273.94,211.34,143.35,11.59,154.36,110.9,695.81,49.06,56.06,2.27,"",24,114.38,374.14,86.96,152.75,30.2,70.69,49.54,122.53,23.79,117.05,51.06,94.39,14.76,390.97,58.57,81.59
"2020-01-26 12:00",207.23,196.71,275.65,195.81,142.34,15.56,182.56,112.42,695.2,43.75,53.4,0.26,"",24,109.32,375.63,86.75,148.97,29.8,71.88,45.55,114.05,23.82,117.98,49.63,92.94,14.11,389.26,56.45,73.76
"2020-01-26 13:00",208.71,185.55,243.04,184.7,141.36,7.09,323.84,108.27,688.9,43.16,46.23,0.16,"",24,107.77,373.99,83.34,151.74,30.3,72.7,43.04,111.85,22.96,117.96,50.93,93.11,14.33,384.2,52.23,79.23
"2020-01-26 14:00",205.77,167.97,219.93,167.2,142.11,6.37,211.24,105.55,647.84,41.71,46.01,0.12,"",24,106.56,366.07,78.86,144.83,29.1,72.38,33.08,108.64,21.95,117.79,52.42,90.87,14.22,367.97,45.52,69.3
"2020-01-26 15:00",199.5,145.45,199.68,144.78,139.67,6.62,206.32,97.06,575.67,42.31,43.35,0.26,"",22,106.51,355.31,72.41,135.93,38,69.53,28.66,118.27,31.28,116.92,55.99,88.75,14.42,342.76,34.57,54.37
"2020-01-26 16:00",191.17,141.89,171.11,141.24,142.1,7.39,245.68,88.13,520.75,43.29,51.19,0.66,"",19,103.77,337.63,64.49,122.16,50.4,58.03,28.24,109.64,20.38,115.57,61.77,87.47,17.51,309.6,28.78,49.36
"2020-01-26 17:00",182.11,151.81,143.57,151.11,142.97,14.69,277.72,81.75,485.54,45.22,69.88,1.97,"",13,98.38,313.71,54.98,112.87,48.9,45.8,26.68,91.26,18.78,115.53,66.96,86.28,20.25,281.45,25.95,50.02
"2020-01-26 18:00",154.61,141.88,127.19,141.23,141.44,9.24,177.48,78.92,456.26,44.51,73.6,1.24,"",13,93.07,295.7,45.52,105.05,47.3,38.59,27.18,89.55,21.55,115.16,68.62,84.87,19.74,259.35,25.71,46.8
"2020-01-26 19:00",122.2,139.95,123.55,139.31,140.14,11.97,205.76,76.05,433.01,42.73,76.38,1.19,"",16,88.29,288.6,41.22,102.44,41.7,36.81,25.52,78.47,21.63,115.75,67.61,82.76,19.81,247.93,24.47,45.08
"2020-01-26 20:00",109.05,129.32,115.34,128.73,142.64,10.12,329.12,71.89,409.46,37.06,68.03,1.2,"",17,83.44,280.66,38.89,101.46,42.4,34.86,23.59,78.62,21.54,115.74,62.62,66.49,19.36,239.15,22.34,40.89
"2020-01-26 21:00",93.94,120.78,101.29,120.22,134.2,7.34,249.6,70.52,392.04,34.56,63.02,1.14,"",11,77.71,276.97,36.72,101.56,40.5,32.99,22.77,87.76,18.74,115.14,52.59,56.08,19.1,230.76,18.88,40.52
"2020-01-26 22:00",87.83,108.19,92.76,107.69,132.54,7.38,261.4,69.7,371.39,29.01,59.15,1.49,"",12,70.91,273.08,34.99,100.11,39.7,31.89,19.92,91.58,15.75,115.43,37.96,52.27,18.91,221.51,14.64,39.77
"2020-01-26 23:00",82.48,96.95,86.43,96.5,132.65,7.28,215.04,68.45,352.15,22.82,55.5,1.34,"",12,65.92,270.17,33.83,99.36,32.6,30.1,18.15,79.34,11.5,115.01,28,53.3,18.35,215.03,14.17,38.51
"2020-01-27 00:00",77.62,95.56,83.56,95.12,131.76,6.26,139.72,65.93,345.47,20.77,49.98,1.2,"",12,62.75,268.98,32.85,98.42,32.1,29.32,17.66,70.74,8.43,115.03,24.15,55.71,18.03,211.29,12.5,38.52
"2020-01-27 01:00",73.87,90.36,81.12,89.94,126.2,5.65,131.16,68.28,337.48,18.93,44.41,1.1,"",12,52.47,268.13,32.7,99.25,31.3,24.4,17.13,76.09,7.25,115.08,23.33,61.21,17.3,209.25,12.54,37.27
"2020-01-27 02:00",73.75,86.81,80.25,86.41,124.12,6.23,131.88,64.52,335.04,17.91,44.91,1.06,"",11,51.7,269.49,32.72,98.69,26.9,24.21,16.77,80.3,7.03,114.53,22.59,67.99,14,208.1,12,39.24
"2020-01-27 03:00",77.28,85.1,83.96,84.71,121.46,7.12,147.84,61.88,333.18,17.81,45.95,1.12,"",12,51.04,269.72,33.19,99.14,28.3,23.28,16.55,72.58,6.96,114.73,22.17,73.22,14.38,208.47,12.79,39.65
"2020-01-27 04:00",89.3,85.45,90.54,85.06,123.63,6.01,185.8,63.39,340.34,16.68,42.23,1.31,"",12,53.84,270.03,34.66,100.36,29.9,22.89,16.9,86.3,7.88,114.91,23.18,75.4,18.02,213.49,12.56,37.57
"2020-01-27 05:00",103.43,92.3,103.98,91.88,125.78,6.68,205.04,66.62,387.75,21.46,46.59,1.51,"",13,59.29,280.28,39.36,101.66,36.8,25.07,19.15,90.24,9.24,114.82,27.71,78.81,20.7,229.44,15.52,39.29
"2020-01-27 06:00",125.19,116.35,155.48,115.82,131.35,6.87,153.76,78.26,495.41,30.86,50.01,1.58,"",14,79.56,303.35,50.73,109.39,43.1,30.52,28.56,94.63,10.84,114.72,37.97,90.01,21.7,258.91,23.09,51.51
"2020-01-27 07:00",152.82,165.29,207.85,164.53,142.76,7.7,293.64,97.02,615.11,45.31,54.55,2.52,"",16,97.42,334.86,67.29,121.88,50.9,36.24,42.95,99.66,14.56,114.58,43.83,101.93,21.51,308.67,39.76,66.5
"2020-01-27 08:00",189.12,197.96,255.94,197.05,147.65,6.93,210.84,108.89,687.73,43.49,58.04,1.98,"",23,110.31,368.43,81.6,140.64,47.6,51.02,46.22,108.83,20.06,115.82,49.38,102.35,18.89,353.54,54.13,80.17
"2020-01-27 09:00",205.38,206.86,271.79,205.91,146.73,6.74,222.44,106.98,698.9,41.36,55.28,1.86,"",24,114.58,378.55,85.76,149.68,49.6,61.25,49.34,114,21.31,117.34,50.57,99.76,16,375.97,55.96,75.48
"2020-01-27 10:00",211.2,216.28,297.88,215.29,147.12,7.14,191.36,103.93,710.97,42.79,60.79,1.78,"",23,119.95,377.65,87.73,153.94,43,66.82,53.73,118.7,24.01,117.19,52.03,98.61,16.38,388.61,57.14,82.47
"2020-01-27 11:00",211.49,214.01,287.13,213.03,146.58,7,133.36,108.95,698.51,47.22,59.55,1.85,"",24,119.56,376.9,85.9,155.27,36.7,69.73,49.18,119.15,21.47,117.66,51.55,97.05,16.41,384.65,53.78,75.55
"2020-01-27 12:00",212,189.57,270.46,188.7,145.79,6.7,211.2,107.47,677.73,45.12,62.25,1.81,"",21,115.53,378.53,83.5,150.22,38.1,70.79,43.45,113,24.37,117.08,50.36,93.59,15.67,378.91,47.54,72.93
"2020-01-27 13:00",210.41,171.86,227.56,171.07,146.56,6.58,335.28,101.64,670.78,42.81,52.42,1.84,"",19,113.76,373.44,77.52,149.3,34.2,71.55,39.94,104.91,21.73,117.6,51.3,92.94,15.25,368.37,38.97,69.64
"2020-01-27 14:00",203.75,145.53,202.25,144.86,141.14,6.59,213.96,91.04,603.46,40.67,59.22,1.84,"",19,108.79,363.26,67.35,142.63,36,69.53,30.39,100.42,19.1,116.95,53.63,92.83,15.6,347.56,29.12,55.83
"2020-01-27 15:00",194.12,131.65,171.48,131.04,135.24,7.36,193.2,86.45,535.96,41.07,65.67,1.76,"",15,102.52,347.48,57.32,129.03,31.4,66.43,27.05,100.01,18.28,116.61,56.84,90.58,15.56,317.98,20.63,47.36
"2020-01-27 16:00",180.74,135.73,133.02,135.1,141.35,8.26,260.68,83.93,497.66,41.78,70.94,1.83,"",13,98.96,325.47,49.46,119.69,54.4,56.52,27.45,96.48,18.18,116.05,62.32,89.34,17.59,289.11,17.43,44.35
"2020-01-27 17:00",150.15,142.96,120.55,142.3,138.54,7.88,338.4,78.42,460.8,46,89.21,1.71,"",15,96.03,305.39,43.83,110.39,48.4,41.82,26.73,92,19.03,114.55,62.03,87.4,20.01,265.26,14.42,42.58
"2020-01-27 18:00",121.99,139.84,110.96,139.2,137.37,9.23,228.04,77.28,436.38,47.58,85.47,1.83,"",13,90.6,290.41,39.37,105.1,44.7,31.77,27.06,93.13,21.41,114.92,59.58,85.65,19.78,246.41,14.61,42.29
"2020-01-27 19:00",107.68,134.33,105.14,133.72,135.4,8.55,202.48,75.19,415.91,46.21,67.23,1.97,"",13,87.79,283.88,37.44,103.85,40.7,29.6,25.57,83.55,21,114.93,55.12,82.71,19.69,237.07,13.88,38.71
"2020-01-27 20:00",97.48,121.48,99.99,120.93,133.39,7.97,217.4,69.99,396.54,42.01,59.93,1.3,"",13,70.64,276.37,36.17,102.04,39.7,28.21,23.49,81.27,22.12,115.12,49.98,65.88,19.19,228.06,12.67,41.48
"2020-01-27 21:00",88.41,118.77,95,118.23,131.05,7.82,272.72,70.31,386.18,38.88,64.86,2.27,"",14,64.66,273.92,35.06,100.43,39.7,26.96,22.52,83.88,20.63,115.11,41.23,56.28,19.39,223.62,12.6,39.01
"2020-01-27 22:00",79.01,108.04,91.41,107.55,127.57,7.52,138.84,69.45,364.9,33.19,57.94,1.23,"",14,61.3,270.93,34.08,100.63,41,26.13,19.78,80.93,19.36,111.35,33.07,53.32,18.14,216.62,12,40.58
"2020-01-27 23:00",75.33,97.2,86.69,96.75,125.67,6.56,139.72,65.36,345.19,27.75,52.1,0.91,"",13,57.57,268.22,33.11,99.65,31.8,24.66,18.31,78.4,15.24,117.69,27.85,54.34,18.03,210.79,11.96,36.85
"2020-01-28 00:00",71.07,91.51,84.62,91.09,123.95,6.98,191.04,65.27,337.66,23.53,47.99,0.81,"",13,49.71,266.54,32.37,99.91,31.1,24.05,17.66,72.49,9.33,115.64,25.2,55.13,17.45,207.38,11.69,37.64
"2020-01-28 01:00",70.4,89.28,83.2,88.87,122.02,6.41,232.24,63.31,332.81,21.68,42.28,0.78,"",13,48.19,266.09,32.27,98.68,27.2,23.15,17.08,81.73,7.4,114.73,24.31,61.65,17.49,205.4,11.85,33.15
"2020-01-28 02:00",68.22,86.65,83.7,86.25,119.47,5.87,173.76,60.44,330.77,21.37,37.96,0.95,"",14,45.81,266.57,32.07,99.69,27.1,23.6,16.77,84.22,7.11,114.68,23.92,70.57,17.44,202.59,11.15,36.94
"2020-01-28 03:00",71.32,86.56,82.74,86.16,115.22,5.29,150.92,62.75,326.41,19.68,40.85,1.1,"",13,44.89,266.92,31.85,99.28,28.3,23.16,16.47,80.76,7.19,114.61,23.87,72.39,18.32,201.23,11.78,40.84
"2020-01-28 04:00",72.85,84.06,82.91,83.67,116.84,6.04,138.44,60.8,331.26,19.47,41.8,1.17,"",14,47.47,265.7,31.82,99.74,27.3,22.37,16.7,83.4,8.03,114.75,23.81,72.4,18.63,201.84,11.69,37.95
"2020-01-28 05:00",75.71,86.6,85.02,86.2,115.92,6.82,139.48,62.47,352.27,22.31,41.48,1.44,"",13,52.2,266.02,32.25,99.81,35.6,22.86,17.76,67.13,8.73,114.27,24.58,73.38,19.42,203.85,11.79,37.73
"2020-01-28 06:00",83.62,95.56,92.87,95.12,114.9,7.54,77.48,63.88,405.75,27.63,46.48,1.5,"",13,56.16,269.23,33.09,101.03,41.7,25.96,23.08,72.45,8.98,113.94,28.24,82.99,19.74,208.57,12.22,35.57
"2020-01-28 07:00",91.25,109.67,102.14,109.17,120.26,7.16,228.76,63.48,425.29,42.6,44.86,1.63,"",13,61.66,270.13,34.29,100.18,45.6,29.04,28.66,78.6,8.67,113.92,39.27,94.79,19.8,214.6,12.94,34.87
"2020-01-28 08:00",120.12,111.98,104.85,111.46,122.78,7.01,149.48,64.47,442.8,39.19,61.09,1.68,"",13,73.89,271.79,34.33,100.62,42.5,33.32,28.36,78.91,9.26,113.13,50.19,94.66,16.29,218.24,12.25,33.89
"2020-01-28 09:00",153.17,119.57,109.4,119.02,126.27,6.79,201.88,61.21,446.82,40.61,69.26,2.37,"",13,82.8,271.49,34.46,100.2,39.7,44.31,31.44,77.63,13.85,113.61,56.45,90.79,14.66,221.1,12.65,33.12
"2020-01-28 10:00",164.75,129.25,116.11,128.66,130.94,6.68,225.84,62.97,449.92,44.81,66.27,2.68,"",12,84.96,272.13,35.11,99.79,31.6,55.85,34.12,72.98,23.19,113.87,59.6,89.62,14.66,223.9,12.44,37.87
"2020-01-28 11:00",168.14,131.13,111.28,130.53,132.07,6.38,152.4,62.97,447.03,45.12,73.2,1.22,"",13,84.99,273.35,35.34,99.73,32.2,60.49,31.53,75.58,17.54,113.68,61.57,88.61,14.3,227.94,12.03,39.51
"2020-01-28 12:00",168.1,128.39,108.32,127.8,134.47,6.47,259.2,60.85,443.35,40.27,76.5,1.18,"",12,85.64,272.92,35.19,100.62,29.6,62.42,30.02,74.87,17.44,113.78,61.84,87.46,14.81,230.6,11.78,40.9
"2020-01-28 13:00",162.59,130,99.73,129.4,133.77,5.89,240.32,62.91,437.09,38.91,62.37,1.18,"",13,85.76,272.85,35.05,101.42,26.7,63.05,28.96,73.82,18.11,113.3,61.93,86.86,14.83,231.73,11.05,40.3
"2020-01-28 14:00",113.47,116.03,92.8,115.5,133.04,5.59,160.52,61.25,416.61,41.35,60.3,1.16,"",13,86.73,272.82,34.49,99.13,36.4,63.52,23.64,72.28,18.28,113.3,60.1,85.26,15.45,230.29,11.21,42.18
"2020-01-28 15:00",95.84,116.78,89.69,116.25,133.42,6.58,266.2,60.6,410.22,39.26,63.26,1.52,"",12,85.78,272.2,34.43,100.21,36,63.98,23.92,72.36,18.38,113.29,57.69,84.8,15.2,228.26,11.08,43.41
"2020-01-28 16:00",91.35,127.32,92.95,126.73,134.62,7.21,340.2,62.72,413.47,39.97,61.13,1.53,"",13,88.47,268.41,34.87,100.81,40.1,58.11,26.12,73.05,17.34,113.38,54.3,83.17,18.1,226.82,11.45,42.45
"2020-01-28 17:00",82.64,143.29,97.96,142.63,136.78,7.75,379.56,63.13,405,45.36,79.78,1.66,"",13,91.06,268.38,34.36,100.54,52.8,37.07,25.43,78.13,19.73,113.18,49.04,79.67,20.37,224.61,11.46,45.14
"2020-01-28 18:00",81.56,137.5,98.69,136.87,134.83,7.8,257.48,62.96,397.52,43.67,78.3,1.67,"",13,85.07,268.12,34,98.75,48.1,29.7,25.88,71.84,19.3,113.31,42.97,65.76,20.08,222.54,11.91,41.13
"2020-01-28 19:00",81.6,134.12,96.98,133.5,137.93,7.58,213.88,62.68,385.72,44.92,72.66,1.75,"",13,79.32,266.39,33.83,100.13,41.8,25.6,24.87,93.14,20.49,113.8,39.07,54.43,20.3,219.63,12.16,40.25
"2020-01-28 20:00",80.85,122.99,94.32,122.43,136.47,7.57,243.64,63.68,373.06,41.98,64.13,2.67,"",13,75.72,266.62,33.5,100.48,41.1,24.98,22.86,91.96,21.69,113.83,35.67,47.51,20.08,215.85,12.22,40.04
"2020-01-28 21:00",77.75,115.08,91.55,114.55,132.37,8.03,245.16,61.39,370.87,37.84,57.43,1.73,"",13,73.18,265.76,33.2,99.05,37.1,25.04,22.21,80.62,20.09,113.91,32.88,46.02,19.59,214,12.35,41.12
"2020-01-28 22:00",75.93,105.5,87.96,105.02,129.2,7.45,159.36,63.2,357.46,32.55,59.06,1.34,"",13,70.31,264.38,32.77,98.61,38.5,24.27,19.87,68.04,17.92,114.25,29.02,43.56,18.98,209.64,12.09,40.21
"2020-01-28 23:00",69.47,97.91,86.3,97.45,124.66,7.37,139.2,63.66,341.84,28.88,59.79,1.09,"",13,67,263.44,32.43,97.88,31.7,22.88,18.21,77.48,13.46,114.6,26.47,45.63,19.22,205.87,11.79,39.24
"2020-01-29 00:00",66.38,91.06,83.62,90.64,127.21,7.16,139.64,60.23,333.84,26.39,53.79,0.88,"",14,64,263.16,31.86,99.35,32,23.77,17.44,83.95,9.27,114.42,24.89,47.26,18.17,203.45,11.92,39.8
"2020-01-29 01:00",65.62,89.39,83.01,88.98,125.23,7.07,181.16,61.69,327.05,22.88,47.01,1,"",13,61.64,262.38,31.69,98.56,29.8,23.51,17,72.51,7.35,114.39,24.19,51.3,18.84,201.23,12.09,38.69
"2020-01-29 02:00",65.5,86.14,82.71,85.75,121.34,5.78,185.64,64.71,328.07,21.16,38.92,1.17,"",13,60.1,262.74,31.79,98.32,32.7,23.21,16.76,63.82,7.08,113.88,24.09,55.25,18.62,199.09,11.73,39.92
"2020-01-29 03:00",67.61,88.82,83.78,88.41,121.79,6.01,154.88,65.51,328.46,18.84,40.56,1.15,"",14,59.81,262.93,31.83,99.67,30.7,23.85,16.46,64.42,7.01,113.99,23.63,62.72,19.07,197.82,11.86,38.97
"2020-01-29 04:00",67.37,83.72,82.42,83.33,121.63,6.88,164.12,61.88,330.12,17.71,42.75,1.4,"",13,62.5,261.98,31.91,99.82,28.7,22.85,16.52,65.24,7.44,113.68,23.61,65.2,18.95,197.61,11.84,38.94
"2020-01-29 05:00",68.7,86.79,85.08,86.39,118.42,6.6,126.64,63.97,345.93,19.71,41.91,1.41,"",13,64.8,261.91,32.29,98.65,38.2,23.35,17.8,67.35,8.61,113.61,24.48,67.36,19.49,200.64,11.71,40.13
"2020-01-29 06:00",71.67,94.29,92.87,93.86,120.13,6.35,82.68,66.23,388.2,23.99,45,1.6,"",13,67.25,264.56,32.98,98.4,45.5,26.31,22.93,70.02,8.5,113.63,26.8,69.02,19.87,204.73,11.69,39.66
"2020-01-29 07:00",77.41,107.56,102.57,107.06,121.97,7.33,178.04,67.05,405.05,38.17,47.92,1.56,"",14,68.61,265.16,33.53,98.54,50,29.41,29.19,75.77,8.41,114.23,34.27,75.27,20.17,209.88,11.81,39.99
"2020-01-29 08:00",80.68,108.18,99.48,107.69,126.15,7.34,166.44,70.57,419.46,34.82,58.12,1.58,"",12,73.69,266,33.53,99.19,48.1,33.86,28.63,76.59,15.08,114.06,46.32,81.45,17.12,210.28,11.47,38.76
"2020-01-29 09:00",85.39,120.67,102.35,120.11,129.35,6.51,236.32,67.08,427.53,36.84,66.09,1.5,"",13,79.71,265.93,33.49,98.67,38.1,43.88,32.02,76.97,17.2,114.04,55.32,84.09,15.46,213.88,10.87,37.12
"2020-01-29 10:00",87.39,130.56,115.18,129.96,132.21,6.43,133.56,66.55,434.56,32.11,63.84,2.85,"",13,80.85,266.79,33.85,98.85,37.6,57.92,34.68,72.44,20.96,113.18,58.99,83.73,15.1,220.3,10.78,41.86
"2020-01-29 11:00",87.92,134.16,105.59,133.54,135.02,6.63,231.16,67.03,426.24,29.22,64.23,1.79,"",12,83.28,267.62,33.93,98.84,32.4,61.35,31.6,72.76,18.64,113.9,60.83,82.41,14.78,220.39,11.1,47.7
"2020-01-29 12:00",92.1,128.62,102.9,128.03,133.54,6.89,206.48,67.36,423.77,28.16,75.25,1.71,"",13,83.37,268.21,33.88,99.06,31.2,61.49,30.02,71.88,16.09,114.25,59.99,82.14,15.24,224.49,11.18,46.71
"2020-01-29 13:00",96.47,130.91,99.2,130.31,135.64,5.78,266.8,63.14,423.58,24.57,61.07,1.71,"",12,83.23,267.95,33.89,98.87,32,62.99,28.61,70.5,16.58,115.69,59.68,82.06,15.27,224.84,10.88,48.82
"2020-01-29 14:00",93.92,124.24,94.1,123.67,136.07,6.33,170.08,62.21,412.12,23.86,60.23,1.65,"",12,82.21,269.09,34,98.38,39.2,64.13,23.44,70.52,14.83,115.66,58.56,82.13,14.67,224.01,10.79,45.92
"2020-01-29 15:00",87.13,119.64,89.89,119.09,130.5,7.03,216.48,63.63,407.53,19.06,64.02,1.66,"",13,80.36,272.03,34.12,98.6,36.1,64.16,23.49,70.89,13.35,115.15,54.26,81.33,15.32,224.53,11.11,48.52
"2020-01-29 16:00",75.6,129.87,90.46,129.28,132.54,9.18,377.72,60.66,412.36,17.52,66.49,1.72,"",12,81.17,270.66,34.46,99.62,39.3,56.76,25.46,70.76,12.33,115.07,47.98,78.3,16.9,226.35,11.45,46.71
"2020-01-29 17:00",71.38,136.27,95.14,135.64,132.72,16.1,381.52,66.01,402.98,17.64,75.28,1.67,"",13,81.7,270.61,34.24,101.16,46.7,38.4,25.27,71.44,14.49,114.57,43.57,63.27,20.27,224.96,11.89,46.5
"2020-01-29 18:00",72.35,136.61,91.93,135.98,130.99,7.33,237.16,64.5,397.37,17.6,77.32,1.67,"",15,81.41,270.82,33.67,99.77,42.9,29.89,25.85,70.59,14.98,114.87,39.11,54.68,20.14,223.7,11.97,44.47
"2020-01-29 19:00",75.18,137.44,94.35,136.8,130.16,7.93,218.64,63.64,389.43,17.76,68.92,1.71,"",13,83.8,269.76,33.78,99.15,40.9,27.57,24.63,72.91,14.98,115.12,36.3,53.34,19.95,222.81,12,40.75
"2020-01-29 20:00",77.09,126.94,92.26,126.35,130.25,8.01,356.6,63,376.51,17.99,63.81,2.01,"",14,83.74,268.87,33.81,99.89,39,25.58,22.96,74.43,15.3,115.01,32.83,51.73,19.78,220.13,12.36,37.88
"2020-01-29 21:00",80.09,119.84,90.48,119.28,129.6,7.2,233.08,63.03,373.72,17.56,60.9,1.36,"",13,77.33,268.74,33.63,98.31,39.1,24.33,21.97,81.89,14.73,115.25,29.79,52.74,19.5,218.03,12.06,36.69
"2020-01-29 22:00",82.06,106.74,86.92,106.25,127.63,7.43,236,63.95,359,17.81,56.29,1.36,"",13,68.78,269.29,33.04,97.64,39.1,23.23,19.63,80.71,11.6,114.39,26.75,50.39,18.42,213.51,12.54,34.83
"2020-01-29 23:00",76.4,99.07,84.19,98.61,123.09,7.42,139.8,61.05,341.45,16,50.41,1.13,"",14,63.39,266.88,32.72,98.77,33.7,23.29,18.19,79.54,7.36,114.9,24.95,52.06,18.55,210.41,12.01,38.47
"2020-01-30 00:00",75.71,93.19,82.92,92.76,122,6.74,138.92,61.41,336.07,15.51,42.85,1.12,"",13,54.1,265.72,32.45,98.97,29.9,23.53,17.42,73.59,6.41,114.68,23.21,54.11,18.03,208.47,11.96,36.88
"2020-01-30 01:00",76.74,90.55,82.42,90.13,120.59,5.93,139.52,62.62,332.95,14.73,37.75,1.04,"",14,52.17,267.16,32.54,98.1,28.1,22.81,17.1,85.5,6.27,114.53,23.11,58.56,17.17,205.94,11.52,39.37
"2020-01-30 02:00",76.17,86,82.1,85.6,115.91,5.63,144.8,59.12,330.01,14.82,39.44,1.32,"",13,51.61,268,32.37,99.52,30.4,22.97,16.68,77.3,6.09,114.39,22.63,64.33,14.13,204.8,11.83,39.83
"2020-01-30 03:00",79.72,87.45,86.89,87.05,116.56,6.89,206,63.61,330.87,15.19,39.55,1.48,"",13,51.75,267.74,33.2,98.91,30.5,23.3,16.68,69.81,6.13,114.27,22.48,72.56,14.7,206.25,11.52,43.18
"2020-01-30 04:00",90.84,86.26,92.24,85.87,117.57,6.65,212.56,62.42,336.66,14.58,35.67,1.61,"",13,54.87,268.79,34.78,100.29,30.5,22.93,16.96,69.26,6.79,114.51,23.49,75.62,18.39,210.29,13.37,41.95
"2020-01-30 05:00",108.4,93.04,109.65,92.61,120.06,6.66,139.2,62.94,386.42,17.39,40.96,1.58,"",14,59.27,278,39.81,102.87,36.9,23.42,19.49,74.42,17.24,114.54,27.3,76.91,20.76,228.81,14.29,41.65
