"Klokkeslaet","01_Bibliotek_(gnt_af_51_stk)","02_Doegninstitioner__(gnt_af_50_stk)","03_Daginstitutioner_(gnt_af_160_stk)","04_Folkeskoler_(gnt_af_582_stk)","05_Forsyningsanlaeg_(gnt_af_174_stk)","06_Camping_(Hytter/Telte)","07_Vandvaerk","08_Handel/service_(gnt_af_17_stk)","09_Hospitaler_(gnt_af_32_stk)","10_Hoteller_(gnt_af_7_stk)","11_Hustand_","12_Hustand_","13_Hustand_","14_Boligforening","15_Internatskoler/kursuscentre_(gnt_af_39_stk)","16_IT-Service_(gnt_af_21_stk)","17_Kontorer/administration_(gnt_af_322_stk)","18_Laboratorier_(gnt_af_11_stk)","19_Landmand_Kvaeg_og_maelk","20_Museér,_udstillinger_m_v_(gnt_af_23_stk)","21_Plejehjem_(gnt_af_229_stk)","22_Produktioner_(gnt_af_36_stk)","23_Restauranter_(gnt_af_8_stk)","24_Serverrum_(gnt_af_14_stk)","25_Sportsanlaeg_(gnt_af_135_stk)","26_Supermarkeder_(gnt_af_55_stk)","27_Togstationer_(gnt_af_67_stk)","28_Videregående_uddinstitutioner_(gnt_af_62_stk)","29_Voksenundervisning_(gnt_af_12_stk)","30_Vaerksteder_(gnt_af_23_stk)"
"2020-01-01 00:00",56.74,92.51,73.88,92.09,117.43,43.72,80.79,98.17,80.49,46.71,189.18,187.2,0,129.51,61.82,97.61,79.8,102.16,90.57,66.07,77.33,82.26,54.37,115.67,69.64,58.54,133.71,81.89,51.44,97.37
"2020-01-01 01:00",56.87,90.98,72.14,90.56,118.3,41.7,93.99,98.93,79.91,45.13,182.8,189.6,0,119.55,58.82,97.06,79.89,100.28,113.44,64.42,76.77,80.62,44.25,115.2,69.51,58.71,135.22,81.63,54.3,93.07
"2020-01-01 02:00",56.51,86.34,72.63,85.95,115.73,42.16,116.3,98.57,79.56,47.25,169.48,248.24,0,129.51,58.87,96.89,79.51,101.82,103.81,62.61,74.46,80.74,42.23,115.27,69.58,58.22,133.31,81.85,57.68,91.48
"2020-01-01 03:00",61.27,85.12,70.87,84.73,117.09,42.32,85.53,96.35,79.25,45.73,149.55,261.69,0,129.51,56.7,97.44,79.47,101.15,88.77,64.14,74.59,81.96,40.55,115.83,69.2,58.64,135.24,81.59,61.03,87.34
"2020-01-01 04:00",61.34,81.86,70.95,81.49,121.38,40.42,117.27,96.63,79.63,42.88,121.57,212.55,0,119.55,60.55,97.33,79.71,102.67,86.96,62.34,73.42,81.55,44.05,116.19,69.79,59.46,137.19,82.14,56.75,83.41
"2020-01-01 05:00",61.27,82.64,73.44,82.26,134.95,36.03,79.82,96.21,83.99,48.89,120.65,202.1,0,119.55,64.17,97.1,80.58,99.43,103.81,63.37,77.26,84.93,48.41,116.22,73.83,62.59,138.23,82.96,60.21,83.35
"2020-01-01 06:00",63.08,89.4,80.62,88.99,144.95,37.38,112.79,97.9,94,52.05,116.04,197.41,0,129.51,66,98.42,82.61,103.3,121.27,72.45,98.32,87.71,48.57,116.53,74.92,65.71,139.75,84.61,60.14,81.72
"2020-01-01 07:00",65.4,101.01,85.21,100.55,146.01,37.51,86.45,98.05,97.42,55.84,122,195.25,0,119.55,69.16,99.21,84.34,99.78,145.94,74.49,124.44,94.03,50.62,117.53,79.3,67.54,135.21,85.92,57.98,86.4
"2020-01-01 08:00",65.66,106.13,84.63,105.64,149.9,37.54,32.97,99.65,100.38,57.24,139.41,203.06,0,119.55,70.76,99.67,83.99,100.84,151.06,82.93,126.84,97.82,101.78,116.6,87.27,68.15,134.28,86.53,59.79,82.72
"2020-01-01 09:00",65.18,106.83,85.29,106.34,151.39,31.69,21,98.35,102.53,55.32,169.74,342.44,0,119.55,70.92,99.42,83.05,100.71,140.22,97.5,139.52,93.74,94.7,116.76,88.34,67.76,120.25,86.09,54.7,73.09
"2020-01-01 10:00",63.81,117.09,88.82,116.56,147.69,36.04,77.85,97.12,103.89,50.92,187.61,342.44,0,119.55,70.93,100.25,82.13,98.97,98.7,114.92,151.07,90.59,95.16,117.41,89.91,66.58,108.03,86.14,54.84,76.45
"2020-01-01 11:00",63.96,117.93,85.62,117.39,135.94,35.96,62.13,97.36,102.22,52.22,199.29,352.89,0,109.59,69.81,100.51,82.31,99.47,83.65,118.36,144.41,91.46,95.32,118.84,92.62,68.14,104.88,86.47,52.78,75.23
"2020-01-01 12:00",65.29,118.71,83.77,118.17,133.33,41.54,101.51,97.3,101.62,54.36,226.09,264.34,0,119.55,69.59,101.54,82.45,97.37,82.45,116.58,130,91.34,68.64,119.95,92.08,67.72,101.75,87.51,54.51,70.83
"2020-01-01 13:00",67.44,117.35,81.14,116.81,132.54,39.93,139.15,99.38,101.55,49.51,203.22,223.61,0,109.59,67.33,102.44,82.7,97.52,82.75,119,128.37,88.39,66.94,121.44,93.32,66.9,102.79,88.63,52.44,67.93
"2020-01-01 14:00",68.07,110.7,76.77,110.19,129.27,33.88,81.34,102.49,100.29,48.7,185.12,205.58,0,119.55,67.23,102.52,83.07,98.53,102.01,115.4,106.38,89.8,53.27,120.98,95.24,67.5,106.68,89.78,56.32,71.77
"2020-01-01 15:00",66.36,108.58,75.1,108.08,124,36.05,71.78,103.67,100.35,46.86,191.89,201.98,0,109.59,67.75,102.44,84.45,99.45,126.08,114.78,105.66,89.2,43.2,121.92,93.81,68.18,118.79,90.14,54.17,73.86
"2020-01-01 16:00",65.17,128.01,81.93,127.43,124.05,45.45,124.1,107.41,101.78,48.72,212.84,200.06,0,149.44,68.8,102.46,86.96,99.88,155.57,110.48,116.85,90.32,46.06,122.04,93.5,67.84,141.55,91.07,60.68,74.38
"2020-01-01 17:00",65.04,132.28,80.56,131.67,120.2,42.39,114.12,107.7,97.78,51.64,237.87,198.73,0,119.55,70.93,102.69,85.33,97.71,167.3,86.94,110.83,89.33,44.85,121.69,89.59,68.37,139.8,89.91,61.88,80.26
"2020-01-01 18:00",64.79,128.74,79.17,128.15,121.79,43.82,82.08,106.29,96.85,52.86,233.62,202.7,0,129.51,67,102.27,84.47,98.47,140.22,71.59,112.84,88.95,44.84,120.63,87.67,69.59,138.7,89.41,58.51,77.05
"2020-01-01 19:00",66.76,121.62,78.89,121.06,120.1,40.24,92.22,105.71,94,51.42,211.33,225.29,0,119.55,64.59,101.78,84.12,97.74,126.38,66.01,107.35,89.47,47,120.2,83.4,70.87,135.43,88.78,60.13,76.43
"2020-01-01 20:00",66.35,116.2,74.61,115.67,119.2,42.85,104.81,102.5,91.05,53.32,210.88,365.51,0,129.51,63,101.34,83.4,98.63,117.05,65.16,98.96,89.74,43.71,120.83,79.73,71.39,133.13,87.83,58.48,78.24
"2020-01-01 21:00",68.15,108.34,73.42,107.84,114.74,40.03,96.03,102.67,90.05,49.26,163.95,262.66,0,109.59,65.47,101.96,82.21,97.54,108.33,62,96.01,107.97,44.52,120.71,76.53,70.31,130.55,87.23,60.4,85.42
"2020-01-01 22:00",72.43,100.84,72.07,100.37,116.12,39.8,97.24,101.5,86.95,48.48,135.02,208.95,0,119.55,63.04,102.15,82.05,97.47,106.82,63.2,85.81,113.41,46.35,121.41,73.5,68.01,127.85,86.29,57.59,81.75
"2020-01-01 23:00",72.34,90.8,69.81,90.38,116.27,42.41,67.31,100.72,82.77,46.07,132.89,198.01,0,129.51,59.77,101.58,81.25,97.04,90.87,62.5,78.55,92.06,43.13,120.29,70.18,74.01,125.92,84.72,55.7,75.42
"2020-01-02 00:00",70,86.14,67.86,85.74,131.82,37.34,67.25,99.03,81.4,44.5,110.22,199.33,0,119.55,58.01,100.83,81.31,97.6,91.78,62.82,76.03,86.2,40.47,120.1,69.66,77.56,123.79,84.64,54.47,71.67
"2020-01-02 01:00",69.12,83.52,66.98,83.14,147.52,34.65,66.6,100.21,80.28,42.44,95.88,186.6,0,119.55,54.92,101.83,81.4,97.16,102.31,64.66,74.24,92.9,36.98,120.26,69.03,82.66,117.11,84.35,55.46,73.58
"2020-01-02 02:00",70.09,78.22,66.72,77.87,147.12,34.49,100.24,98.05,79.57,41.03,85.9,191.4,0,119.55,56.09,102.17,81.8,98.02,85.46,62.19,73.06,96.74,38.5,119.7,67.83,94.08,90.47,83.37,54.58,78.02
"2020-01-02 03:00",75.71,76.41,67.86,76.06,137.92,33.54,62.49,100.13,79.17,42.23,80.34,183.11,0,119.55,54.7,101.48,82.82,98.12,75.23,59.89,71.61,87.38,38.71,121.02,67.06,106.63,91.77,83.78,54.43,78.31
"2020-01-02 04:00",85.34,78.03,73.48,77.67,131.32,35.87,65.52,101,81.02,42.07,83.48,193.09,0,119.55,59.31,101.84,87.65,98.33,83.95,61.98,72.35,85.38,42.71,119.82,70.31,112.13,121.36,86.91,56.36,74.03
"2020-01-02 05:00",100.82,80.43,86.53,80.06,121.4,33.33,65.82,111.34,92.69,46.05,106.91,188.76,0,129.51,71.34,106.46,99.7,100.48,106.52,60.98,84.13,90.84,110.54,120.01,82.87,118.67,142.65,94.76,55.75,82.76
"2020-01-02 06:00",115.92,104.2,136.07,103.72,123.97,40.28,54.94,127.77,121.3,51.44,124.29,192.73,0,139.47,88.95,113.94,130.41,110.87,122.47,75.93,125.68,102.58,132.62,120.76,114.46,138.59,146.26,107.56,75.89,120.35
"2020-01-02 07:00",141.19,151.71,177.42,151.01,128.75,38.18,105.52,145.86,150.93,74.94,122.72,191.04,0,189.29,106.39,123.96,171.78,123.61,140.52,100.78,193.05,123.74,121.72,120.32,132.26,150.66,146.93,129.1,104.24,169.01
"2020-01-02 08:00",179.41,177.4,224.03,176.58,134.5,43.47,92.88,152.87,172.16,84.15,132.5,308.55,0,249.06,117.79,136.33,206.32,138.77,148.65,139.99,213.63,136.72,131.85,120.86,138.18,151.65,144.32,147.34,131.04,198.77
"2020-01-02 09:00",195.81,189.15,231.9,188.28,131.21,42.22,110.64,156.26,173.33,83.52,158.48,130.37,0,268.99,125.42,138.61,217.11,148.15,128.19,153.88,224.26,147.8,145.74,120.11,143.75,146.94,110.72,157.41,122.9,211.45
"2020-01-02 10:00",200.55,194.58,240.76,193.68,135.19,40.7,103.28,156.94,175.02,83.38,179.66,120.15,0,259.02,126.59,139.6,223.14,153.41,102.31,165.46,241.18,153.24,191.51,120.86,155.25,142.91,106.61,162.06,127.67,224.77
"2020-01-02 11:00",202.71,190.71,238.79,189.83,135.56,40.74,69.33,160.76,171.81,82.55,181.85,119.07,0,268.99,126.6,138.51,220.52,157.68,97.79,166.85,224.23,153.57,187.14,120.54,154.82,139.3,106.81,162.77,138.42,214.44
"2020-01-02 12:00",202.28,172.8,232.14,172,136.89,32.5,129.98,157.33,169.43,80.98,152.69,123.52,0,268.99,120.23,138.16,216.74,153.1,98.7,165.08,202.74,145.11,182.25,119.94,152.1,136.18,105.51,161.32,138.72,194.94
"2020-01-02 13:00",203.64,173.42,203.37,172.62,135.99,33.14,113.66,156.88,168.42,82.23,162.08,168.22,0,268.99,119.21,137.46,208.95,152.85,89.67,165.76,192.63,140.45,165.79,120.94,153.36,135.64,106.67,160.63,127.84,198.42
"2020-01-02 14:00",200.01,157.6,187.25,156.88,135.21,35.27,81.09,146.76,157.51,78.36,163.06,198.97,0,259.02,114.43,135.14,195.28,150.26,98.7,161.54,150.19,144.85,148.53,121.53,161.64,133.85,108.13,152.95,112.28,198.36
"2020-01-02 15:00",194.59,135.98,169.27,135.35,134.77,36.04,117.27,137.77,141.8,73.3,179.89,205.94,0,239.1,115.85,131.17,173.38,140.59,124.27,157.49,128.16,127.32,140.37,120.67,170.87,131.45,116.46,143.98,101.31,137.55
"2020-01-02 16:00",185.79,139.41,140.61,138.77,133.23,39.73,133.17,131.11,128.98,77.01,218.4,207.39,0,199.25,114.28,122.8,141.42,125.15,157.37,116.43,127.72,117.22,126.2,118.16,184.87,129.26,149.19,129.94,89.53,104.49
"2020-01-02 17:00",176.33,143.37,116.84,142.71,132.87,47.44,137.4,125.36,117.82,76.15,233.42,202.82,0,139.47,98.08,113.58,118.94,116.02,144.74,99.58,117.41,111.04,120.38,116.67,192.56,125.37,147.16,115.83,90.68,101.27
"2020-01-02 18:00",147.25,137.16,104.25,136.53,135.22,47.57,141.29,117.32,111.25,75.33,237.38,207.87,0,149.44,91.46,108.33,105.08,110.27,145.34,78.38,118.5,108.5,124.44,116.53,194.05,123.01,145.73,108.13,88.5,93.49
"2020-01-02 19:00",113.99,131.89,100.78,131.29,137.36,46.83,101.59,112.63,105.44,75.58,215.95,205.46,0,189.29,86.34,105.76,97.88,109.14,124.88,73.46,112,100.6,127.79,115.9,191.78,119.42,144.48,102.2,83.77,91.38
"2020-01-02 20:00",104.38,124.52,94.44,123.94,139.59,46.01,116.68,109.19,100.06,68.78,187.54,230.45,0,129.51,83.99,102.49,93.87,105.51,126.68,69.27,103.9,99.09,127.25,116.23,176.78,96.82,142.98,98.13,76.1,97.41
"2020-01-02 21:00",90.31,111.69,87.32,111.18,133.92,45.73,142.7,108.78,97.8,62.66,162.12,359.5,0,139.47,80.06,101.5,91.53,105.84,117.96,70.85,97.88,106.5,117.31,116.44,147.34,80.86,139.94,96.03,61.88,98.66
"2020-01-02 22:00",81.7,101.03,80.49,100.57,128.64,41.58,89.72,105.37,93.01,56.57,147.42,222.28,0,129.51,76.52,100.58,87.98,104.63,115.25,62.34,87.67,100.93,87.22,115.95,107.84,76.03,134.1,92.63,59.94,99.37
"2020-01-02 23:00",77.58,93.02,77.12,92.59,127.64,41.11,75.92,102.59,88.49,53.45,114.67,200.42,0,129.51,68.93,99.59,84.8,103.97,89.37,63.17,78.96,110.29,66.47,115.53,82.93,78.19,131.65,89.17,57.69,94.91
"2020-01-03 00:00",73.09,88.67,73.15,88.26,126.86,37.06,67.43,101.45,85.79,50.62,101.51,201.62,0,139.47,66.02,98.84,83.36,104.58,90.27,63.66,76.62,103.18,57.1,114.62,74.79,80.04,130.49,87.38,55.06,94.46
"2020-01-03 01:00",71.06,88.57,71.46,88.16,123.29,41.67,63.22,97.25,83.8,48.18,97.29,202.46,0,129.51,61.59,98.72,82.71,104.9,114.34,62.05,74.08,97.96,48.75,114.96,72.06,84.83,124.19,86.67,60.24,98.61
"2020-01-03 02:00",71.43,83.66,70.93,83.28,122.48,38.39,103.14,97.55,83.22,48.77,87.77,195.37,0,129.51,61.84,99.2,83.45,105.05,101.41,65.04,73.35,100.54,46.31,115.37,71.71,92.87,93.49,86.64,57.35,108.06
"2020-01-03 03:00",76.54,83.63,73.16,83.24,120.18,38.7,70.39,96,82.77,49.66,94.97,193.93,0,139.47,63.12,98.44,84.89,103.91,90.27,61.38,72.26,92.18,48.53,115.37,72.1,102.96,97.4,86.9,60.4,106.84
"2020-01-03 04:00",83.24,81.19,78.56,80.82,123.29,38.19,85.55,95.58,84.82,47.86,94.21,195.73,0,129.51,67.61,99.19,89.86,104.71,82.45,61.51,74.39,89.14,55.34,115.23,75.7,110.29,127.57,88.76,61.16,98.52
"2020-01-03 05:00",101.18,85.88,99.04,85.48,121.55,39.11,75.85,103.05,96.84,56.26,121.21,200.06,0,139.47,72.56,103.4,101.82,106.58,96.89,65.22,84.9,95.38,61.7,115.16,88.78,112,151.11,96.46,66.81,103.21
"2020-01-03 06:00",124.09,114.46,148.45,113.94,125.58,42.54,97.88,118.03,125.56,79.34,137.28,200.9,0,149.44,99.91,111.67,132.28,115.75,133,81.44,125.32,107.32,71.8,115.8,120.12,124.47,151.48,109.2,100.43,135.44
"2020-01-03 07:00",146.71,163.83,193.82,163.08,137.43,40.84,88.79,145.98,153.97,103.76,132.73,205.46,0,179.32,119.71,118.02,176.84,132.35,152.56,103.14,196.49,130.35,113.51,116.68,140.99,141.91,152.05,130.54,173.39,191.44
"2020-01-03 08:00",184.95,193.81,243.88,192.92,141.51,39.75,112.01,156.37,174.11,102.92,143,322.25,0,249.06,130.93,133.65,215.07,148.82,147.14,147.93,212.45,144.65,115.78,117.65,151.05,143.63,144,154.3,218.66,215.89
"2020-01-03 09:00",205.1,208.69,260.62,207.73,141.75,52.1,124.44,165.31,175.89,99.68,156.81,227.09,0,259.02,140.51,138.99,229.48,160.97,152.86,166.35,227.27,147.82,134.86,119.55,156.67,141.02,114.91,166.56,228.44,225.23
"2020-01-03 10:00",212.22,211.57,273.22,210.6,142.89,44.02,98.32,163.95,179.43,108.44,173.57,208.23,0,268.99,149.5,138.77,231.45,165.84,114.65,189.34,245.64,160.56,196.6,119.6,162.04,138.52,113.41,169.88,229.76,226.94
"2020-01-03 11:00",212.86,209.31,269.9,208.35,150.22,37.5,75.51,159.63,175.72,114.51,168.37,205.22,0,278.95,147.97,138.91,230.49,168.1,102.91,196.73,229.39,158.43,176.59,118.4,155.41,136.46,111.87,172.5,233.09,219.74
"2020-01-03 12:00",212.08,195.74,270.16,194.84,166.75,38.55,140.22,170.52,175.7,100.39,151.87,199.21,0,278.95,142.36,139.82,231.45,164.6,95.09,195.25,208.44,154.82,168.82,118.8,155.76,131.68,116.07,172.23,219.35,213.9
"2020-01-03 13:00",213.67,191.2,253.32,190.33,178,92.41,168.58,168.96,177.39,98.58,158.06,203.18,0,268.99,143.49,137.94,223.56,167.83,83.95,201.63,199.67,147.32,167.46,118.26,157.89,130.14,117.74,170.74,199.77,214.42
"2020-01-03 14:00",213.47,171.85,230.91,171.06,187.69,41.44,94.66,159.35,165.78,91.12,163.69,199.45,0,259.02,138.12,133.86,209.73,161.38,93.28,198.23,155.93,158.87,160.16,118.04,165.72,128.57,132.36,163.28,179.68,201.33
"2020-01-03 15:00",204.52,153.55,198.95,152.85,183.39,39.5,68.54,148.8,147.26,79.2,178.38,200.66,0,219.17,129.5,130.39,185.12,149.34,123.37,190.95,137.16,159.74,133.93,117.95,181.53,126.1,145.27,151.09,158.79,163.55
"2020-01-03 16:00",187.37,150.12,156.72,149.43,177.65,55.58,84.08,138.2,132.17,84.7,213.79,197.41,0,169.36,125.89,124.08,148.44,129.21,154.97,157.55,132.38,137.64,110.05,118.46,195.93,125.8,153.96,135.54,124.66,107.91
"2020-01-03 17:00",175.04,145.15,120,144.49,170.79,78.01,138.09,128.16,120.58,81.44,239.15,201.14,0,129.51,109.39,115.87,123.35,114.95,139.62,110.13,120.04,120.34,112.93,118.26,203.41,124.04,149.76,121.19,121.08,94.49
"2020-01-03 18:00",143.64,141.11,108.01,140.46,164.51,54.82,108.36,119.36,113.41,81,232.57,200.54,0,129.51,99.4,110.06,108.32,108.55,145.34,78.42,120.5,125.69,125.8,119.31,203.32,122.96,146.93,111.61,118.46,99.34
"2020-01-03 19:00",108.09,135.59,103.33,134.97,156.93,45.79,102.94,116.77,106.95,80.72,215.13,199.7,0,119.55,95.72,108.34,101.08,104.51,131.2,71.38,112.7,105,123.83,119.2,201.13,119.29,143.96,106.34,114.19,89.19
"2020-01-03 20:00",97.37,123.83,97.34,123.26,154.77,43.56,168.3,112.43,101.82,74.1,186.82,204.38,0,179.32,88.69,85.38,96.71,105.39,123.37,70.9,104.89,98.21,126.94,117.58,185.44,95.96,142.13,101.8,102.52,90.36
"2020-01-03 21:00",83.98,115.73,88.91,115.19,146.97,44.11,136.78,109.28,97.58,64.82,168.82,192.73,0,139.47,87.05,102.19,93.23,106.04,110.43,66.7,99.98,110.17,117.52,117.62,155.31,81.61,138.38,99.31,88.01,87.77
"2020-01-03 22:00",82.19,102.77,81.86,102.3,144.87,46.71,139.28,106.81,92.86,65.56,151.97,304.83,0,119.55,82.18,101.17,89.82,105.86,107.42,62.09,89.02,114.72,92.46,117.86,116.09,78.75,132.9,95.95,62.85,91.87
"2020-01-03 23:00",74.14,97.63,77.28,97.18,141.87,41.46,86.13,105.17,87.8,63.22,128.87,286.09,0,129.51,72.36,99.73,86.51,106.27,89.37,62.45,80.22,95.23,55.75,116.22,84.93,77.12,130.64,92.37,63.8,89.77
"2020-01-04 00:00",70.56,89.73,74.4,89.32,142.35,37.66,79.8,102.71,85.48,55.98,108.35,200.54,0,129.51,66.98,99.43,84.7,105.9,89.37,61.29,77.06,99.67,45.81,117.57,75.77,80.3,128.57,90.91,59.75,88.84
"2020-01-04 01:00",69.35,88.06,72.63,87.66,136.72,36.18,61.39,100.23,83.39,58.96,91.17,197.41,0,119.55,63.48,99.55,84.4,104.76,123.07,66.39,74.79,100.29,47,117.67,73.73,85.53,122.56,89.62,64.18,89.1
"2020-01-04 02:00",69.24,83.33,76.45,82.95,131.5,40.23,50.74,97.24,83.32,56.74,95.16,200.9,0,129.51,61.84,99.89,84.84,104.61,92.98,63.41,73.14,95.91,47.17,117.24,71.26,93.27,94.78,89.45,64.99,91.02
"2020-01-04 03:00",76.01,84.4,75.92,84.01,130.52,37.91,58.32,98.18,83.24,56.93,96.6,193.09,0,119.55,63.01,100.21,86.45,104.97,87.86,63.54,74.25,89.54,47.29,117.81,71.44,105.57,97.51,90.08,67.61,90.44
"2020-01-04 04:00",83.52,83.1,79.44,82.71,129.42,39.26,117.79,96.98,85.55,54.26,96.18,205.7,0,129.51,65.53,100.61,90.7,104.71,88.77,66.07,74.02,91.22,49.43,116.69,76.13,108.01,124.52,91.63,68.62,87.23
"2020-01-04 05:00",100.67,88.25,97.98,87.85,130.03,37.73,89.52,104.04,97.14,58.51,127.4,197.29,0,129.51,74.39,104.09,102.66,107.77,109.53,64.57,83.83,97.04,57.07,117.59,88.18,110.96,148.49,99.06,76.49,93.98
"2020-01-04 06:00",120.44,113.72,151.82,113.2,135.34,44.39,73.56,123.12,123.57,73.57,138.85,209.43,0,149.44,100.33,112.92,133.54,117.98,125.48,82.38,128.68,108.45,88.77,118.53,119.8,121.94,151.1,112.22,115.69,130.71
"2020-01-04 07:00",146.41,164.93,197.86,164.17,144.38,43.02,109.97,148.07,153.15,101.92,129.85,374.04,0,199.25,124.02,123.25,176.3,134.41,136.31,106.55,198.16,129.96,129.58,118.76,139.22,140.23,152.74,134.5,203.62,195
"2020-01-04 08:00",184.85,198.99,255.43,198.08,149.45,46.65,108.38,161.33,173.6,124.01,143.92,228.41,0,259.02,144.85,136,215.9,150.7,142.63,145.88,208.5,145.96,131.22,119.09,156.99,145.32,145.33,157.13,269.15,214.81
"2020-01-04 09:00",201.85,211.61,267.23,210.63,148.8,43.46,120.75,169.64,176.64,129.02,144.44,206.3,0,268.99,153.06,138.53,229.31,162.32,121.27,179.08,223.36,147.95,140.06,119.7,160.88,139.44,116.59,168.22,281.86,224.88
"2020-01-04 10:00",206.36,212.59,279.35,211.61,148.21,41.07,96.45,160.64,180.69,133,148.14,206.3,0,259.02,151.07,138.45,234.29,166.96,85.46,192.1,242.54,157.49,205.91,119.59,168.25,137.74,110.87,172.3,288.54,233.55
"2020-01-04 11:00",208.36,208.34,267.08,207.39,151.35,38.18,67.87,160.43,176.51,148.88,172.36,201.38,0,268.99,152.79,138.19,230.46,167.85,86.36,197.44,222.33,158.62,163.5,120.27,159.89,134.25,108.62,172.89,286.58,220.18
"2020-01-04 12:00",206.05,189.4,266.18,188.53,151.38,37.76,105.06,162.04,173.74,135.54,170.04,208.59,0,259.02,140.63,138.35,227.11,160.9,81.85,193.9,201.53,146.77,150.74,121.16,156.06,132.63,107.47,171.89,265.03,208.28
"2020-01-04 13:00",207.01,183.16,235.46,182.31,153,42.84,134.58,163.23,173.49,122.73,175.4,206.42,0,268.99,142.08,137.72,218.05,164.67,81.24,198.2,191.5,142.77,159.89,121.37,158.04,132.36,108.31,170.27,243.24,202.78
"2020-01-04 14:00",205.21,160.16,221.6,159.43,150.5,46.96,71.82,151.22,161.38,122.18,148.08,209.19,0,249.06,139.62,136.61,204.77,157.9,101.71,195.11,151.59,138.61,164.45,120.33,165.1,129.19,108.39,164.86,202.55,185.59
"2020-01-04 15:00",196.2,144.71,198.64,144.05,148.28,44.94,69.02,141.18,146.22,123.36,162.44,204.62,0,229.14,136.39,131.66,181.72,146.68,109.23,193.48,130.87,128.16,130.24,117.99,177.94,126.63,115.18,151.77,168.06,146.34
"2020-01-04 16:00",188.27,147.52,159.24,146.84,148.58,44.19,116.24,137.23,134.37,122.46,190.42,206.3,0,169.36,126.79,123.48,149.77,132.45,160.68,167.81,130.59,121.96,114.82,118.51,198.05,125.69,150.87,137.02,135.06,109.85
"2020-01-04 17:00",172,146.01,127.1,145.33,144.1,45.34,171.22,130.04,120.86,123.06,257.74,208.59,0,149.44,112.99,114.46,125.62,119.9,140.82,134.92,119.75,135.44,123.13,116.77,208.39,124.08,149.69,121.88,128.73,121.07
"2020-01-04 18:00",141.48,142.01,115.83,141.35,143.87,50.28,109.81,124.77,113.98,128.33,261.27,208.35,0,189.29,106.41,108.27,110.75,114.07,122.77,128.78,121.62,121.15,121.12,116.52,210.34,123.01,148.18,111.98,126.9,97.67
"2020-01-04 19:00",110.66,135.79,108.67,135.17,141.41,54.31,103.52,116.24,107.51,124.69,227.47,210.99,0,129.51,97.77,105.81,102.49,110.79,118.56,120.78,114.65,116.55,125.55,116.47,208.28,118.45,145.88,105.55,122.33,94.09
"2020-01-04 20:00",101.23,125.52,103.42,124.95,142.91,54.43,140.3,112.45,101.73,107.51,218.57,202.94,0,129.51,92.06,103.42,97.68,108.34,117.05,105.05,105.27,102.39,134.87,117.19,191.28,96.65,144.57,101.44,108.06,96.09
"2020-01-04 21:00",88.41,116.3,93.23,115.77,144.1,44.97,84.86,109.29,97.78,88.45,183.98,311.44,0,129.51,88.29,101.87,93.51,107.33,114.95,78.78,99.61,110.83,126.43,118.03,155.76,79.98,139.64,98.31,86.16,104.73
"2020-01-04 22:00",83.05,104.64,88.04,104.16,152.66,43.75,113.24,106.67,92.55,83.43,164.08,363.34,0,119.55,82.43,100.58,89.27,106,108.93,66.97,88.32,115.9,101.41,117.14,116.11,73.79,135.82,94.78,72.95,102.62
"2020-01-04 23:00",76.25,94.98,81.27,94.54,153.23,42.01,68.7,105.2,87.45,69.01,129.26,271.55,0,129.51,73.58,99.02,86.66,105.49,86.66,64.91,80.26,96.03,61.68,116.8,86.7,77.82,132.95,91.91,67.17,96.44
"2020-01-05 00:00",72.8,89.72,77.8,89.31,150.86,43.32,68.36,103.25,85.28,63.6,111.46,199.58,0,119.55,66.64,98.8,84.37,104.05,84.55,64.42,77.12,102.55,46.58,116.74,76.92,81.24,130.9,90.45,65.27,92.04
"2020-01-05 01:00",70.91,86.64,74.36,86.24,153.27,45.11,68.26,100.66,83.93,58.46,97.03,199.33,0,129.51,64.46,98.63,83.88,103.82,98.7,62.53,74.84,112.59,42.69,116.49,75.59,87.52,125.81,89.4,66.12,89.94
"2020-01-05 02:00",71.66,84.46,74.45,84.07,150.42,42.33,66.56,97,83.1,56.81,90.88,204.26,0,129.51,64.67,98.53,84.27,103.54,88.77,62.67,74.26,108.9,45.12,116.46,74.79,97.79,98.17,88.99,64.84,94.16
"2020-01-05 03:00",76.49,84,76.48,83.61,149.37,42.25,71.48,95.95,83.02,55.73,89.57,194.17,0,119.55,63.52,98.76,85.86,104.01,90.27,60.78,73.28,88,45.77,116.65,73.12,106.15,100.46,89.14,66.66,92.65
"2020-01-05 04:00",84.67,81.74,80.46,81.36,150.73,40.55,123.39,96.63,84.91,56.16,101.05,197.65,0,129.51,70.74,99.07,90.19,103.55,91.48,61.07,73.55,87.1,51.41,116.11,75.58,109.33,128.67,91.3,69.55,89.52
"2020-01-05 05:00",101.94,87.43,98.34,87.03,151.64,42.94,97.38,102.72,96.03,65.7,121.24,195.25,0,129.51,80.74,102.38,101.75,105.46,106.22,63.22,83.79,94.74,85.49,116.16,87.85,111.84,149.58,98.68,79.4,94.4
"2020-01-05 06:00",120.56,116.08,152.72,115.54,157.67,49.58,68.34,126.84,125.22,102.96,141.99,202.82,0,149.44,103.85,111.22,132.04,115.52,132.7,77.98,125.01,105.13,111.13,115.93,120.65,121.52,151.23,111.72,120.27,130.57
