Name,Manufacturer,alpha_sc,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref
REC_Solar_REC325PE72,REC Solar,0.00543,1.920435,9.058949,2.85E-10,0.251349,254.171906
REC_Solar_REC325PE72_BLK,REC Solar,0.00543,1.920435,9.058949,2.85E-10,0.251349,254.171906
REC_Solar_REC325PE72_BLK_Q2,REC Solar,0.00543,1.920435,9.058949,2.85E-10,0.251349,254.171906
REC_Solar_REC325PE72_BLK_Q3,REC Solar,0.00543,1.920435,9.058949,2.85E-10,0.251349,254.171906
REC_Solar_REC325PE72_Q2,REC Solar,0.00543,1.920435,9.058949,2.85E-10,0.251349,254.171906
REC_Solar_REC325PE72_Q3,REC Solar,0.00543,1.920435,9.058949,2.85E-10,0.251349,254.171906
REC_Solar_REC325PE72XV,REC Solar,0.005538,1.863953,9.329166,1.87E-10,0.374767,508.743835
REC_Solar_REC325PE72XV_Q2,REC Solar,0.005538,1.863953,9.329166,1.87E-10,0.374767,508.743835
REC_Solar_REC325PE72XV_Q3,REC Solar,0.005538,1.863953,9.329166,1.87E-10,0.374767,508.743835
REC_Solar_REC325PEM_72,REC Solar,0.003914,1.911356,9.332982,3.96E-10,0.277378,199.132629
REC_Solar_REC325PEM_72_BLK,REC Solar,0.003914,1.911356,9.332982,3.96E-10,0.277378,199.132629
REC_Solar_REC325PEM_72_XV,REC Solar,0.003914,1.911356,9.332982,3.96E-10,0.277378,199.132629
REC_Solar_REC325PEM_72_XV_BLK,REC Solar,0.003914,1.911356,9.332982,3.96E-10,0.277378,199.132629
REC_Solar_REC325TP_72,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP_72_BLK,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP_72_BLK_Q2,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP_72_BLK_Q3,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP_72_Q2,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP_72_Q3,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP_72_XV,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP_72_XV_BLK,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP_72_XV_BLK_Q2,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP_72_XV_BLK_Q3,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP_72_XV_Q2,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP_72_XV_Q3,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP2M,REC Solar,0.004048,1.547242,10.125438,4.57E-11,0.16823,313.093842
REC_Solar_REC325TP2M_BLK,REC Solar,0.004048,1.547242,10.125438,4.57E-11,0.16823,313.093842
REC_Solar_REC325TP2S_72,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP2S_72_BLK,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP2S_72_BLK2,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP2S_72_Q2,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP2S_72_Q3,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP2S_72_XV,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP2S_72_XV_BLK,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP2S_72_XV_Q2,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP2S_72_XV_Q3,REC Solar,0.004595,1.970681,9.19983,6.90E-10,0.238583,223.039185
REC_Solar_REC325TP2SB_72_XV,REC Solar,0.005526,1.819746,9.319472,1.06E-10,0.337671,180.80571
REC_Solar_REC325TP2SM,REC Solar,0.004048,1.547242,10.125438,4.57E-11,0.16823,313.093842
REC_Solar_REC325TP2SM_BLK,REC Solar,0.004048,1.547242,10.125438,4.57E-11,0.16823,313.093842
REC_Solar_REC330NP_Black,REC Solar,0.00373,1.554515,10.381675,2.88E-11,0.192845,92.175011
REC_Solar_REC330PEM_72,REC Solar,0.003931,1.913961,9.368997,3.73E-10,0.273802,284.851715
REC_Solar_REC330PEM_72_BLK,REC Solar,0.003931,1.913961,9.368997,3.73E-10,0.273802,284.851715
REC_Solar_REC330PEM_72_XV,REC Solar,0.003931,1.913961,9.368997,3.73E-10,0.273802,284.851715
REC_Solar_REC330PEM_72_XV_BLK,REC Solar,0.003931,1.913961,9.368997,3.73E-10,0.273802,284.851715
REC_Solar_REC330TP_72,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP_72_BLK,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP_72_BLK_Q2,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP_72_BLK_Q3,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP_72_Q2,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP_72_Q3,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP_72_XV,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP_72_XV_BLK,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP_72_XV_BLK_Q2,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP_72_XV_BLK_Q3,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP_72_XV_Q2,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP_72_XV_Q3,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP2M,REC Solar,0.004088,1.561099,10.226749,5.10E-11,0.150988,228.624252
REC_Solar_REC330TP2M_BLK,REC Solar,0.004088,1.561099,10.226749,5.10E-11,0.150988,228.624252
REC_Solar_REC330TP2S_72,REC Solar,0.00472,1.993004,9.457362,8.60E-10,0.226459,123.127739
REC_Solar_REC330TP2S_72_BLK,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP2S_72_BLK2,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP2S_72_Q2,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP2S_72_Q3,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP2S_72_XV,REC Solar,0.00472,1.993004,9.457362,8.60E-10,0.226459,123.127739
REC_Solar_REC330TP2S_72_XV_BLK,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP2S_72_XV_Q2,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP2S_72_XV_Q3,REC Solar,0.00461,1.964125,9.224727,6.15E-10,0.238448,465.164764
REC_Solar_REC330TP2SB_72_XV,REC Solar,0.005568,1.84902,9.293426,1.03E-10,0.338309,233.836838
REC_Solar_REC330TP2SM,REC Solar,0.004088,1.561099,10.226749,5.10E-11,0.150988,228.624252
REC_Solar_REC330TP2SM_BLK,REC Solar,0.004088,1.561099,10.226749,5.10E-11,0.150988,228.624252
REC_Solar_REC335PEM_72,REC Solar,0.003948,1.917959,9.405849,3.57E-10,0.270031,433.921631
REC_Solar_REC335PEM_72_BLK,REC Solar,0.003948,1.917959,9.405849,3.57E-10,0.270031,433.921631
REC_Solar_REC335PEM_72_XV,REC Solar,0.003948,1.917959,9.405849,3.57E-10,0.270031,433.921631
REC_Solar_REC335PEM_72_XV_BLK,REC Solar,0.003948,1.917959,9.405849,3.57E-10,0.270031,433.921631
REC_Solar_REC335TP_72,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP_72_BLK,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP_72_BLK_Q2,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP_72_BLK_Q3,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP_72_Q2,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP_72_Q3,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP_72_XV,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP_72_XV_BLK,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP_72_XV_BLK_Q2,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP_72_XV_BLK_Q3,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP_72_XV_Q2,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP_72_XV_Q3,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP2S_72,REC Solar,0.00476,2.001804,9.5368,8.69E-10,0.221106,125.296898
REC_Solar_REC335TP2S_72_BLK,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP2S_72_BLK2,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP2S_72_Q2,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP2S_72_Q3,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP2S_72_XV,REC Solar,0.00476,2.001804,9.5368,8.69E-10,0.221106,125.296898
REC_Solar_REC335TP2S_72_XV_BLK,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP2S_72_XV_Q2,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP2S_72_XV_Q3,REC Solar,0.004635,1.969251,9.27268,5.97E-10,0.234502,811.145508
REC_Solar_REC335TP2SB_72_XV,REC Solar,0.005616,1.861194,9.373395,1.10E-10,0.318554,222.584869
REC_Solar_REC340AA,REC Solar,0.003733,1.481528,10.110894,2.25E-12,0.206522,99.729851
REC_Solar_REC340AA_Black,REC Solar,0.003834,1.488828,10.110609,2.59E-12,0.204707,100.224533
REC_Solar_REC340PEM_72,REC Solar,0.004032,1.932765,9.609473,2.89E-10,0.367674,372.606995
REC_Solar_REC340PEM_72_BLK,REC Solar,0.004032,1.932765,9.609473,2.89E-10,0.367674,372.606995
REC_Solar_REC340PEM_72_XV,REC Solar,0.004032,1.932765,9.609473,2.89E-10,0.367674,372.606995
REC_Solar_REC340PEM_72_XV_BLK,REC Solar,0.004032,1.932765,9.609473,2.89E-10,0.367674,372.606995
REC_Solar_REC340TP_72,REC Solar,0.00479,2.004786,9.593928,8.65E-10,0.205705,141.489227
REC_Solar_REC340TP_72_BLK,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP_72_BLK_Q2,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP_72_BLK_Q3,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP_72_Q2,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP_72_Q3,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP_72_XV,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP_72_XV_BLK,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP_72_XV_BLK_Q2,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP_72_XV_BLK_Q3,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP_72_XV_Q2,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP_72_XV_Q3,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP2S_72,REC Solar,0.00479,2.004786,9.593928,8.65E-10,0.205705,141.489227
REC_Solar_REC340TP2S_72_BLK,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP2S_72_BLK2,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP2S_72_Q2,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP2S_72_Q3,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP2S_72_XV,REC Solar,0.00479,2.004786,9.593928,8.65E-10,0.205705,141.489227
REC_Solar_REC340TP2S_72_XV_BLK,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP2S_72_XV_Q2,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP2S_72_XV_Q3,REC Solar,0.00466,1.971332,9.320188,5.88E-10,0.21935,10856.40625
REC_Solar_REC340TP2SB_72_XV,REC Solar,0.005664,1.869484,9.452917,1.12E-10,0.312529,228.388321
REC_Solar_REC345AA,REC Solar,0.003744,1.490975,10.139109,2.22E-12,0.202011,106.983299
REC_Solar_REC345AA_Black,REC Solar,0.003846,1.498319,10.138837,2.56E-12,0.200195,107.550156
REC_Solar_REC345PEM_72,REC Solar,0.004053,1.937557,9.654062,2.66E-10,0.373973,888.331116
REC_Solar_REC345PEM_72_BLK,REC Solar,0.004053,1.937557,9.654062,2.66E-10,0.373973,888.331116
REC_Solar_REC345PEM_72_XV,REC Solar,0.004053,1.937557,9.654062,2.66E-10,0.373973,888.331116
REC_Solar_REC345PEM_72_XV_BLK,REC Solar,0.004053,1.937557,9.654062,2.66E-10,0.373973,888.331116
REC_Solar_REC345TP_72,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP_72_BLK,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP_72_BLK_Q2,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP_72_BLK_Q3,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP_72_Q2,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP_72_Q3,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP_72_XV,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP_72_XV_BLK,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP_72_XV_BLK_Q2,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP_72_XV_BLK_Q3,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP_72_XV_Q2,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP_72_XV_Q3,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP2S_72,REC Solar,0.00482,2.010981,9.652445,8.49E-10,0.201698,156.244766
REC_Solar_REC345TP2S_72_BLK,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP2S_72_BLK2,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP2S_72_Q2,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP2S_72_Q3,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP2S_72_XV,REC Solar,0.00482,2.010981,9.652445,8.49E-10,0.201698,156.244766
REC_Solar_REC345TP2S_72_XV_BLK,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP2S_72_XV_Q2,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC345TP2S_72_XV_Q3,REC Solar,0.00468,1.986072,9.456461,6.38E-10,0.211612,699.086365
REC_Solar_REC350AA,REC Solar,0.003759,1.504092,10.177226,2.21E-12,0.195978,115.587494
REC_Solar_REC350AA_Black,REC Solar,0.003861,1.511498,10.17697,2.55E-12,0.194156,116.24501
REC_Solar_REC350PEM_72,REC Solar,0.004087,1.939354,9.731584,2.61E-10,0.369351,2269.275635
REC_Solar_REC350PEM_72_BLK,REC Solar,0.004087,1.939354,9.731584,2.61E-10,0.369351,2269.275635
REC_Solar_REC350PEM_72_XV,REC Solar,0.004087,1.939354,9.731584,2.61E-10,0.369351,2269.275635
REC_Solar_REC350PEM_72_XV_BLK,REC Solar,0.004087,1.939354,9.731584,2.61E-10,0.369351,2269.275635
REC_Solar_REC350TP_72,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP_72_BLK,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP_72_BLK_Q2,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP_72_BLK_Q3,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP_72_Q2,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP_72_Q3,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP_72_XV,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP_72_XV_BLK,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP_72_XV_BLK_Q2,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP_72_XV_BLK_Q3,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP_72_XV_Q2,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP_72_XV_Q3,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP2M_72,REC Solar,0.00382,1.789225,9.559308,3.67E-11,0.278175,285.398407
REC_Solar_REC350TP2M_72_Q2,REC Solar,0.00382,1.789225,9.559308,3.67E-11,0.278175,285.398407
REC_Solar_REC350TP2M_72_Q3,REC Solar,0.00382,1.789225,9.559308,3.67E-11,0.278175,285.398407
REC_Solar_REC350TP2S_72,REC Solar,0.00486,2.01983,9.731991,8.58E-10,0.196699,159.450928
REC_Solar_REC350TP2S_72_BLK,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP2S_72_BLK2,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP2S_72_Q2,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP2S_72_Q3,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP2S_72_XV,REC Solar,0.00486,2.01983,9.731991,8.58E-10,0.196699,159.450928
REC_Solar_REC350TP2S_72_XV_BLK,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP2S_72_XV_Q2,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP2S_72_XV_Q3,REC Solar,0.0047,1.990081,9.49455,6.10E-10,0.208468,3595.532959
REC_Solar_REC350TP2SM_72,REC Solar,0.00382,1.789225,9.559308,3.67E-11,0.278175,285.398407
REC_Solar_REC350TP2SM_72_BLK,REC Solar,0.00382,1.789225,9.559308,3.67E-11,0.278175,285.398407
REC_Solar_REC350TP2SM_72_BLK2,REC Solar,0.00382,1.789225,9.559308,3.67E-11,0.278175,285.398407
REC_Solar_REC350TP2SM_72_XV,REC Solar,0.00382,1.789225,9.559308,3.67E-11,0.278175,285.398407
REC_Solar_REC350TP2SM_72_XV_BLK,REC Solar,0.00382,1.789225,9.559308,3.67E-11,0.278175,285.398407
REC_Solar_REC355AA,REC Solar,0.00377,1.511728,10.204828,2.25E-12,0.18102,124.395645
REC_Solar_REC355AA_Black,REC Solar,0.003872,1.519173,10.20459,2.60E-12,0.179195,125.151451
REC_Solar_REC355PEM_72,REC Solar,0.004108,1.94968,9.883498,2.71E-10,0.373075,646.708191
REC_Solar_REC355PEM_72_BLK,REC Solar,0.004108,1.94968,9.883498,2.71E-10,0.373075,646.708191
REC_Solar_REC355PEM_72_XV,REC Solar,0.004108,1.94968,9.883498,2.71E-10,0.373075,646.708191
REC_Solar_REC355PEM_72_XV_BLK,REC Solar,0.004108,1.94968,9.883498,2.71E-10,0.373075,646.708191
REC_Solar_REC355TP_72,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP_72_BLK,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP_72_BLK_Q2,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP_72_BLK_Q3,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP_72_Q2,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP_72_Q3,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP_72_XV,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP_72_XV_BLK,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP_72_XV_BLK_Q2,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP_72_XV_BLK_Q3,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP_72_XV_Q2,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP_72_XV_Q3,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP2M_72,REC Solar,0.00386,1.799151,9.660307,3.83E-11,0.271909,254.564957
REC_Solar_REC355TP2M_72_Q2,REC Solar,0.00386,1.799151,9.660307,3.83E-11,0.271909,254.564957
REC_Solar_REC355TP2M_72_Q3,REC Solar,0.00386,1.799151,9.660307,3.83E-11,0.271909,254.564957
REC_Solar_REC355TP2S_72,REC Solar,0.00489,2.022945,9.789578,8.55E-10,0.181928,185.747391
REC_Solar_REC355TP2S_72_BLK,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP2S_72_BLK2,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP2S_72_Q2,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP2S_72_Q3,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP2S_72_XV,REC Solar,0.00489,2.022945,9.789578,8.55E-10,0.181928,185.747391
REC_Solar_REC355TP2S_72_XV_BLK,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP2S_72_XV_Q2,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP2S_72_XV_Q3,REC Solar,0.00472,2.003265,9.632859,6.83E-10,0.189646,586.220154
REC_Solar_REC355TP2SM_72,REC Solar,0.00386,1.799151,9.660307,3.83E-11,0.271909,254.564957
REC_Solar_REC355TP2SM_72_BLK,REC Solar,0.00386,1.799151,9.660307,3.83E-11,0.271909,254.564957
REC_Solar_REC355TP2SM_72_BLK2,REC Solar,0.00386,1.799151,9.660307,3.83E-11,0.271909,254.564957
REC_Solar_REC355TP2SM_72_XV,REC Solar,0.00386,1.799151,9.660307,3.83E-11,0.271909,254.564957
REC_Solar_REC355TP2SM_72_XV_BLK,REC Solar,0.00386,1.799151,9.660307,3.83E-11,0.271909,254.564957
REC_Solar_REC360AA,REC Solar,0.003785,1.518288,10.242322,2.41E-12,0.155403,129.012314
REC_Solar_REC360AA_Black,REC Solar,0.003887,1.525772,10.242102,2.77E-12,0.153571,129.815994
REC_Solar_REC360PEM_72,REC Solar,0.004133,1.956364,9.941765,2.68E-10,0.367607,1085.889526
REC_Solar_REC360PEM_72_BLK,REC Solar,0.004133,1.956364,9.941765,2.68E-10,0.367607,1085.889526
REC_Solar_REC360PEM_72_XV,REC Solar,0.004133,1.956364,9.941765,2.68E-10,0.367607,1085.889526
REC_Solar_REC360PEM_72_XV_BLK,REC Solar,0.004133,1.956364,9.941765,2.68E-10,0.367607,1085.889526
REC_Solar_REC360TP2M_72,REC Solar,0.003896,1.808073,9.750594,3.94E-11,0.266179,244.720261
REC_Solar_REC360TP2M_72_Q2,REC Solar,0.003896,1.808073,9.750594,3.94E-11,0.266179,244.720261
REC_Solar_REC360TP2M_72_Q3,REC Solar,0.003896,1.808073,9.750594,3.94E-11,0.266179,244.720261
REC_Solar_REC360TP2SM_72,REC Solar,0.003701,1.797627,9.750853,3.38E-11,0.268687,241.141876
REC_Solar_REC360TP2SM_72_BLK,REC Solar,0.003701,1.797627,9.750853,3.38E-11,0.268687,241.141876
REC_Solar_REC360TP2SM_72_BLK2,REC Solar,0.003896,1.808073,9.750594,3.94E-11,0.266179,244.720261
REC_Solar_REC360TP2SM_72_XV,REC Solar,0.003701,1.797627,9.750853,3.38E-11,0.268687,241.141876
REC_Solar_REC360TP2SM_72_XV_BLK,REC Solar,0.003701,1.797627,9.750853,3.38E-11,0.268687,241.141876
REC_Solar_REC365AA,REC Solar,0.003796,1.525887,10.270339,2.45E-12,0.140846,139.771622
REC_Solar_REC365AA_Black,REC Solar,0.003899,1.533409,10.270137,2.83E-12,0.139011,140.708267
REC_Solar_REC365PEM_72,REC Solar,0.004158,1.970038,10.00217,2.75E-10,0.360469,1137.034546
