"United States","Trucking","WERN","Werner Enterprises Inc"
"United States","Packaging & Containers","WRK","Westrock Co"
"United States","Integrated Freight & Logistics","XPO","XPO Logistics Inc"
"Germany","Auto Parts","ZIL2.DE","ElringKlinger AG"
"United States","Auto Manufacturers","f","Ford Motor Co"
"Germany","Airports & Air Services","fra.de","Fraport AG Frankfurt Airport Services Worldwide"
"Germany","Auto Parts","hle.de","Hella GmbH & Co KGaA"
"Denmark","Marine Shipping","maersk-b.co","AP Moller - Maersk A/S"
"Austria","Integrated Freight & Logistics","post.vi","Oesterreichische Post AG"
"Germany","Auto Parts","vbx.de","Voltabox AG"
"United States","Auto Parts","vc","Visteon Corp"
"Germany","Auto Manufacturers","vow3.de","Volkswagen AG"
"country","industry","ticker","virksomhed"
"Germany","Farm & Heavy Construction Machinery","8TRA.DE","Traton SE"
"Sweden","Packaged Foods","AAK.ST","AAK AB"
"United States","Farm Products","ADM","Archer-Daniels-Midland Co"
"United States","Farm & Heavy Construction Machinery","AGCO","AGCO Corp"
"Austria","Packaged Foods","AGR.VI","Agrana Beteiligungs AG"
"United States","Farm & Heavy Construction Machinery","ASTE","Astec Industries Inc"
"Finland","Packaged Foods","ATRAV.HE","Atria Oyj"
"Germany","Household & Personal Products","BEI.DE","Beiersdorf AG"
"United States","Beverages—Wineries & Distilleries","BF-B","Brown-Forman Corp"
"United States","Packaged Foods","BGS","B&G Foods Inc"
"United States","Packaged Foods","BYND","Beyond Meat Inc"
"United States","Packaged Foods","CAG","Conagra Brands Inc"
"United States","Farm Products","CALM","Cal-Maine Foods Inc"
"Denmark","Beverages—Brewers","CARL-B.CO","Carlsberg AS"
"United States","Farm & Heavy Construction Machinery","CAT","Caterpillar Inc"
"United Kingdom","Beverages—Non-Alcoholic","CCEP","Coca-Cola European Partners PLC"
"United States","Packaged Foods","CENTA","Central Garden & Pet Co"
"United States","Household & Personal Products","CHD","Church & Dwight Co Inc"
"United States","Household & Personal Products","CL","Colgate-Palmolive Co"
"Sweden","Confectioners","CLA-B.ST","Cloetta AB"
"United States","Household & Personal Products","CLX","Clorox Co/The"
"United States","Household & Personal Products","COTY","Coty Inc"
"United States","Packaged Foods","CPB","Campbell Soup Co"
"United States","Agricultural Inputs","CTVA","Corteva Inc"
"United States","Packaged Foods","CVGW","Calavo Growers Inc"
"United States","Packaged Foods","DAR","Darling Ingredients Inc"
"United States","Farm & Heavy Construction Machinery","DE","Deere & Co"
"Sweden","Household & Personal Products","DUNI.ST","Duni AB"
"United States","Household & Personal Products","EL","Estee Lauder Cos Inc/The"
"United States","Household & Personal Products","EPC","Edgewell Personal Care Co"
"Sweden","Farm & Heavy Construction Machinery","EPI-B.ST","Epiroc AB"
"Sweden","Household & Personal Products","ESSITY-A.ST","Essity AB"
"Cayman Islands","Farm Products","FDP","Fresh Del Monte Produce Inc"
"United States","Beverages—Non-Alcoholic","FIZZ","National Beverage Corp"
"United States","Packaged Foods","FLO","Flowers Foods Inc"
"United States","Packaged Foods","FRPT","Freshpet Inc"
"United States","Packaged Foods","GIS","General Mills Inc"
"United States","Packaged Foods","HAIN","Hain Celestial Group Inc/The"
"United States","Household & Personal Products","HELE","Helen of Troy Ltd"
"Germany","Household & Personal Products","HEN3.DE","Henkel AG & Co KGaA"
"United States","Packaged Foods","HLF","Herbalife Nutrition Ltd"
"United States","Packaged Foods","HRL","Hormel Foods Corp"
"United States","Confectioners","HSY","Hershey Co/The"
"United States","Farm & Heavy Construction Machinery","HY","Hyster-Yale Materials Handling Inc"
"United States","Farm & Heavy Construction Machinery","HYFM","Hydrofarm Holdings Group Inc"
"United States","Farm & Heavy Construction Machinery","IDEX","IDEX Corp"
"United States","Packaged Foods","INGR","Ingredion Inc"
"United States","Household & Personal Products","IPAR","Inter Parfums Inc"
"United States","Packaged Foods","JJSF","J & J Snack Foods Corp"
"Finland","Farm & Heavy Construction Machinery","KCR.HE","Konecranes Oyj"
"United States","Beverages—Non-Alcoholic","KDP","Keurig Dr Pepper Inc"
"Germany","Farm & Heavy Construction Machinery","KGX.DE","KION Group AG"
"United States","Packaged Foods","KHC","Kraft Heinz Co/The"
"United States","Household & Personal Products","KMB","Kimberly-Clark Corp"
"United States","Beverages—Non-Alcoholic","KO","Coca-Cola Co/The"
"Germany","Farm Products","KWS.DE","KWS Saat SE & Co KGaA"
"United States","Packaged Foods","LANC","Lancaster Colony Corp"
"United States","Packaged Foods","LNDC","Landec Corp"
"United States","Farm & Heavy Construction Machinery","LNN","Lindsay Corp"
"United States","Packaged Foods","LW","Lamb Weston Holdings Inc"
"Germany","Farm & Heavy Construction Machinery","MAN.DE","MAN SE"
"United States","Confectioners","MDLZ","Mondelez International Inc"
"United States","Agricultural Inputs","MGPI","MGP Ingredients Inc"
"United States","Packaged Foods","MKC","McCormick & Co Inc/MD"
"Germany","Restaurants","MMM.AX","Marley Spoon AG"
"United States","Beverages—Non-Alcoholic","MNST","Monster Beverage Corp"
"Finland","Farm & Heavy Construction Machinery","MOCORP.HE","Metso Outotec Oyj"
"United States","Farm & Heavy Construction Machinery","MTW","Manitowoc Co Inc/The"
"United States","Farm & Heavy Construction Machinery","NAV","Navistar International Corp"
"United Kingdom","Packaged Foods","NOMD","Nomad Foods Ltd"
"United States","Household & Personal Products","NUS","Nu Skin Enterprises Inc"
"United States","Household & Personal Products","NWL","Newell Brands Inc"
"United States","Farm & Heavy Construction Machinery","OSK","Oshkosh Corp"
"Austria","Farm & Heavy Construction Machinery","PAL.VI","Palfinger AG"
"United States","Farm & Heavy Construction Machinery","PCAR","PACCAR Inc"
"United States","Beverages—Non-Alcoholic","PEP","PepsiCo Inc"
"United States","Household & Personal Products","PG","Procter & Gamble Co/The"
"Finland","Farm & Heavy Construction Machinery","PON1V.HE","Ponsse Oyj"
"United States","Packaged Foods","POST","Post Holdings Inc"
"United States","Packaged Foods","PPC","Pilgrim's Pride Corp"
"Finland","Packaged Foods","RAIVV.HE","Raisio Oyj"
"Denmark","Beverages—Brewers","RBREW.CO","Royal Unibrew A/S"
"United States","Beverages—Brewers","SAM","Boston Beer Co Inc/The"
"Sweden","Packaged Foods","SCST.ST","Scandi Standard AB"
"United States","Packaged Foods","SJM","J M Smucker Co/The"
"United States","Household & Personal Products","SPB","Spectrum Brands Holdings Inc"
"United States","Beverages—Wineries & Distilleries","STZ","Constellation Brands Inc"
"Germany","Packaged Foods","SZU.DE","Suedzucker AG"
"United States","Farm & Heavy Construction Machinery","TEX","Terex Corp"
"United States","Packaged Foods","THS","TreeHouse Foods Inc"
"United States","Confectioners","TR","Tootsie Roll Industries Inc"
"United States","Farm Products","TSN","Tyson Foods Inc"
"United States","Packaged Foods","TWNK","Hostess Brands Inc"
"United States","Food Distribution","USFD","US Foods Holding Corp"
"United States","Household & Personal Products","USNA","USANA Health Sciences Inc"
"Sweden","Farm & Heavy Construction Machinery","VOLV-B.ST","Volvo AB"
"Germany","Farm & Heavy Construction Machinery","WAC.DE","Wacker Neuson SE"
"United States","Farm Products","bg","Bunge Ltd"
"United States","Beverages—Non-Alcoholic","coke","Coca-Cola Consolidated Inc"
"United States","Packaged Foods","k","Kellogg Co"
"United States","Beverages—Brewers","tap","Molson Coors Beverage Co"
"country","industry","ticker","virksomhed"
"United States","Building Products & Equipment","AAON","AAON Inc"
"United States","Electrical Equipment & Parts","AEIS","Advanced Energy Industries Inc"
"United States","Utilities—Regulated Electric","AGR","Avangrid Inc"
"United States","Specialty Industrial Machinery","AIMC","Altra Industrial Motion Corp"
"Sweden","Specialty Industrial Machinery","ALFA.ST","Alfa Laval AB"
"Germany","Specialty Industrial Machinery","AM3D.DE","SLM Solutions Group AG"
"United States","Specialty Industrial Machinery","AME","AMETEK Inc"
"United States","Specialty Industrial Machinery","AOS","A O Smith Corp"
"United States","Electronic Components","APH","Amphenol Corp"
"United States","Building Products & Equipment","APOG","Apogee Enterprises Inc"
"United States","Solar","ARRY","Array Technologies Inc"
"Sweden","Specialty Industrial Machinery","ATCO-A.ST","Atlas Copco AB"
"United States","Electrical Equipment & Parts","ATKR","Atkore International Group Inc"
"United States","Utilities—Regulated Gas","ATO","Atmos Energy Corp"
"United States","Building Products & Equipment","AWI","Armstrong World Industries Inc"
"United States","Utilities—Regulated Water","AWK","American Water Works Co Inc"
"United States","Utilities—Regulated Water","AWR","American States Water Co"
"United Kingdom","Utilities—Renewable","AY","Atlantica Sustainable Infrastructure PLC"
"United States","Electrical Equipment & Parts","AYI","Acuity Brands Inc"
"United States","Electrical Equipment & Parts","AZZ","AZZ Inc"
"United States","Lumber & Wood Production","BCC","Boise Cascade Co"
"United States","Building Products & Equipment","BECN","Beacon Roofing Supply Inc"
"Sweden","Specialty Industrial Machinery","BEIJ-B.ST","Beijer Ref AB"
"Bermuda","Utilities—Renewable","BEP","Brookfield Renewable Corp"
"Sweden","Tools & Accessories","BERG-B.ST","Bergman & Beving AB"
"Luxembourg","Waste Management","BFSA.DE","Befesa SA"
"United States","Electronic Components","BHE","Benchmark Electronics Inc"
"United States","Electrical Equipment & Parts","BMI","Badger Meter Inc"
"Sweden","Residential Construction","BONAV-B.ST","Bonava AB"
"United States","Building Products & Equipment","CARR","Carrier Global Corp"
"United States","Residential Construction","CCS","Century Communities Inc"
"United States","Specialty Industrial Machinery","CFX","Colfax Corp"
"Finland","Specialty Industrial Machinery","CGCBV.HE","Cargotec Oyj"
"United States","Waste Management","CLH","Clean Harbors Inc"
"United States","Specialty Industrial Machinery","CMI","Cummins Inc"
"United States","Utilities—Regulated Electric","CMS","CMS Energy Corp"
"United States","Utilities—Regulated Electric","CNP","CenterPoint Energy Inc"
"United States","Building Products & Equipment","CNR","Cornerstone Building Brands Inc"
"Sweden","Specialty Industrial Machinery","COIC.ST","Concentric AB"
"United States","Specialty Industrial Machinery","CR","Crane Co"
"United States","Building Products & Equipment","CSL","Carlisle Cos Inc"
"United States","Specialty Industrial Machinery","CSWI","CSW Industrials Inc"
"United States","Electronic Components","CTS","CTS Corp"
"United States","Waste Management","CVA","Covanta Holding Corp"
"United States","Residential Construction","CVCO","Cavco Industries Inc"
"United States","Specialty Industrial Machinery","CW","Curtiss-Wright Corp"
"United States","Utilities—Renewable","CWEN","Clearway Energy Inc"
"United States","Waste Management","CWST","Casella Waste Systems Inc"
"United States","Utilities—Regulated Water","CWT","California Water Service Group"
"United States","Utilities—Regulated Electric","D","Dominion Energy Inc"
"United States","Specialty Industrial Machinery","DCI","Donaldson Co Inc"
"Germany","Specialty Industrial Machinery","DEZ.DE","Deutz AG"
"United States","Residential Construction","DHI","DR Horton Inc"
"United States","Building Products & Equipment","DOOR","Masonite International Corp"
"Germany","Specialty Industrial Machinery","DUE.DE","Duerr AG"
"United States","Waste Management","ECOL","US Ecology Inc"
"Germany","Utilities—Renewable","ECV.DE","Encavis AG"
"United States","Utilities—Regulated Electric","ED","Consolidated Edison Inc"
"United States","Utilities—Regulated Electric","EIX","Edison International"
"United States","Specialty Industrial Machinery","EMR","Emerson Electric Co"
"United States","Solar","ENPH","Enphase Energy Inc"
"Germany","Utilities—Independent Power Producers","ENR.DE","Siemens Energy AG"
"United States","Electrical Equipment & Parts","ENR","Energizer Holdings Inc"
"United States","Electrical Equipment & Parts","ENS","EnerSys"
"Germany","Utilities—Diversified","EOAN.DE","E.ON SE"
"United States","Specialty Industrial Machinery","EPAC","Enerpac Tool Group Corp"
"United States","Utilities—Regulated Electric","ES","Eversource Energy"
"Ireland","Specialty Industrial Machinery","ETN","Eaton Corp PLC"
"United States","Utilities—Regulated Electric","ETR","Entergy Corp"
"Austria","Utilities—Diversified","EVN.VI","EVN AG"
"United States","Utilities—Diversified","EXC","Exelon Corp"
"United States","Electrical Equipment & Parts","FCEL","FuelCell Energy Inc"
"United States","Specialty Industrial Machinery","FELE","Franklin Electric Co Inc"
"Singapore","Electronic Components","FLEX","Flex Ltd"
"United States","Specialty Industrial Machinery","FLOW","SPX FLOW Inc"
"Denmark","Specialty Industrial Machinery","FLS.CO","FLSmidth & Co A/S"
"Finland","Utilities—Renewable","FORTUM.HE","Fortum Oyj"
"Finland","Home Improvement Retail","FSKRS.HE","Fiskars OYJ Abp"
"United States","Solar","FSLR","First Solar Inc"
"Germany","Specialty Industrial Machinery","G1A.DE","GEA Group AG"
"United States","Specialty Industrial Machinery","GE","General Electric Co"
"United States","Tools & Accessories","GFF","Griffon Corp"
"United States","Specialty Industrial Machinery","GGG","Graco Inc"
"Germany","Tools & Accessories","GIL.DE","DMG Mori AG"
"United States","Electronic Components","GLW","Corning Inc"
"United States","Specialty Industrial Machinery","GNRC","Generac Holdings Inc"
"United States","Specialty Industrial Machinery","GTLS","Chart Industries Inc"
"United States","Utilities—Diversified","HE","Hawaiian Electric Industries Inc"
"United States","Specialty Industrial Machinery","HI","Hillenbrand Inc"
"United States","Specialty Industrial Machinery","HLIO","Helios Technologies Inc"
"United States","Specialty Industrial Machinery","HSC","Harsco Corp"
"United States","Electrical Equipment & Parts","HUBB","Hubbell Inc"
"Sweden","Tools & Accessories","HUSQ-B.ST","Husqvarna AB"
"United States","Specialty Industrial Machinery","HWM","Howmet Aerospace Inc"
"United States","Building Products & Equipment","IBP","Installed Building Products Inc"
"Sweden","Building Products & Equipment","INWI.ST","Inwido AB"
"United States","Specialty Industrial Machinery","IR","Ingersoll Rand Inc"
"United States","Specialty Industrial Machinery","ITT","ITT Inc"
"United States","Specialty Industrial Machinery","ITW","Illinois Tool Works Inc"
"United States","Electronic Components","JBL","Jabil Inc"
"United States","Specialty Industrial Machinery","JBT","John Bean Technologies Corp"
"United States","Building Products & Equipment","JELD","JELD-WEN Holding Inc"
"United States","Residential Construction","KBH","KB Home"
"United States","Tools & Accessories","KMT","Kennametal Inc"
"Germany","Specialty Industrial Machinery","KRN.DE","Krones AG"
"Israel","Specialty Industrial Machinery","KRNT","Kornit Digital Ltd"
"Germany","Specialty Industrial Machinery","KSB.DE","KSB SE & Co KGaA"
"Finland","Waste Management","LAT1V.HE","Lassila & Tikanoja Oyj"
"United States","Specialty Industrial Machinery","LDL","Lydall Inc"
"United States","Tools & Accessories","LECO","Lincoln Electric Holdings Inc"
"United States","Residential Construction","LEN","Lennar Corp"
"Germany","Electrical Equipment & Parts","LEO.DE","Leoni AG"
"United States","Home Improvement Retail","LESL","Leslie's Inc"
"United States","Electronic Components","LFUS","Littelfuse Inc"
"United States","Residential Construction","LGIH","LGI Homes Inc"
"Sweden","Building Products & Equipment","LIAB.ST","Lindab International AB"
"United States","Specialty Industrial Machinery","LII","Lennox International Inc"
"Germany","Specialty Industrial Machinery","LPK.DE","LPKF Laser & Electronics AG"
"United States","Building Products & Equipment","LPX","Louisiana-Pacific Corp"
"Germany","Electronic Components","M5Z.DE","Manz AG"
"United States","Building Products & Equipment","MAS","Masco Corp"
"Singapore","Solar","MAXN","Maxeon Solar Technologies Ltd"
"United States","Residential Construction","MDC","MDC Holdings Inc"
"United States","Electronic Components","MEI","Methode Electronics Inc"
"United States","Specialty Industrial Machinery","MIDD","Middleby Corp/The"
"United States","Specialty Industrial Machinery","MMM","3M Co"
"United States","Residential Construction","MTH","Meritage Homes Corp"
"United States","Specialty Industrial Machinery","MWA","Mueller Water Products Inc"
"Sweden","Electronic Components","MYCR.ST","Mycronic AB"
"United States","Specialty Industrial Machinery","NDSN","Nordson Corp"
"Germany","Specialty Industrial Machinery","NDX1.DE","Nordex SE"
"United States","Utilities—Regulated Electric","NEE","NextEra Energy Inc"
"United States","Utilities—Regulated Gas","NFE","New Fortress Energy Inc"
"United States","Utilities—Regulated Gas","NI","NiSource Inc"
"Sweden","Building Products & Equipment","NIBE-B.ST","Nibe Industrier AB"
"United States","Utilities—Regulated Gas","NJR","New Jersey Resources Corp"
"Denmark","Electrical Equipment & Parts","NKT.CO","NKT A/S"
"Denmark","Specialty Industrial Machinery","NLFSK.CO","Nilfisk Holding A/S"
"United States","Solar","NOVA","Sunnova Energy International Inc"
"United States","Specialty Industrial Machinery","NPO","EnPro Industries Inc"
"United States","Residential Construction","NVR","NVR Inc"
"United Kingdom","Electrical Equipment & Parts","NVT","nVent Electric PLC"
"United States","Utilities—Diversified","NWE","NorthWestern Corp"
"Sweden","Building Products & Equipment","NWG.ST","Nordic Waterproofing Holding AB"
"United States","Utilities—Regulated Gas","NWN","Northwest Natural Holding Co"
"United States","Building Products & Equipment","NX","Quanex Building Products Corp"
"United States","Building Products & Equipment","OC","Owens Corning"
"United States","Utilities—Regulated Electric","OGE","OGE Energy Corp"
"United States","Utilities—Regulated Gas","OGS","ONE Gas Inc"
"United States","Utilities—Renewable","ORA","Ormat Technologies Inc"
"Denmark","Utilities—Renewable","ORSTED.CO","Orsted AS"
"United States","Electronic Components","OSIS","OSI Systems Inc"
"Germany","Electrical Equipment & Parts","OSR.DE","OSRAM Licht AG"
"United States","Specialty Industrial Machinery","OTIS","Otis Worldwide Corp"
"United States","Utilities—Regulated Electric","PCG","PG&E Corp"
"United States","Utilities—Diversified","PEG","Public Service Enterprise Group Inc"
"Germany","Specialty Industrial Machinery","PFV.DE","Pfeiffer Vacuum Technology AG"
"United States","Specialty Industrial Machinery","PH","Parker-Hannifin Corp"
"United States","Residential Construction","PHM","PulteGroup Inc"
"United States","Electrical Equipment & Parts","PLUG","Plug Power Inc"
"United States","Electronic Components","PLXS","Plexus Corp"
"United Kingdom","Specialty Industrial Machinery","PNR","Pentair PLC"
"United States","Utilities—Regulated Electric","PNW","Pinnacle West Capital Corp"
"United States","Utilities—Regulated Electric","POR","Portland General Electric Co"
"United States","Utilities—Regulated Electric","PPL","PPL Corp"
"United States","Specialty Industrial Machinery","PSN","Parsons Corp"
"United States","Specialty Industrial Machinery","RAVN","Raven Industries Inc"
"United States","Specialty Industrial Machinery","RBC","Regal Beloit Corp"
"Denmark","Building Products & Equipment","ROCK-B.CO","ROCKWOOL International A/S"
"United States","Building Products & Equipment","ROCK","Gibraltar Industries Inc"
"United States","Electronic Components","ROG","Rogers Corp"
"United States","Specialty Industrial Machinery","ROK","Rockwell Automation Inc"
"United States","Specialty Industrial Machinery","ROP","Roper Technologies Inc"
"United States","Waste Management","RSG","Republic Services Inc"
"United States","Solar","RUN","Sunrun Inc"
"United States","Specialty Industrial Machinery","RXN","Rexnord Corp"
"Germany","Solar","S92.DE","SMA Solar Technology AG"
"Sweden","Specialty Industrial Machinery","SAND.ST","Sandvik AB"
"United States","Electronic Components","SANM","Sanmina Corp"
"Israel","Solar","SEDG","SolarEdge Technologies Inc"
"Austria","Specialty Industrial Machinery","SEM.VI","Semperit AG Holding"
"Germany","Specialty Industrial Machinery","SIE.DE","Siemens AG"
"United States","Utilities—Diversified","SJI","South Jersey Industries Inc"
"United States","Utilities—Regulated Water","SJW","SJW Group"
"Germany","Specialty Industrial Machinery","SKB.DE","Koenig & Bauer AG"
"Sweden","Tools & Accessories","SKF-B.ST","SKF AB"
"United States","Tools & Accessories","SNA","Snap-on Inc"
"United States","Utilities—Regulated Electric","SO","Southern Co/The"
"United States","Solar","SPWR","SunPower Corp"
"United States","Specialty Industrial Machinery","SPXC","SPX Corp"
"United States","Utilities—Regulated Gas","SR","Spire Inc"
"United States","Waste Management","SRCL","Stericycle Inc"
"United States","Utilities—Diversified","SRE","Sempra Energy"
"United States","Building Products & Equipment","SSD","Simpson Manufacturing Co Inc"
"Luxembourg","Specialty Industrial Machinery","STM.DE","Stabilus SA"
"Germany","Building Products & Equipment","STO3.DE","STO SE & Co KGaA"
"United States","Tools & Accessories","SWK","Stanley Black & Decker Inc"
"United States","Utilities—Regulated Gas","SWX","Southwest Gas Holdings Inc"
"United States","Specialty Industrial Machinery","SXI","Standex International Corp"
"Switzerland","Electronic Components","TEL","TE Connectivity Ltd"
"United States","Tools & Accessories","TKR","Timken Co/The"
"United States","Residential Construction","TMHC","Taylor Morrison Home Corp"
"United States","Specialty Industrial Machinery","TNC","Tennant Co"
"United States","Residential Construction","TOL","Toll Brothers Inc"
"United States","Residential Construction","TPH","TRI Pointe Group Inc"
"Sweden","Specialty Industrial Machinery","TREL-B.ST","Trelleborg AB"
"United States","Building Products & Equipment","TREX","Trex Co Inc"
"United States","Specialty Industrial Machinery","TRS","TriMas Corp"
"Ireland","Specialty Industrial Machinery","TT","Trane Technologies PLC"
"United States","Tools & Accessories","TTC","Toro Co/The"
"United States","Electronic Components","TTMI","TTM Technologies Inc"
"United States","Utilities—Regulated Gas","UGI","UGI Corp"
"Germany","Utilities—Independent Power Producers","UN01.DE","Uniper SE"
"Finland","Building Products & Equipment","UPONOR.HE","Uponor Oyj"
"Finland","Specialty Industrial Machinery","VALMT.HE","Valmet Oyj"
"Germany","Electrical Equipment & Parts","VAR1.DE","Varta AG"
"Germany","Utilities—Independent Power Producers","VBK.DE","VERBIO Vereinigte BioEnergie AG"
"Austria","Utilities—Renewable","VER.VI","Verbund AG"
"Denmark","Specialty Industrial Machinery","VWS.CO","Vestas Wind Systems A/S"
"United States","Specialty Industrial Machinery","WBT","Welbilt Inc"
"United States","Electrical Equipment & Parts","WIRE","Encore Wire Corp"
"United States","Waste Management","WM","Waste Management Inc"
"United States","Building Products & Equipment","WMS","Advanced Drainage Systems Inc"
"Finland","Specialty Industrial Machinery","WRT1V.HE","Wartsila OYJ Abp"
"United States","Utilities—Regulated Water","WTRG","Essential Utilities Inc"
"United States","Specialty Industrial Machinery","WTS","Watts Water Technologies Inc"
"United States","Specialty Industrial Machinery","XYL","Xylem Inc/NY"
"United States","Utilities—Regulated Water","YORW","York Water Co/The"
"Austria","Electrical Equipment & Parts","ZAG.VI","Zumtobel Group AG"
"United States","Utilities—Diversified","ava","Avista Corp"
"United States","Specialty Industrial Machinery","b","Barnes Group Inc"
"United States","Electrical Equipment & Parts","bdc","Belden Inc"
"United States","Electrical Equipment & Parts","be","Bloom Energy Corp"
"United States","Building Products & Equipment","bldr","Builders FirstSource Inc"
"Germany","Utilities—Renewable","ekt.de","Energiekontor AG"
"United States","Specialty Industrial Machinery","fls","Flowserve Corp"
"Germany","Specialty Industrial Machinery","hdd.de","Heidelberger Druckmaschinen AG"
"Germany","Diversified Machinery","hg1.de","Homag Group AG"
"Germany","Electronic Components","jen.de","Jenoptik AG"
"Germany","Specialty Industrial Machinery","jst.de","JOST Werke AG"
"Germany","Specialty Industrial Machinery","jun3.de","Jungheinrich AG"
"United States","Electronic Components","vicr","Vicor Corp"
