rid,gen_name,country,date,month,year,period,output,capacity_ofgem,capacity_ref,capacity_is,cap_mw,days_month,max_output,load_factor,start,smonth,syear,speriod,mage,yage,decc_wind,nasa_wind,nasa_LF,performance,WC_LF
R00001RQWA_A,Hafoty Ucha 1,WA,2002-04,4,2002,268,150,600,,,0.6,30,432,34.722222,1998-09,9,1998,225,43,3,4.701482,6.642134,31.841677,1.090465,35.398513
R00001RQWA_A,Hafoty Ucha 1,WA,2002-05,5,2002,269,191,600,,,0.6,31,446.4,42.786738,1998-09,9,1998,225,44,3,5.113346,7.142074,37.079715,1.153912,37.45812
R00001RQWA_A,Hafoty Ucha 1,WA,2002-06,6,2002,270,168,600,,,0.6,30,432,38.888889,1998-09,9,1998,225,45,3,5.07538,6.716851,31.468273,1.235813,40.116778
R00001RQWA_A,Hafoty Ucha 1,WA,2002-07,7,2002,271,87,600,,,0.6,31,446.4,19.489247,1998-09,9,1998,225,46,3,3.614049,4.898353,16.869298,1.155309,37.50347
R00001RQWA_A,Hafoty Ucha 1,WA,2002-08,8,2002,272,68,600,,,0.6,31,446.4,15.232975,1998-09,9,1998,225,47,3,3.237913,4.465051,13.680205,1.113505,36.146434
R00001RQWA_A,Hafoty Ucha 1,WA,2002-09,9,2002,273,41,600,,,0.6,30,432,9.490741,1998-09,9,1998,225,48,3,3.174997,4.748869,14.636244,0.648441,21.049596
R00001RQWA_A,Hafoty Ucha 1,WA,2002-10,10,2002,274,128,600,,,0.6,31,446.4,28.673835,1998-09,9,1998,225,49,4,4.30199,6.802308,31.786084,0.902088,29.283447
R00001RQWA_A,Hafoty Ucha 1,WA,2002-11,11,2002,275,189,600,,,0.6,30,432,43.75,1998-09,9,1998,225,50,4,4.875416,7.614357,41.23145,1.061083,34.444719
R00001RQWA_A,Hafoty Ucha 1,WA,2002-12,12,2002,276,156,600,,,0.6,31,446.4,34.946237,1998-09,9,1998,225,51,4,4.344355,7.413744,37.988706,0.919911,29.862015
R00001RQWA_A,Hafoty Ucha 1,WA,2003-01,1,2003,277,225,600,,,0.6,31,446.4,50.403226,1998-09,9,1998,225,52,4,5.769031,8.48612,48.494975,1.039349,33.739193
R00001RQWA_A,Hafoty Ucha 1,WA,2003-02,2,2003,278,145,600,,,0.6,28,403.2,35.962302,1998-09,9,1998,225,53,4,4.55484,7.368917,38.63834,0.930741,30.213576
R00001RQWA_A,Hafoty Ucha 1,WA,2003-03,3,2003,279,127,600,,,0.6,31,446.4,28.449821,1998-09,9,1998,225,54,4,4.462239,6.543408,30.954875,0.919074,29.834844
R00001RQWA_A,Hafoty Ucha 1,WA,2003-04,4,2003,280,146,600,,,0.6,30,432,33.796296,1998-09,9,1998,225,55,4,4.386565,6.463995,30.852428,1.095418,35.559297
R00001RQWA_A,Hafoty Ucha 1,WA,2003-05,5,2003,281,190,600,,,0.6,31,446.4,42.562724,1998-09,9,1998,225,56,4,5.137397,7.194563,36.956468,1.151699,37.386282
R00001RQWA_A,Hafoty Ucha 1,WA,2003-06,6,2003,282,102,600,,,0.6,30,432,23.611111,1998-09,9,1998,225,57,4,4.411927,5.669361,23.769742,0.993326,32.245201
R00001RQWA_A,Hafoty Ucha 1,WA,2003-07,7,2003,283,105,600,,,0.6,31,446.4,23.521505,1998-09,9,1998,225,58,4,4.386719,5.909467,24.118759,0.975237,31.657999
R00001RQWA_A,Hafoty Ucha 1,WA,2003-08,8,2003,284,42,600,,,0.6,31,446.4,9.408602,1998-09,9,1998,225,59,4,3.644325,4.463544,12.862911,0.731452,23.744286
R00001RQWA_A,Hafoty Ucha 1,WA,2003-09,9,2003,285,76,600,,,0.6,30,432,17.592593,1998-09,9,1998,225,60,4,3.689081,4.947043,17.834021,0.986463,32.022416
R00001RQWA_A,Hafoty Ucha 1,WA,2003-10,10,2003,286,124,600,,,0.6,31,446.4,27.777778,1998-09,9,1998,225,61,5,4.388159,6.827553,33.424658,0.831056,26.977617
R00001RQWA_A,Hafoty Ucha 1,WA,2003-11,11,2003,287,180,600,,,0.6,30,432,41.666667,1998-09,9,1998,225,62,5,5.146193,7.663842,41.673113,0.999845,32.45682
R00001RQWA_A,Hafoty Ucha 1,WA,2003-12,12,2003,288,154,600,,,0.6,31,446.4,34.498208,1998-09,9,1998,225,63,5,4.659015,7.250581,37.292924,0.92506,30.029161
R00001RQWA_A,Hafoty Ucha 1,WA,2004-01,1,2004,289,223,600,,,0.6,31,446.4,49.955197,1998-09,9,1998,225,64,5,5.256156,8.54522,48.741602,1.024899,33.270119
R00001RQWA_A,Hafoty Ucha 1,WA,2004-02,2,2004,290,143,600,,,0.6,29,417.6,34.243295,1998-09,9,1998,225,65,5,4.847713,7.292317,37.23985,0.919534,29.849776
R00001RQWA_A,Hafoty Ucha 1,WA,2004-03,3,2004,291,164,600,,,0.6,31,446.4,36.738351,1998-09,9,1998,225,66,5,4.962099,7.277024,37.151996,0.988866,32.100422
R00001RQWA_A,Hafoty Ucha 1,WA,2004-04,4,2004,292,152,600,,,0.6,30,432,35.185185,1998-09,9,1998,225,67,5,4.79259,6.323121,30.578966,1.150634,37.35171
R00001RQWA_A,Hafoty Ucha 1,WA,2004-05,5,2004,293,56,600,,,0.6,31,446.4,12.544803,1998-09,9,1998,225,68,5,3.531352,4.227734,12.364069,1.014618,32.936379
R00001RQWA_A,Hafoty Ucha 1,WA,2004-06,6,2004,294,149,600,,,0.6,30,432,34.490741,1998-09,9,1998,225,69,5,4.49501,6.218615,27.901587,1.236157,40.127945
R00001RQWA_A,Hafoty Ucha 1,WA,2004-07,7,2004,295,96,600,,,0.6,31,446.4,21.505376,1998-09,9,1998,225,70,5,3.918472,5.500586,21.561296,0.997406,32.377646
R00001RQWA_A,Hafoty Ucha 1,WA,2004-08,8,2004,296,87,600,,,0.6,31,446.4,19.489247,1998-09,9,1998,225,71,5,3.801153,5.375088,21.754456,0.895874,29.081729
R00001RQWA_A,Hafoty Ucha 1,WA,2004-09,9,2004,297,186,600,,,0.6,30,432,43.055556,1998-09,9,1998,225,72,5,5.356601,7.664721,40.932099,1.051878,34.145908
R00001RQWA_A,Hafoty Ucha 1,WA,2004-10,10,2004,298,165,600,,,0.6,31,446.4,36.962366,1998-09,9,1998,225,73,6,4.913048,7.744614,42.189244,0.876109,28.44012
R00001RQWA_A,Hafoty Ucha 1,WA,2004-11,11,2004,299,125,600,,,0.6,30,432,28.935185,1998-09,9,1998,225,74,6,4.275548,6.579112,30.24527,0.956685,31.055767
R00001RQWA_A,Hafoty Ucha 1,WA,2004-12,12,2004,300,189,600,,,0.6,31,446.4,42.33871,1998-09,9,1998,225,75,6,5.163736,7.523187,39.954446,1.059675,34.399013
R00001RQWA_A,Hafoty Ucha 1,WA,2005-01,1,2005,301,247,600,,,0.6,31,446.4,55.331541,1998-09,9,1998,225,76,6,6.802962,9.895615,59.025923,0.937411,30.430097
R00001RQWA_A,Hafoty Ucha 1,WA,2005-02,2,2005,302,156,600,,,0.6,28,403.2,38.690476,1998-09,9,1998,225,77,6,4.600188,7.307315,37.145673,1.041588,33.811875
R00001RQWA_A,Hafoty Ucha 1,WA,2005-03,3,2005,303,156,600,,,0.6,31,446.4,34.946237,1998-09,9,1998,225,78,6,4.471062,6.676595,32.467698,1.076339,34.939957
R00001RQWA_A,Hafoty Ucha 1,WA,2005-04,4,2005,304,145,600,,,0.6,30,432,33.564815,1998-09,9,1998,225,79,6,4.980645,6.697934,31.874185,1.053041,34.183661
R00001RQWA_A,Hafoty Ucha 1,WA,2005-05,5,2005,305,155,600,,,0.6,31,446.4,34.722222,1998-09,9,1998,225,80,6,4.614489,6.78798,33.75161,1.028758,33.39539
R00001RQWA_A,Hafoty Ucha 1,WA,2005-06,6,2005,306,93,600,,,0.6,30,432,21.527778,1998-09,9,1998,225,81,6,3.797809,5.244156,20.206749,1.065376,34.584078
R00001RQWA_A,Hafoty Ucha 1,WA,2005-07,7,2005,307,75,600,,,0.6,31,446.4,16.801075,1998-09,9,1998,225,82,6,3.738365,4.963157,18.955489,0.886344,28.772368
R00001RQWA_A,Hafoty Ucha 1,WA,2005-08,8,2005,308,100,600,,,0.6,31,446.4,22.401434,1998-09,9,1998,225,83,6,3.87886,5.415044,20.999415,1.066765,34.629167
R00001RQWA_A,Hafoty Ucha 1,WA,2005-09,9,2005,309,126,600,,,0.6,30,432,29.166667,1998-09,9,1998,225,84,6,4.714163,6.169354,28.628462,1.0188,33.072135
R00001RQWA_A,Hafoty Ucha 1,WA,2005-10,10,2005,310,168,600,,,0.6,31,446.4,37.634409,1998-09,9,1998,225,85,7,4.879094,7.148787,37.36247,1.007278,32.698109
R00001RQWA_A,Hafoty Ucha 1,WA,2005-11,11,2005,311,158,600,,,0.6,30,432,36.574074,1998-09,9,1998,225,86,7,4.444826,7.059715,37.19289,0.983362,31.921751
R00001RQWA_A,Hafoty Ucha 1,WA,2005-12,12,2005,312,115,600,,,0.6,31,446.4,25.761649,1998-09,9,1998,225,87,7,4.11926,6.825924,33.184381,0.776319,25.200752
R00001RQWA_B,Hafoty Ucha 3,WA,2006-01,1,2006,313,298,1450,,,1.45,31,1078.8,,2006-01,1,2006,313,0,0,4.287123,7.76462,42.06252,,
R00001RQWA_B,Hafoty Ucha 3,WA,2006-02,2,2006,314,375,1450,,,1.45,28,974.4,38.485222,2006-01,1,2006,313,1,0,4.322362,8.073087,49.502587,0.777439,32.914803
R00001RQWA_B,Hafoty Ucha 3,WA,2006-03,3,2006,315,426,1450,,,1.45,31,1078.8,39.48832,2006-01,1,2006,313,2,0,4.924365,9.011352,54.924286,0.718959,30.438907
R00001RQWA_B,Hafoty Ucha 3,WA,2006-04,4,2006,316,357,1450,,,1.45,30,1044,34.195402,2006-01,1,2006,313,3,0,4.715089,7.075903,38.012064,0.899593,38.086495
R00001RQWA_B,Hafoty Ucha 3,WA,2006-05,5,2006,317,353,1450,,,1.45,31,1078.8,32.721542,2006-01,1,2006,313,4,0,4.490586,7.130194,39.074666,0.837411,35.453866
R00001RQWA_B,Hafoty Ucha 3,WA,2006-06,6,2006,318,174,1450,,,1.45,30,1044,16.666667,2006-01,1,2006,313,5,0,3.7592,5.246333,23.759585,0.701471,29.69851
R00001RQWA_B,Hafoty Ucha 3,WA,2006-07,7,2006,319,162,1450,,,1.45,31,1078.8,15.016685,2006-01,1,2006,313,6,0,3.762853,5.575839,24.607353,0.610252,25.836528
R00001RQWA_B,Hafoty Ucha 3,WA,2006-08,8,2006,320,302,1450,,,1.45,31,1078.8,27.994067,2006-01,1,2006,313,7,0,4.127594,6.613536,34.220245,0.818056,34.634424
R00001RQWA_B,Hafoty Ucha 3,WA,2006-09,9,2006,321,318,1450,,,1.45,30,1044,30.45977,2006-01,1,2006,313,8,0,4.300807,7.734721,42.819289,0.711356,30.117016
R00001RQWA_B,Hafoty Ucha 3,WA,2006-10,10,2006,322,381,1450,,,1.45,31,1078.8,35.317019,2006-01,1,2006,313,9,0,4.643633,8.32061,48.521626,0.727861,30.815796
R00001RQWA_B,Hafoty Ucha 3,WA,2006-11,11,2006,323,546,1450,,,1.45,30,1044,52.298851,2006-01,1,2006,313,10,0,6.22879,9.769249,59.873585,0.873488,36.981275
R00001RQWA_B,Hafoty Ucha 3,WA,2006-12,12,2006,324,493,1450,,,1.45,31,1078.8,45.698925,2006-01,1,2006,313,11,0,6.024659,9.885434,55.378773,0.825207,34.937179
R00001RQWA_B,Hafoty Ucha 3,WA,2007-01,1,2007,325,673,1450,,,1.45,31,1078.8,62.384131,2006-01,1,2006,313,12,0,6.974735,11.394123,70.117607,0.889707,37.667946
R00001RQWA_B,Hafoty Ucha 3,WA,2007-02,2,2007,326,310,1450,,,1.45,28,974.4,31.81445,2006-01,1,2006,313,13,1,4.492643,7.884541,43.785405,0.726599,30.762366
R00001RQWA_B,Hafoty Ucha 3,WA,2007-03,3,2007,327,462,1450,,,1.45,31,1078.8,42.825362,2006-01,1,2006,313,14,1,5.477187,8.655096,49.661711,0.862342,36.509381
R00001RQWA_B,Hafoty Ucha 3,WA,2007-04,4,2007,328,178,1450,,,1.45,30,1044,17.049808,2006-01,1,2006,313,15,1,3.801487,5.645833,26.674093,0.63919,27.061689
R00001RQWA_B,Hafoty Ucha 3,WA,2007-05,5,2007,329,337,1450,,,1.45,31,1078.8,31.238413,2006-01,1,2006,313,16,1,4.611943,7.155619,38.448813,0.812468,34.397842
R00001RQWA_B,Hafoty Ucha 3,WA,2007-06,6,2007,330,175,1450,,,1.45,30,1044,16.762452,2006-01,1,2006,313,17,1,3.795262,5.755277,26.11481,0.641875,27.175366
R00001RQWA_B,Hafoty Ucha 3,WA,2007-07,7,2007,331,322,1450,,,1.45,31,1078.8,29.847979,2006-01,1,2006,313,18,1,4.265979,7.126776,37.990278,0.785674,33.263452
R00001RQWA_B,Hafoty Ucha 3,WA,2007-08,8,2007,332,312,1450,,,1.45,31,1078.8,28.921023,2006-01,1,2006,313,19,1,4.195089,6.686589,33.806333,0.855491,36.219327
R00001RQWA_B,Hafoty Ucha 3,WA,2007-09,9,2007,333,306,1450,,,1.45,30,1044,29.310345,2006-01,1,2006,313,20,1,4.363672,6.933391,37.813004,0.775139,32.817427
R00001RQWA_B,Hafoty Ucha 3,WA,2007-10,10,2007,334,179,1450,,,1.45,31,1078.8,16.59251,2006-01,1,2006,313,21,1,3.650035,5.847332,27.054599,0.613297,25.965445
R00001RQWA_B,Hafoty Ucha 3,WA,2007-11,11,2007,335,385,1450,,,1.45,30,1044,36.877395,2006-01,1,2006,313,22,1,4.646153,7.958682,46.921365,0.78594,33.274714
R00001RQWA_B,Hafoty Ucha 3,WA,2007-12,12,2007,336,506,1450,,,1.45,31,1078.8,46.903967,2006-01,1,2006,313,23,1,5.303922,10.038155,60.097071,0.78047,33.043128
R00001RQWA_B,Hafoty Ucha 3,WA,2008-01,1,2008,337,683,1450,,,1.45,31,1078.8,63.311086,2006-01,1,2006,313,24,1,6.204149,10.87649,67.752088,0.934452,39.562336
R00001RQWA_B,Hafoty Ucha 3,WA,2008-02,2,2008,338,445,1450,,,1.45,29,1009.2,44.094332,2006-01,1,2006,313,25,2,5.571793,8.725906,49.699944,0.887211,37.562272
R00001RQWA_B,Hafoty Ucha 3,WA,2008-03,3,2008,339,565,1450,,,1.45,31,1078.8,52.373007,2006-01,1,2006,313,26,2,5.955981,9.734569,58.087251,0.901627,38.172609
R00001RQWA_B,Hafoty Ucha 3,WA,2008-04,4,2008,340,324,1450,,,1.45,30,1044,31.034483,2006-01,1,2006,313,27,2,4.430293,7.355765,40.577667,0.764817,32.380419
R00001RQWA_B,Hafoty Ucha 3,WA,2008-05,5,2008,341,209,1450,,,1.45,31,1078.8,19.373378,2006-01,1,2006,313,28,2,3.75529,6.234926,30.24079,0.640637,27.122952
R00001RQWA_B,Hafoty Ucha 3,WA,2008-06,6,2008,342,288,1450,,,1.45,30,1044,27.586207,2006-01,1,2006,313,29,2,4.374321,6.525013,33.464274,0.824348,34.900811
R00001RQWA_B,Hafoty Ucha 3,WA,2008-07,7,2008,343,320,1450,,,1.45,31,1078.8,29.662588,2006-01,1,2006,313,30,2,4.242263,6.91941,37.108295,0.799352,33.842544
R00001RQWA_B,Hafoty Ucha 3,WA,2008-08,8,2008,344,377,1450,,,1.45,31,1078.8,34.946237,2006-01,1,2006,313,31,2,4.348599,7.597195,42.983891,0.813008,34.420704
R00001RQWA_B,Hafoty Ucha 3,WA,2008-09,9,2008,345,236,1450,,,1.45,30,1044,22.605364,2006-01,1,2006,313,32,2,3.751843,6.563977,33.330238,0.678224,28.71429
R00001RQWA_B,Hafoty Ucha 3,WA,2008-10,10,2008,346,526,1450,,,1.45,31,1078.8,48.757879,2006-01,1,2006,313,33,2,5.582134,9.573394,58.577669,0.832363,35.240146
R00001RQWA_B,Hafoty Ucha 3,WA,2008-11,11,2008,347,472,1450,,,1.45,30,1044,45.210728,2006-01,1,2006,313,34,2,4.933625,8.941477,55.0181,0.821743,34.790522
R00001RQWA_B,Hafoty Ucha 3,WA,2008-12,12,2008,348,360,1450,,,1.45,31,1078.8,33.370412,2006-01,1,2006,313,35,2,4.308215,7.742166,43.739479,0.762936,32.300782
R00001RQWA_B,Hafoty Ucha 3,WA,2009-01,1,2009,349,441,1450,,,1.45,31,1078.8,40.878754,2006-01,1,2006,313,36,2,5.176546,8.880714,51.670664,0.79114,33.494869
R00001RQWA_B,Hafoty Ucha 3,WA,2009-02,2,2009,350,249,1450,,,1.45,28,974.4,25.554187,2006-01,1,2006,313,37,3,3.975009,6.793574,35.965892,0.710512,30.081283
R00001RQWA_B,Hafoty Ucha 3,WA,2009-03,3,2009,351,449,1450,,,1.45,31,1078.8,41.620319,2006-01,1,2006,313,38,3,5.274753,8.067819,45.982245,0.905139,38.321298
R00001RQWA_B,Hafoty Ucha 3,WA,2009-04,4,2009,352,192,1450,,,1.45,30,1044,18.390805,2006-01,1,2006,313,39,3,4.192259,6.323169,32.24525,0.570342,24.146839
R00001RQWA_B,Hafoty Ucha 3,WA,2009-05,5,2009,353,442,1450,,,1.45,31,1078.8,40.97145,2006-01,1,2006,313,40,3,5.104729,8.253699,49.129826,0.833943,35.307039
R00001RQWA_B,Hafoty Ucha 3,WA,2009-06,6,2009,354,139,1450,,,1.45,30,1044,13.314176,2006-01,1,2006,313,41,3,3.48068,5.288449,22.990574,0.579115,24.518266
R00001RQWA_B,Hafoty Ucha 3,WA,2009-07,7,2009,355,343,1450,,,1.45,31,1078.8,31.794587,2006-01,1,2006,313,42,3,4.432556,7.737123,44.345281,0.716978,30.355037
R00001RQWA_B,Hafoty Ucha 3,WA,2009-08,8,2009,356,404,1450,,,1.45,31,1078.8,37.449017,2006-01,1,2006,313,43,3,4.935631,8.181052,48.487022,0.772351,32.69939
R00001RQWA_B,Hafoty Ucha 3,WA,2009-09,9,2009,357,264,1450,,,1.45,30,1044,25.287356,2006-01,1,2006,313,44,3,4.404313,6.614309,33.249342,0.760537,32.199215
R00001RQWA_B,Hafoty Ucha 3,WA,2009-10,10,2009,358,325,1450,,,1.45,31,1078.8,30.126066,2006-01,1,2006,313,45,3,4.379311,7.194698,40.237491,0.748706,31.69832
R00001RQWA_B,Hafoty Ucha 3,WA,2009-11,11,2009,359,588,1450,,,1.45,30,1044,56.321839,2006-01,1,2006,313,46,3,6.02898,11.14623,69.373112,0.811868,34.37244
R00001RQWA_B,Hafoty Ucha 3,WA,2009-12,12,2009,360,354,1450,,,1.45,31,1078.8,32.814238,2006-01,1,2006,313,47,3,3.902679,8.454736,50.165477,0.65412,27.693788
R00001RQWA_B,Hafoty Ucha 3,WA,2010-01,1,2010,361,318,1450,,,1.45,31,1078.8,29.477197,2006-01,1,2006,313,48,3,4.052536,7.732866,43.199178,0.682356,28.889229
R00001RQWA_B,Hafoty Ucha 3,WA,2010-02,2,2010,362,175,1450,,,1.45,28,974.4,17.95977,2006-01,1,2006,313,49,4,3.314411,6.277402,30.02555,0.59815,25.32416
R00001RQWA_B,Hafoty Ucha 3,WA,2010-03,3,2010,363,298,1450,,,1.45,31,1078.8,27.623285,2006-01,1,2006,313,50,4,4.416969,6.870367,35.198316,0.78479,33.226026
R00001RQWA_B,Hafoty Ucha 3,WA,2010-04,4,2010,364,203,1450,,,1.45,30,1044,19.444444,2006-01,1,2006,313,51,4,4.065088,6.061275,28.121094,0.691454,29.274415
R00001RQWA_B,Hafoty Ucha 3,WA,2010-05,5,2010,365,142,1450,,,1.45,31,1078.8,13.162773,2006-01,1,2006,313,52,4,3.459742,5.153707,21.641566,0.608217,25.750371
R00001RQWA_B,Hafoty Ucha 3,WA,2010-06,6,2010,366,125,1450,,,1.45,30,1044,11.97318,2006-01,1,2006,313,53,4,3.373418,5.198161,21.4065,0.559325,23.680407
R00001RQWA_B,Hafoty Ucha 3,WA,2010-07,7,2010,367,320,1450,,,1.45,31,1078.8,29.662588,2006-01,1,2006,313,54,4,4.633858,7.351479,40.71494,0.728543,30.84467
R00001RQWA_B,Hafoty Ucha 3,WA,2010-08,8,2010,368,268,1450,,,1.45,31,1078.8,24.842418,2006-01,1,2006,313,55,4,3.894036,6.56475,32.604638,0.761929,32.258149
R00001RQWA_B,Hafoty Ucha 3,WA,2010-09,9,2010,369,312,1450,,,1.45,30,1044,29.885057,2006-01,1,2006,313,56,4,4.37962,7.456471,41.167808,0.725933,30.734169
R00001RQWA_B,Hafoty Ucha 3,WA,2010-10,10,2010,370,351,1450,,,1.45,31,1078.8,32.536151,2006-01,1,2006,313,57,4,4.502212,8.115722,47.177368,0.689656,29.198292
R00001RQWA_B,Hafoty Ucha 3,WA,2010-11,11,2010,371,340,1450,,,1.45,30,1044,32.56705,2006-01,1,2006,313,58,4,4.594195,8.072436,43.785607,0.743784,31.489935
R00001RQWA_B,Hafoty Ucha 3,WA,2010-12,12,2010,372,163,1450,,,1.45,31,1078.8,15.109381,2006-01,1,2006,313,59,4,3.182919,6.41904,31.954603,0.472839,20.018808
R00001RQWA_B,Hafoty Ucha 3,WA,2011-01,1,2011,373,307,1450,,,1.45,31,1078.8,28.457545,2006-01,1,2006,313,60,4,3.98144,7.282296,39.478396,0.720838,30.518459
R00001RQWA_B,Hafoty Ucha 3,WA,2011-02,2,2011,374,388,1450,,,1.45,28,974.4,39.819376,2006-01,1,2006,313,61,5,5.019229,9.343999,54.141257,0.735472,31.138026
R00001RQWA_B,Hafoty Ucha 3,WA,2011-03,3,2011,375,202,1450,,,1.45,31,1078.8,18.724509,2006-01,1,2006,313,62,5,3.678792,5.54157,25.041624,0.747735,31.657211
R00001RQWA_B,Hafoty Ucha 3,WA,2011-04,4,2011,376,230,1450,,,1.45,30,1044,22.030651,2006-01,1,2006,313,63,5,4.02203,6.413735,32.037934,0.687643,29.113067
R00001RQWA_B,Hafoty Ucha 3,WA,2011-05,5,2011,377,559,1450,,,1.45,31,1078.8,51.816834,2006-01,1,2006,313,64,5,5.717021,9.491056,60.500018,0.856476,36.26103
R00001RQWA_B,Hafoty Ucha 3,WA,2011-06,6,2011,378,270,1450,,,1.45,30,1044,25.862069,2006-01,1,2006,313,65,5,3.959267,6.431731,32.453322,0.796901,33.738775
R00001RQWA_B,Hafoty Ucha 3,WA,2011-07,7,2011,379,157,1450,,,1.45,31,1078.8,14.553207,2006-01,1,2006,313,66,5,3.470597,5.391464,24.099863,0.603871,25.566372
R00001RQWA_B,Hafoty Ucha 3,WA,2011-08,8,2011,380,232,1450,,,1.45,31,1078.8,21.505376,2006-01,1,2006,313,67,5,3.698547,6.022744,29.278544,0.73451,31.097297
R00001RQWA_B,Hafoty Ucha 3,WA,2011-09,9,2011,381,489,1450,,,1.45,30,1044,46.83908,2006-01,1,2006,313,68,5,5.325683,9.326942,57.574634,0.813537,34.443101
R00001RQWA_B,Hafoty Ucha 3,WA,2011-10,10,2011,382,544,1450,,,1.45,31,1078.8,50.4264,2006-01,1,2006,313,69,5,5.407686,9.358631,57.844774,0.871754,36.907862
R00001RQWA_B,Hafoty Ucha 3,WA,2011-11,11,2011,383,422,1450,,,1.45,30,1044,40.421456,2006-01,1,2006,313,70,5,5.092949,9.253981,54.847778,0.736975,31.201659
R00001RQWA_B,Hafoty Ucha 3,WA,2011-12,12,2011,384,727,1450,,,1.45,31,1078.8,67.389692,2006-01,1,2006,313,71,5,6.399998,11.158386,72.851968,0.925022,39.163094
R00001RQWA_B,Hafoty Ucha 3,WA,2012-01,1,2012,385,542,1450,,,1.45,31,1078.8,50.241009,2006-01,1,2006,313,72,5,5.477496,9.641644,59.08105,0.850374,36.002686
R00001RQWA_B,Hafoty Ucha 3,WA,2012-02,2,2012,386,348,1450,,,1.45,29,1009.2,34.482759,2006-01,1,2006,313,73,6,4.610451,7.648335,42.64395,0.80862,34.234928
R00001RQWA_B,Hafoty Ucha 3,WA,2012-03,3,2012,387,251,1450,,,1.45,31,1078.8,23.266593,2006-01,1,2006,313,74,6,3.895733,6.126686,30.61638,0.759939,32.173897
R00001RQWA_B,Hafoty Ucha 3,WA,2012-04,4,2012,388,303,1450,,,1.45,30,1044,29.022989,2006-01,1,2006,313,75,6,4.209853,7.221372,38.778847,0.748423,31.686339
R00001RQWA_B,Hafoty Ucha 3,WA,2012-05,5,2012,389,189,1450,,,1.45,31,1078.8,17.519466,2006-01,1,2006,313,76,6,3.815892,5.657445,27.270979,0.642422,27.198524
R00001RQWA_B,Hafoty Ucha 3,WA,2012-06,6,2012,390,325,1450,,,1.45,30,1044,31.130268,2006-01,1,2006,313,77,6,4.085563,7.054853,38.882027,0.800634,33.896821
R00001RQWA_B,Hafoty Ucha 3,WA,2012-07,7,2012,391,215,1450,,,1.45,31,1078.8,19.929551,2006-01,1,2006,313,78,6,3.656311,6.018139,29.188038,0.682799,28.907984
R00001RQWA_B,Hafoty Ucha 3,WA,2012-08,8,2012,392,282,1450,,,1.45,31,1078.8,26.140156,2006-01,1,2006,313,79,6,3.802568,7.229032,40.005427,0.653415,27.66394
R00001RQWA_B,Hafoty Ucha 3,WA,2012-09,9,2012,393,354,1450,,,1.45,30,1044,33.908046,2006-01,1,2006,313,80,6,4.75182,7.744998,44.464219,0.762592,32.286218
R00001RQWA_B,Hafoty Ucha 3,WA,2012-10,10,2012,394,277,1450,,,1.45,31,1078.8,25.676678,2006-01,1,2006,313,81,6,3.672002,7.428976,41.11097,0.62457,26.442716
R00001RQWA_B,Hafoty Ucha 3,WA,2012-11,11,2012,395,360,1450,,,1.45,30,1044,34.482759,2006-01,1,2006,313,82,6,4.309707,8.209387,47.826667,0.720994,30.525064
R00001SQSC,Hare Hill 1 (Ayrshire),SC,2002-04,4,2002,268,3624,13200,,,13.2,30,9504,38.131313,2000-11,11,2000,251,17,1,4.701482,6.514691,34.962686,1.090629,40.542072
R00001SQSC,Hare Hill 1 (Ayrshire),SC,2002-05,5,2002,269,4407,13200,,,13.2,31,9820.8,44.874145,2000-11,11,2000,251,18,1,5.113346,6.917507,37.656302,1.191677,44.298341
R00001SQSC,Hare Hill 1 (Ayrshire),SC,2002-06,6,2002,270,5148,13200,,,13.2,30,9504,54.166667,2000-11,11,2000,251,19,1,5.07538,7.479029,42.14382,1.285281,47.777892
R00001SQSC,Hare Hill 1 (Ayrshire),SC,2002-07,7,2002,271,2358,13200,,,13.2,31,9820.8,24.010264,2000-11,11,2000,251,20,1,3.614049,4.869626,18.158038,1.322294,49.153781
R00001SQSC,Hare Hill 1 (Ayrshire),SC,2002-08,8,2002,272,2243,13200,,,13.2,31,9820.8,22.83928,2000-11,11,2000,251,21,1,3.237913,4.755133,19.255907,1.186092,44.090729
R00001SQSC,Hare Hill 1 (Ayrshire),SC,2002-09,9,2002,273,2250,13200,,,13.2,30,9504,23.674242,2000-11,11,2000,251,22,1,3.174997,4.71997,18.293855,1.294109,48.106057
R00001SQSC,Hare Hill 1 (Ayrshire),SC,2002-10,10,2002,274,4305,13200,,,13.2,31,9820.8,43.835533,2000-11,11,2000,251,23,1,4.30199,6.64155,35.358839,1.239733,46.084732
R00001SQSC,Hare Hill 1 (Ayrshire),SC,2002-11,11,2002,275,5346,13200,,,13.2,30,9504,56.25,2000-11,11,2000,251,24,1,4.875416,7.831972,46.404977,1.212154,45.059534
R00001SQSC,Hare Hill 1 (Ayrshire),SC,2002-12,12,2002,276,4951,13200,,,13.2,31,9820.8,50.413408,2000-11,11,2000,251,25,2,4.344355,6.998619,39.338985,1.281513,47.637824
R00001SQSC,Hare Hill 1 (Ayrshire),SC,2003-01,1,2003,277,5501,13200,,,13.2,31,9820.8,56.013767,2000-11,11,2000,251,26,2,5.769031,8.788575,53.87614,1.039677,38.648028
R00001SQSC,Hare Hill 1 (Ayrshire),SC,2003-02,2,2003,278,4933,13200,,,13.2,28,8870.4,55.611923,2000-11,11,2000,251,27,2,4.55484,7.608736,44.590401,1.247173,46.3613
