"Klokkeslaet","01._Bibliotek_(gnt_af_51_stk)","02._Doegninstitioner__(gnt_af_50_stk)","03._Daginstitutioner_(gnt_af_160_stk)","04._Folkeskoler_(gnt_af_582_stk)","05._Forsyningsanlaeg_(gnt_af_174_stk)","06._Camping_(Hytter/Telte)","07._Vandvaerk","08._Handel/service_(gnt_af_17_stk)","09._Hospitaler_(gnt_af_32_stk)","10._Hoteller_(gnt_af_7_stk)","11._Hustand_","12._Hustand_","13._Hustand_","14._Boligforening","15._Internatskoler/kursuscentre_(gnt_af_39_stk)","16._IT-Service_(gnt_af_21_stk)","17._Kontorer/administration_(gnt_af_322_stk)","18._Laboratorier_(gnt_af_11_stk)","19._Landmand_Kvaeg_og_maelk","20._Museér,_udstillinger_m._v._(gnt_af_23_stk)","21._Plejehjem_(gnt_af_229_stk)","22._Produktioner_(gnt_af_36_stk)","23._Restauranter_(gnt_af_8_stk)","24._Serverrum_(gnt_af_14_stk)","25._Sportsanlaeg_(gnt_af_135_stk)","26._Supermarkeder_(gnt_af_55_stk)","27._Togstationer_(gnt_af_67_stk)","28._Videregående_udd.institutioner_(gnt_af_62_stk)","29._Voksenundervisning_(gnt_af_12_stk)","30._Vaerksteder_(gnt_af_23_stk)"
"2020-01-30 05:00",137.3855667,22.83030033,5.73892498,22.83030033,63.14264965,6.664000034,139.1999969,62.94041061,386.4154358,17.38842869,40.96,1.58,"",14,59.26984596,278.0015259,39.81354427,102.8741817,36.9,23.42295647,19.48686934,74.41860962,17.24100113,114.5359268,27.30147457,76.90982056,20.76326942,228.8071632,14.29233313,41.65191364
"2020-01-30 06:00",162.3873711,30.42276049,8.332756281,30.42276049,66.99389648,7.106999874,247.6799927,78.3067627,496.8554077,21.85057116,50.86,1.79,"",14,78.14889717,302.7861938,51.0231657,109.5278168,43.5,27.66082573,28.75896072,88.55644226,17.82699966,114.7894974,37.11954021,88.05547333,21.20740271,259.7200775,24.05633307,55.09443474
"2020-01-30 07:00",192.5669785,40.80825901,11.06344986,40.80825901,73.14552307,7.541999817,167.3200073,98.44258881,617.2009277,33.10042858,52.62,1.74,"",18,95.63525581,332.7215881,68.16376877,122.959362,44.9,36.46047783,44.37625408,100.7848892,17.26350021,114.8312149,42.89517784,101.8783798,20.99529886,311.3302002,40.93583393,71.16274071
"2020-01-30 08:00",233.8471375,47.9009409,13.46309376,47.9009409,77.21543121,6.772999763,227.7599945,102.0142365,698.1309814,31.17485762,56.94,1.79,"",25,110.5900764,366.2962341,82.03478432,137.6307297,44.5,46.14526176,47.43157291,114.562973,17.94674873,115.3449249,47.63310337,100.0852737,16.74416447,353.5587311,53.65208244,80.01873779
"2020-01-30 09:00",255.1514549,51.73625946,14.28534389,51.73625946,77.06888962,6.827000141,271.1600037,102.375351,695.7391968,29.66214275,55.6,1.85,"",24,123.5958958,375.9727478,86.67653847,147.9364586,40.5,52.42260933,50.30618382,117.5530014,22.56200027,116.5587845,51.25893402,98.25678253,14.59361196,373.3218079,56.29850101,81.3220005
"2020-01-30 10:00",260.0493317,51.10577965,14.66859984,51.10577965,74.74807549,6.842999935,219.7599945,101.5039444,707.3135986,32.78242874,59.89,1.85,"",25,126.8147945,375.5631409,88.16644478,146.3069115,36,54.35286903,54.21167755,123.4147491,28.8532505,117.3661423,53.14659977,97.39274597,14.79437327,386.0246277,56.5007515,86.44304276
"2020-01-30 11:00",257.0373306,51.29315948,14.23767495,51.29315948,75.03839111,6.968999863,214.1199951,100.289238,701.4088135,33.89928436,56.68,1.79,"",24,127.8618698,372.6172791,85.81662178,144.4197273,35.6,55.78065205,50.70108318,123.9476089,28.70775032,118.2054977,51.54367447,95.73243713,15.05392551,387.4065628,57.38374901,86.58104324
"2020-01-30 12:00",255.1869812,46.86655998,13.9840374,46.86655998,76.15143585,7.579999924,316.4400024,102.8424149,687.9666748,33.04342747,50.72,3,"",23,122.854847,375.4683838,85.34842873,140.6328163,42.1,54.86930466,45.93813515,121.5540848,28.04100037,118.5404282,49.41510391,94.43647003,14.75771642,386.6307907,52.20433331,80.56460762
"2020-01-30 13:00",258.6014023,44.74114037,12.43690634,44.74114037,76.27521133,5.861000061,316.3599854,107.1164703,684.0180054,31.01371431,48.33,1.31,"",24,120.9127941,368.8326721,81.37547493,144.3195496,31.6,57.05956554,44.17955875,113.0557785,27.23750114,118.5421448,49.67738533,93.28636169,15.11788058,383.2654724,49.00224972,78.2657814
"2020-01-30 14:00",253.5956841,40.3652792,11.5155623,40.3652792,75.77498436,6.346000195,208.8000031,101.0654144,646.397644,32.10428619,45.35,1.23,"",24,116.0769997,362.15625,76.31719208,144.816452,35.6,55.3404789,33.60281658,108.5012207,21.41449928,117.9228592,51.97122288,91.11800385,15.20702982,367.3355179,42.29091644,76.48247719
"2020-01-30 15:00",246.4206276,36.57931995,10.40012479,36.57931995,72.62828636,6.109000206,171.7200012,90.95088196,574.447998,31.2065711,52.97,1.24,"",22,115.7142582,351.746521,67.81663513,133.9307289,37.1,52.64395618,28.68247175,99.88780212,19.72800064,117.3720016,54.46110439,88.75302124,14.81898522,341.4519272,33.03083324,58.77295494
"2020-01-30 16:00",233.3811722,34.0089798,8.367337704,34.0089798,72.85494804,6.913000107,189.8399963,85.92353058,517.5653687,30.76599979,58.72,1.41,"",14,111.3672829,335.4949646,56.43646526,123.1686363,40.5,43.04534912,27.03372049,92.24986267,21.77224922,116.2125015,60.03973293,87.36454773,17.12499952,308.9639969,29.14333296,47.04408646
"2020-01-30 17:00",222.6309814,37.20709991,7.328487515,37.20709991,74.37568474,7.631000042,345.2799988,83.98823547,483.298645,33.25071335,74.33,1.29,"",16,111.9514084,310.2053833,49.25763702,115.3394547,48.6,38.71608734,26.58781672,88.17900085,20.86224937,115.1107178,65.35320663,86.8842926,21.35519409,283.5043564,29.50566673,47.49808693
"2020-01-30 18:00",190.7523117,36.41578007,6.698125005,36.41578007,72.57173538,7.882999897,208.5200043,81.45993805,457.4772339,33.66671371,77.05,1.16,"",15,107.0558739,292.407135,43.96924019,111.0526352,55.3,30.28265238,27.07956314,87.23127747,19.20249939,114.7449265,66.21986008,85.20845795,21.20599985,264.6118011,29.4005003,51.84152222
"2020-01-30 19:00",145.5601578,34.94007969,6.514168859,34.94007969,73.80228043,7.599999905,231.1199951,75.48270416,432.2448425,33.07528687,72.69,1.19,"",18,102.4940243,286.8930359,40.94744205,107.2204552,50.8,27.85100079,25.84909201,86.76241302,20.28000069,114.3147125,66.21546745,82.80703735,21.07855225,250.04842,27.22700024,46.201087
"2020-01-30 20:00",132.8043098,32.14928055,6.169831276,32.14928055,73.78952408,7.78399992,365.1199951,75.64576721,409.394165,30.50671434,69.57,1.17,"",14,100.4002037,279.0858459,39.10109711,105.1530933,48,27.33047819,23.80534506,83.89505768,19.93250084,115.029068,60.69699955,64.47598267,20.99700069,240.808609,22.69616652,44.99369621
"2020-01-30 21:00",117.8532562,30.3462801,5.41650629,30.3462801,71.69891357,7.729000092,222.1199951,74.35982513,398.3370972,27.55585766,60.09,1.52,"",13,96.0465641,275.1622925,37.20059013,102.660635,45.9,26.56030464,22.66341066,83.96113586,18.04974937,114.586853,50.16500092,55.4389801,20.50950766,233.2414474,17.83500004,47.01008701
"2020-01-30 22:00",108.1305084,26.7026,4.863887429,26.7026,69.70267296,7.96999979,243.7200012,68.62493896,376.2577209,22.93114233,57.43,1.53,"",14,85.9489212,271.2206116,35.54521275,103.0211811,41.9,23.61591291,20.33824444,91.09341431,12.86200047,114.4706421,36.81559181,52.39979935,19.78373098,224.1924324,13.78208327,42.15708637
"2020-01-30 23:00",100.3858051,24.62969971,4.846343756,24.62969971,66.93089104,7.498000145,142.6000061,69.47864532,353.5952759,19.70028591,49.91,1.14,"",13,77.57056427,267.7460938,33.5596571,100.9977264,36.9,22.79908657,18.46358061,89.31869507,9.408249855,114.3119965,26.43187428,53.06778336,19.53020859,215.6630859,12.3773334,38.61091232
"2020-01-31 00:00",93.66572762,23.62323952,4.632399917,23.62323952,67.14153481,6.813000202,142.3600006,66.45652771,344.0415039,17.45185661,51.79,0.94,"",13,73.83600044,265.7726135,32.85494614,100.3291836,39.5,22.64465332,17.76897383,73.10797119,8.578999519,114.0059967,23.56791878,54.2874527,19.04191065,211.133873,12.29325008,32.94299984
"2020-01-31 01:00",92.90776443,22.74430037,4.412506223,22.74430037,65.04286194,6.190999985,143.5599976,65.2572937,339.0701904,16.99885702,45.01,1.16,"",14,60.36689758,263.6997681,32.72948265,100.027092,33.8,22.30026102,17.18384743,83.64280701,7.017499924,114.2124252,22.99185181,58.62139893,18.16258192,209.1227608,12.27100015,35.33126068
"2020-01-31 02:00",93.44564629,22.27517986,4.361543655,22.27517986,65.08106995,6.676000118,142.4400024,64.12988281,336.0152588,16.93914223,41.61,1.11,"",13,57.2754097,265.9509888,33.19275379,100.2486362,33.7,22.20482635,16.72522736,76.39744568,6.822750092,113.9375687,22.75243664,63.93980026,15.1492238,208.1045151,12.11733341,37.22565269
"2020-01-31 03:00",97.07670593,21.82226038,4.604743719,21.82226038,64.46164227,6.43900013,158.5599976,64.58411407,334.3357239,16.38299942,44.06,1.12,"",13,56.06659031,266.3178101,33.69995308,99.88854599,30.9,22.34195614,16.98288631,71.69689178,7.744750023,114.0102158,22.3906374,72.14965057,15.42414904,209.4842873,12.00941658,39.38026047
"2020-01-31 04:00",113.5898838,21.97794008,4.903193712,21.97794008,65.1817646,6.225999832,252.4400024,66.18888092,343.2290649,16.32971501,44.08,1.44,"",14,59.21064091,266.6700439,35.46847343,100.1860905,30.4,22.98743534,16.95009995,70.2460556,8.27175045,114.4306412,23.29311848,73.2125473,18.98580599,210.8749695,12.58983326,36.43913078
"2020-01-31 05:00",130.9795265,23.23944044,5.775974989,23.23944044,66.12066841,7.03399992,208.1999969,67.53488159,388.280304,20.96428537,46.44,1.51,"",13,62.71125603,276.5728149,39.83234119,101.7622719,36.6,23.13782644,19.2258687,75.17935944,10.58199978,113.5430756,27.595222,76.81014252,21.63873148,212.0835037,14.72324991,40.09839153
"2020-01-31 06:00",160.0269012,30.34609985,8.41182518,30.34609985,69.58947182,6.318999767,163.7599945,79.85464478,508.9190674,31.63857126,52.77,1.61,"",15,85.36766624,301.4873352,51.51435566,112.6683636,43.9,29.2819128,29.7074666,89.55194092,13.36950016,113.5291443,38.24628162,84.80872345,22.07665634,256.5280838,23.12166643,50.80169582
"2020-01-31 07:00",191.9560013,42.55545998,11.29041886,42.55545998,76.05589485,6.756000042,293.6799927,100.7812347,622.6868286,37.90542889,60.03,1.74,"",19,103.1275387,333.5680542,69.1148243,125.6429996,57.5,38.22552299,44.79714012,104.535141,16.00824928,114.5779266,44.44797802,96.86585236,21.97483587,314.2081909,39.53116608,65.28469658
"2020-01-31 08:00",237.4763107,49.16649914,13.43133116,49.16649914,77.56999207,7.434000015,197.5599976,105.6178207,698.1875,36.12900066,60.04,2.83,"",25,114.9313583,365.0588074,82.28356552,142.1073647,53.9,51.21678352,47.04768181,116.1069717,17.92300034,114.8990021,50.09948921,98.84627533,17.93289518,359.9102936,54.68983269,80.0781765
"2020-01-31 09:00",255.2302704,52.74680042,13.89354372,52.74680042,78.35751724,7.922999859,266.7200012,108.2918854,707.0419922,37.82885838,52.71,1.88,"",25,125.607975,372.1313782,86.303936,152.7512741,68.6,57.36799908,49.94748497,119.0015259,19.5340004,115.7518616,52.34211254,96.49127197,16.38034296,384.8080521,55.41266727,81.81743431
"2020-01-31 10:00",259.8287888,53.37504005,14.35564995,53.37504005,76.4432354,6.652999878,180.7200012,108.364357,709.9147949,38.42399979,57.48,1.86,"",25,131.039463,374.0276184,87.27047729,152.3652725,72.5,65.69578362,53.86666679,122.5137482,29.12700081,115.9118576,52.10298538,96.01083374,15.80498528,395.1638718,57.52466679,87.58360672
"2020-01-31 11:00",260.9770126,50.98561954,13.76582503,50.98561954,73.79198265,7.078999996,147.8800049,108.323761,690.5307007,44.75299931,55.9,1.71,"",24,134.4752045,373.9267578,85.35860252,155.784729,47.4,66.19248009,49.69477272,127.7685318,27.03524971,116.0460663,49.72229576,93.88496399,16.14865685,395.4874039,57.72599888,85.10573959
"2020-01-31 12:00",261.4109879,46.77085972,13.60784364,46.77085972,75.64227486,7.605999947,268.7600098,107.4688263,690.6859741,38.91942787,61.45,1.74,"",24,132.1501541,373.6031494,84.93680763,151.6312752,46.9,67.24395561,45.0157032,115.3424454,23.11625099,116.1976395,48.62732601,91.25294495,14.84053707,391.7570801,52.67149925,81.83991241
"2020-01-31 13:00",260.0014038,45.42187881,12.32705617,45.42187881,75.45866776,7.203999996,211.8000031,105.5643539,694.7249756,38.14957142,55.1,1.68,"",24,128.3806419,368.1830444,81.41507721,149.7898178,45.7,66.7702179,42.88223076,116.017807,23.78425026,116.3472137,48.51482201,90.90402222,14.68950725,384.8910675,48.82241631,83.04960823
"2020-01-31 14:00",258.66259,40.44235992,11.23004365,40.44235992,74.16808701,7.413000107,198.1600037,95.94782257,647.7747192,38.70028687,52.92,1.73,"",23,125.2878456,362.5310059,76.29422379,144.1160927,43.1,65.79295921,33.16565037,128.3997498,25.72599983,116.667572,50.99602985,90.00616455,15.03102946,371.0501633,41.52466583,74.61708641
"2020-01-31 15:00",247.0468254,35.84307957,10.02908134,35.84307957,71.63404465,6.977000237,197.7200012,89.52394104,574.7355347,39.96357059,48.74,1.8,"",20,127.750309,351.0391541,68.02794647,134.4977264,42.2,63.74717522,28.18275976,120.7275848,20.65799904,115.4732132,54.14453316,87.31861877,14.85898519,345.9647293,33.85225105,61.15621662
"2020-01-31 16:00",233.0475311,34.78862095,8.558718681,34.78862095,72.59466171,9.312000275,206.3200073,86.16259003,521.4778442,37.22071362,58.06,1.76,"",13,127.9976902,334.2156982,57.10440731,120.7088184,51.6,57.50365257,27.41424513,97.18824768,17.83250046,114.8200684,58.73739243,85.61071014,17.1732688,313.3723373,27.10733318,51.38026047
"2020-01-31 17:00",222.2898865,37.12201977,7.392993808,37.12201977,75.08369637,10.44900036,279.7600098,86.06641388,484.2955933,41.49414253,80.57,1.8,"",13,127.7860775,310.5213318,49.8220768,114.1413631,62.6,40.8330431,26.76829243,93.41921997,18.87874985,113.8375015,64.7013607,85.16639709,21.51428366,285.7144699,27.27683353,49.21752262
"2020-01-31 18:00",194.9683151,35.71891975,6.740012407,35.71891975,73.35394478,8.786000252,210.6000061,79.17123413,463.8198547,45.42800045,79.91,1.77,"",13,123.779541,293.8849182,44.53183556,107.9673634,58,30.93817377,27.4858737,99.65875244,19.6732502,114.2723541,65.7594223,85.17141724,21.5757761,266.201683,28.50016689,50.80121803
"2020-01-31 19:00",151.5368614,34.78660107,6.5357126,34.78660107,74.13186646,8.267000198,204.8000031,77.54070282,435.6392517,46.16499901,73.21,1.84,"",13,118.3355122,285.8016052,41.61477661,106.1314564,56.5,28.9734354,25.84840155,86.63253021,20.13475037,114.0110703,66.51671791,82.51528931,21.30629921,252.6582375,26.89266634,51.00991249
"2020-01-31 20:00",135.8534126,32.13146019,6.083337545,32.13146019,75.05784416,9.295999527,212.2400055,75.05382538,412.5148926,40.32414341,69.61,1.79,"",16,112.685051,277.1364746,39.66360092,102.5092735,52,26.54100084,23.86734104,84.67858124,20.31674957,113.5828552,62.04110336,67.0510025,21.28122377,242.6970139,23.68599987,50.53052139
"2020-01-31 21:00",120.3828239,30.72837973,5.557456255,30.72837973,73.05804062,7.914999962,406.7600098,72.72940826,398.7244873,32.86342907,62.02,1.73,"",14,107.7863865,275.1632996,37.35848904,103.2139091,47.9,26.43686962,22.7626462,88.4987793,19.11499977,114.0455704,52.17399979,57.25961685,20.51170158,234.3315659,19.04616642,55.03743458
"2020-01-31 22:00",112.4166279,26.92276001,5.009943724,26.92276001,71.69308662,7.623000145,323.1600037,69.42199707,374.938324,30.39428616,57.09,2.26,"",12,102.5698738,270.2543945,35.51219845,102.6929989,46.9,25.64347839,20.07548952,87.77358246,15.13549995,114.4505692,36.98668861,52.49514389,19.87053728,224.2478371,15.80283356,53.78021717
"2020-01-31 23:00",100.5450993,25.05198002,4.817799926,25.05198002,69.15323448,6.630000114,297.2799988,65.13305664,357.3754578,27.25314236,53.44,2.06,"",12,93.73653984,265.7800903,34.08296967,101.4138165,37.4,24.77460861,18.38723564,78.46744537,11.7357502,114.3389969,26.96962214,53.11821747,19.31852245,217.1065521,13.64458323,44.47643471
"2020-02-01 00:00",97.12689972,24.09838009,4.675756335,24.09838009,68.91010475,6.188000202,221.5599976,63.09241104,347.7560425,23.35914278,47.64,1.39,"",12,84.89730835,264.7618103,33.30849838,101.4551811,40.2,24.61199999,17.56179476,77.375,9.199250221,114.2351456,23.89191103,57.70240021,18.65428352,213.5383072,13.64775014,42.164217
"2020-02-01 01:00",94.21050835,22.29314041,4.531918764,22.29314041,66.99236679,6.545000076,139.3999939,65.3935318,342.2827148,21.30557251,44.14,1.19,"",12,67.82594872,260.4620056,32.79592514,100.7485447,39.3,24.31360865,16.97833204,86.74424744,7.487999916,114.1904297,22.93154144,60.52151108,18.23310471,210.3110352,13.18866658,40.17834854
"2020-02-01 02:00",91.25090408,22.04991961,4.368106127,22.04991961,65.61565018,6.730000019,138.8399963,60.92193985,339.2769165,20.26614237,40.25,1.48,"",12,66.79674339,260.4262695,33.13663387,101.5648174,38.1,23.33856487,17.01443291,79.3188858,7.123250008,113.9841461,23.12471151,64.86528778,14.25091028,208.8889198,12.50383353,40.10482693
"2020-02-01 03:00",97.22603989,21.71323967,4.522231221,21.71323967,66.94230461,6.222000122,153,61.79464722,339.4170227,19.20371485,40.37,1.72,"",12,67.70612907,261.3874207,33.8038187,99.91509247,37.2,23.10687017,17.13854122,70.95085907,7.827749729,113.893219,22.46857786,71.34857941,14.75611901,210.5116158,12.55841684,40.9863472
"2020-02-01 04:00",109.2837639,21.88819981,4.766906261,21.88819981,64.62728691,6.708000183,139.9199982,62.92582321,346.8240967,18.80099964,44.5,1.72,"",12,72.14343643,263.7724915,35.12151909,100.7787247,34,22.56182671,16.76789045,71.63644409,8.425499916,113.6724319,23.53540039,72.78414917,17.87270164,214.8095627,12.78041673,41.3976078
"2020-02-01 05:00",135.4589806,22.62865973,5.748612523,22.62865973,65.88221741,6.757999897,160.5200043,64.83864594,393.6488342,23.83442879,44.51,1.76,"",12,80.21471786,274.3201294,40.06364441,102.4664555,38.9,23.42447805,19.1656332,77.71577454,9.821000099,113.5224991,26.70495558,77.35469055,20.99444723,230.6888733,15.21216679,45.87365246
"2020-02-01 06:00",160.0108986,29.72490025,8.51794982,29.72490025,69.30042648,7.209000111,200.8000031,77.16982269,498.2611694,32.86128521,49.76,1.77,"",13,102.6085396,300.8432312,51.66836548,110.1940918,50.2,28.13656569,28.9592886,88.932724,13.69624996,113.3681412,37.9326973,86.07529449,21.45501471,262.2026291,22.44158316,56.63147831
"2020-02-01 07:00",190.3189774,40.72746086,11.48200607,40.72746086,76.87207603,7.683000088,336.1199951,98.21335602,618.3474731,45.02214241,64.05,2.27,"",17,123.9317436,332.4719849,68.98022079,125.8978214,55.1,38.10582542,45.29792118,104.4766388,14.42125034,114.0525742,43.53019333,98.16947174,21.47746277,314.6601105,38.6710825,75.95499992
"2020-02-01 08:00",234.7053337,48.42123985,14.04709363,48.42123985,78.5478611,8.979999542,275.0799866,105.2905273,684.5060425,44.1434288,60.39,3.04,"",24,137.5989456,365.2429504,82.39225197,141.5287285,48.6,50.21265221,46.72659016,116.3518906,19.25325012,114.6877823,49.1355114,99.39043427,17.12149286,361.0954437,54.61325073,88.09865189
"2020-02-01 09:00",260.9998398,51.98629951,14.68756866,51.98629951,78.93613243,8.343000412,235.8800049,108.1849442,710.6304932,39.28414249,57.81,2.77,"",24,146.8376694,370.3765564,86.49545288,149.0351791,45.3,59.2293911,50.15654182,117.3769455,20.18574905,115.1619263,51.90103722,97.15252686,15.15353751,389.9786911,58.14683342,83.36091232
"2020-02-01 10:00",261.937645,53.25030041,15.00515604,53.25030041,78.19523621,7.65500021,183.1999969,105.6513519,719.9567871,44.7127161,60.32,1.79,"",26,150.0739479,369.5791931,88.09584618,149.6120911,41.6,66.95121956,54.00828457,125.6020279,25.81375122,115.4912872,53.27753258,95.98271179,15.57241821,401.1676636,60.18758392,88.23778152
"2020-02-01 11:00",260.7513733,51.66829967,14.55855012,51.66829967,77.3732357,8.277000427,299.6400146,101.3637619,706.3253784,45.5175724,57.3,2.93,"",25,156.3713074,372.9696655,86.69498444,149.7203674,53,67.48217392,50.42937183,123.9421387,25.41900063,115.9860001,51.44751835,94.46022034,16.1634922,402.1202774,57.67841625,84.99178314
"2020-02-01 12:00",260.1996078,47.33362007,14.36262512,47.33362007,75.62690735,8.237999916,226.6399994,103.0487061,692.4113159,41.47857094,55.16,3.16,"",25,152.5190811,374.5385742,85.44564629,145.5773659,37.1,68.57508659,45.9747324,123.7013092,28.88599968,116.1185684,50.49107361,93.7490921,16.31895542,399.6871719,53.81499958,80.08908844
"2020-02-01 13:00",259.7639236,45.45906067,12.85011864,45.45906067,75.81026268,8.012000084,301.7999878,100.5657043,688.7169189,38.93257141,53.48,1.58,"",25,149.6038704,367.9334412,82.38024712,147.292366,35.8,70.39882469,42.63054562,112.9914474,24.80574989,117.2484283,51.16448212,91.92099762,15.67856693,392.2361755,50.99975014,78.09969711
"2020-02-01 14:00",258.1252518,40.75621986,11.48640633,40.75621986,76.92464256,8.229000092,260.6799927,98.7579422,642.0311279,38.73256969,53.68,1.5,"",24,146.5405617,361.669342,77.13576126,146.4688187,42.7,70.43834686,32.88930607,111.3683624,25.00074959,116.9293594,53.07386684,90.41816711,16.06601477,378.0432892,42.70383263,73.92856598
"2020-02-01 15:00",248.3760033,36.40114117,10.45461249,36.40114117,74.0569706,8.562000275,252.6000061,90.10082245,574.4898682,34.19685841,55.41,1.58,"",20,143.7000999,352.6719055,68.44178772,138.5256348,41.7,69.98147583,28.81097364,101.6184692,23.09375,116.3426437,57.49432564,89.46385193,16.32661247,352.4654465,33.65933323,56.82747841
"2020-02-01 16:00",232.9290199,34.16319942,8.418837547,34.16319942,74.83116722,8.829000473,303.1600037,84.28635406,525.3508911,35.19285679,64.82,1.62,"",16,144.4041519,329.5090637,56.3730402,123.9524536,58.8,59.08734703,27.98792601,104.8443604,18.87199974,115.3832169,61.88826656,87.89849091,18.1831193,315.439949,27.26833391,47.359869
"2020-02-01 17:00",222.0734138,37.1328001,7.099524975,37.1328001,75.15354729,8.859000206,341.4400024,83.00694275,488.5835876,42.88857174,84.93,1.69,"",15,147.4235382,306.3406982,48.82064438,112.8887291,53.4,51.0012188,27.00920916,104.5980301,19.92074966,114.4657898,66.41831779,87.35085297,21.72610426,285.2663116,29.09166622,49.82656479
"2020-02-01 18:00",187.2991409,36.33765984,6.610262513,36.33765984,75.57041359,10.02000046,266.2000122,80.77864838,461.6521912,42.64085674,79.85,1.79,"",18,139.0562019,290.3719482,43.39511871,108.7969112,54.1,48.63978291,27.45663738,99.15672302,20.77224922,114.8422165,66.70888329,86.70838165,21.751194,265.2285995,28.95933294,45.55943394
"2020-02-01 19:00",146.7530251,36.07760048,6.32971251,36.07760048,74.29163361,7.921999931,240.7200012,79.96635437,435.889679,37.89685726,73.28,1.87,"",21,131.2234879,283.1275635,40.93134594,104.678545,49,45.66408825,26.16998243,81.59872437,21.59250069,114.4881439,66.46079826,83.16267395,21.51404524,252.1961555,27.07774973,46.63521671
"2020-02-01 20:00",131.8192902,33.79020023,5.918412447,33.79020023,74.7686367,7.053999901,336.1600037,78.56429291,412.9901733,35.85142803,64.32,4.07,"",20,125.0347691,275.8326111,38.66307926,104.2573624,47.4,43.40799999,24.01225758,81.72283173,21.08575058,114.2130737,61.18570995,66.02765656,21.06562662,241.8802719,23.51883364,50.6897831
"2020-02-01 21:00",116.2946663,31.0576601,5.38946259,31.0576601,73.47452927,7.540999889,323.8399963,75.47635651,399.9782104,30.90857124,65.85,2.01,"",20,123.5818481,271.4165344,37.09561443,102.6130028,43,36.77347755,23.01710033,88.89927673,20.12524986,113.8657837,50.95288181,55.46640015,20.63286495,234.696434,19.53599977,49.92139053
"2020-02-01 22:00",110.2954521,28.11929941,5.075906277,28.11929941,72.13827705,7.791999817,228.5599976,74.3663559,376.3635254,24.05457067,59.73,1.75,"",12,118.0710011,266.1130981,35.51427555,100.5915451,43.1,32.38678265,20.45265532,91.31969452,16.4394989,114.256218,36.25995541,52.6327095,20.41544771,224.3468704,14.68400002,49.94965172
"2020-02-01 23:00",103.8157635,25.72650003,4.807112575,25.72650003,71.35276985,7.406000137,206,72.6475296,357.4510498,21.36128616,52.6,1.21,"",12,111.938488,262.3066101,33.95273113,101.1852741,39.3,28.11382627,18.52343655,79.93105316,10.44900036,114.0309982,26.67594814,52.4369278,19.81720877,216.5837784,12.06066656,46.88595772
"2020-02-02 00:00",101.1597633,24.01417971,4.586306214,24.01417971,69.00723076,6.868000031,164.4400024,69.63917542,347.7911072,19.48471403,47.46,1.14,"",12,106.0106926,260.6472778,33.15730667,101.3327293,42.5,25.60704327,17.86329269,72.89424896,7.00425005,113.4702148,24.06804419,57.02603531,18.92446232,213.0790634,12.82383347,49.52765179
"2020-02-02 01:00",100.1671371,23.44129992,4.473899961,23.44129992,68.29081535,6.749000072,198.4400024,64.13411713,342.1730347,17.445858,45.16,1.14,"",11,102.1137962,262.0213928,33.03751087,100.5827255,40.6,25.19647884,17.24551535,77.99175262,6.805749893,113.5315704,23.51171112,59.55183792,18.29434299,209.1870651,11.90566683,47.16012955
"2020-02-02 02:00",98.23333549,23.02325964,4.424418807,23.02325964,66.24594307,7.170000076,226.8399963,62.77435303,340.4281921,17.26642799,42.5,1.06,"",12,100.5329742,261.5003357,33.04482269,100.8666382,37.2,24.58891296,17.05582094,79.28775024,6.699500084,113.9515762,23.18166685,67.11867523,14.87694025,209.8757553,12.39549994,49.77239132
"2020-02-02 03:00",103.5116863,22.28353977,4.515674949,22.28353977,65.38554001,6.613999844,179.4400024,61.87752914,335.5945435,16.22757196,44.13,1.5,"",12,102.1197453,260.3844604,33.66519642,100.2223644,34,23.54252243,17.01999569,71.93819427,7.039500237,113.3886414,22.8596077,73.54690552,15.32810473,211.7981415,11.86549997,47.05552101
"2020-02-02 04:00",115.0565491,22.33017969,4.83001864,22.33017969,66.91137314,7.100999832,189.5599976,62.85458755,342.921814,16.05542874,46.42,1.68,"",12,102.8324623,260.8241577,34.97912979,101.8089981,32.2,24.80391312,17.21004868,73.165802,7.690500259,113.3626404,23.92382193,74.27381897,18.48949242,215.8664398,12.78516674,47.04417515
"2020-02-02 05:00",133.9340363,23.56559992,5.8442626,23.56559992,67.4154377,7.547999859,168.0800018,66.44341278,386.6414185,20.55399942,49.3,1.73,"",13,105.5711803,273.4308472,39.79404736,103.4778194,41.9,25.94173908,19.27433157,76.69921875,12.91324997,113.5221405,27.40667391,77.18165588,21.59283543,233.8766251,15.50908303,48.31973839
"2020-02-02 06:00",164.4810257,30.92617989,8.583549976,30.92617989,72.80576706,7.781000137,268.6400146,79.53294373,503.3920288,30.03571367,58.87,1.75,"",13,119.6877174,296.8320618,51.69647408,110.8951836,49,31.43434811,28.93495226,87.76953125,16.98799896,113.2245712,37.71746635,85.65705109,21.77226877,265.0697174,24.36116695,61.52804375
"2020-02-02 07:00",196.3171005,42.65333843,11.44000626,42.65333843,79.05410957,7.881999969,322.1199951,93.32776642,609.6447144,39.17328453,72.43,2.37,"",17,139.0283585,325.1447144,68.50130081,126.7792759,58.9,41.87291336,44.13880348,103.5149689,15.44950008,113.9447174,43.4787693,97.33611298,22.32873154,318.3565445,38.51866722,76.64582634
