42,4228,10,"VEST-AGDER",1046,"SIRDAL","AGDER","SIRDAL","Vest-Norge","Vestre Østland","sirdal"
11,1101,11,"ROGALAND",1101,"EIGERSUND","ROGALAND","EIGERSUND","Vest-Norge","Vestlandet","eigersund"
11,1108,11,"ROGALAND",1102,"SANDNES","ROGALAND","SANDNES","Vest-Norge","Vestlandet","sandnes"
11,1103,11,"ROGALAND",1103,"STAVANGER","ROGALAND","STAVANGER","Vest-Norge","Vestlandet","stavanger"
11,1106,11,"ROGALAND",1106,"HAUGESUND","ROGALAND","HAUGESUND","Vest-Norge","Vestlandet","haugesund"
11,1111,11,"ROGALAND",1111,"SOKNDAL","ROGALAND","SOKNDAL","Vest-Norge","Vestlandet","sokndal"
11,1112,11,"ROGALAND",1112,"LUND","ROGALAND","LUND","Vest-Norge","Vestlandet","lund"
11,1114,11,"ROGALAND",1114,"BJERKREIM","ROGALAND","BJERKREIM","Vest-Norge","Vestlandet","bjerkreim"
11,1119,11,"ROGALAND",1119,"HÅ","ROGALAND","HÅ","Vest-Norge","Vestlandet","hå"
11,1120,11,"ROGALAND",1120,"KLEPP","ROGALAND","KLEPP","Vest-Norge","Vestlandet","klepp"
11,1121,11,"ROGALAND",1121,"TIME","ROGALAND","TIME","Vest-Norge","Vestlandet","time"
11,1122,11,"ROGALAND",1122,"GJESDAL","ROGALAND","GJESDAL","Vest-Norge","Vestlandet","gjesdal"
11,1124,11,"ROGALAND",1124,"SOLA","ROGALAND","SOLA","Vest-Norge","Vestlandet","sola"
11,1127,11,"ROGALAND",1127,"RANDABERG","ROGALAND","RANDABERG","Vest-Norge","Vestlandet","randaberg"
11,1108,11,"ROGALAND",1129,"FORSAND","ROGALAND","SANDNES","Vest-Norge","Vestlandet","sandnes"
11,1130,11,"ROGALAND",1130,"STRAND","ROGALAND","STRAND","Vest-Norge","Vestlandet","strand"
11,1133,11,"ROGALAND",1133,"HJELMELAND","ROGALAND","HJELMELAND","Vest-Norge","Vestlandet","hjelmeland"
11,1134,11,"ROGALAND",1134,"SULDAL","ROGALAND","SULDAL","Vest-Norge","Vestlandet","suldal"
11,1135,11,"ROGALAND",1135,"SAUDA","ROGALAND","SAUDA","Vest-Norge","Vestlandet","sauda"
11,1103,11,"ROGALAND",1141,"FINNØY","ROGALAND","STAVANGER","Vest-Norge","Vestlandet","stavanger"
11,1103,11,"ROGALAND",1142,"RENNESØY","ROGALAND","STAVANGER","Vest-Norge","Vestlandet","stavanger"
11,1144,11,"ROGALAND",1144,"KVITSØY","ROGALAND","KVITSØY","Vest-Norge","Vestlandet","kvitsøy"
11,1145,11,"ROGALAND",1145,"BOKN","ROGALAND","BOKN","Vest-Norge","Vestlandet","bokn"
11,1146,11,"ROGALAND",1146,"TYSVÆR","ROGALAND","TYSVÆR","Vest-Norge","Vestlandet","tysvær"
11,1149,11,"ROGALAND",1149,"KARMØY","ROGALAND","KARMØY","Vest-Norge","Vestlandet","karmøy"
11,1151,11,"ROGALAND",1151,"UTSIRA","ROGALAND","UTSIRA","Vest-Norge","Vestlandet","utsira"
11,1160,11,"ROGALAND",1160,"VINDAFJORD","ROGALAND","VINDAFJORD","Vest-Norge","Vestlandet","vindafjord"
46,4601,12,"HORDALAND",1201,"BERGEN","VESTLAND","BERGEN","Vest-Norge","Vestlandet","bergen"
46,4611,12,"HORDALAND",1211,"ETNE","VESTLAND","ETNE","Vest-Norge","Vestlandet","etne"
46,4612,12,"HORDALAND",1216,"SVEIO","VESTLAND","SVEIO","Vest-Norge","Vestlandet","sveio"
46,4613,12,"HORDALAND",1219,"BØMLO","VESTLAND","BØMLO","Vest-Norge","Vestlandet","bømlo"
46,4614,12,"HORDALAND",1221,"STORD","VESTLAND","STORD","Vest-Norge","Vestlandet","stord"
