,Category,Menn,Kvinner,kommune
15,75-79 år,-289,309,sunnfjord
16,80-84 år,-212,238,sunnfjord
17,85-89 år,-118,171,sunnfjord
18,90-94 år,-49,111,sunnfjord
19,95-99 år,-11,37,sunnfjord
20,100 år eller eldre,0,2,sunnfjord
0,0-4 år,-671,593,sunnfjord
1,5-9 år,-765,722,sunnfjord
2,10-14 år,-841,716,sunnfjord
3,15-19 år,-804,713,sunnfjord
4,20-24 år,-790,650,sunnfjord
5,25-29 år,-718,696,sunnfjord
6,30-34 år,-716,681,sunnfjord
7,35-39 år,-744,660,sunnfjord
8,40-44 år,-645,652,sunnfjord
9,45-49 år,-781,717,sunnfjord
10,50-54 år,-719,678,sunnfjord
11,55-59 år,-682,677,sunnfjord
12,60-64 år,-639,674,sunnfjord
13,65-69 år,-582,585,sunnfjord
14,70-74 år,-494,478,sunnfjord
15,75-79 år,-289,309,sunnfjord
16,80-84 år,-212,238,sunnfjord
17,85-89 år,-118,171,sunnfjord
18,90-94 år,-49,111,sunnfjord
19,95-99 år,-11,37,sunnfjord
20,100 år eller eldre,0,2,sunnfjord
0,0-4 år,-671,593,sunnfjord
1,5-9 år,-765,722,sunnfjord
2,10-14 år,-841,716,sunnfjord
3,15-19 år,-804,713,sunnfjord
4,20-24 år,-790,650,sunnfjord
5,25-29 år,-718,696,sunnfjord
6,30-34 år,-716,681,sunnfjord
7,35-39 år,-744,660,sunnfjord
8,40-44 år,-645,652,sunnfjord
9,45-49 år,-781,717,sunnfjord
10,50-54 år,-719,678,sunnfjord
11,55-59 år,-682,677,sunnfjord
12,60-64 år,-639,674,sunnfjord
13,65-69 år,-582,585,sunnfjord
14,70-74 år,-494,478,sunnfjord
15,75-79 år,-289,309,sunnfjord
16,80-84 år,-212,238,sunnfjord
17,85-89 år,-118,171,sunnfjord
18,90-94 år,-49,111,sunnfjord
19,95-99 år,-11,37,sunnfjord
20,100 år eller eldre,0,2,sunnfjord
0,0-4 år,-66,72,bremanger
1,5-9 år,-110,82,bremanger
2,10-14 år,-102,110,bremanger
3,15-19 år,-128,126,bremanger
4,20-24 år,-129,96,bremanger
5,25-29 år,-68,75,bremanger
6,30-34 år,-90,72,bremanger
7,35-39 år,-83,85,bremanger
8,40-44 år,-104,93,bremanger
9,45-49 år,-137,132,bremanger
10,50-54 år,-132,125,bremanger
11,55-59 år,-148,104,bremanger
12,60-64 år,-118,99,bremanger
13,65-69 år,-124,105,bremanger
14,70-74 år,-121,108,bremanger
15,75-79 år,-69,104,bremanger
16,80-84 år,-62,76,bremanger
17,85-89 år,-37,65,bremanger
18,90-94 år,-20,31,bremanger
19,95-99 år,-3,14,bremanger
20,100 år eller eldre,0,4,bremanger
0,0-4 år,-452,388,kinn
1,5-9 år,-562,508,kinn
2,10-14 år,-563,616,kinn
3,15-19 år,-610,542,kinn
4,20-24 år,-612,514,kinn
5,25-29 år,-557,423,kinn
6,30-34 år,-499,498,kinn
7,35-39 år,-525,494,kinn
8,40-44 år,-496,503,kinn
9,45-49 år,-607,554,kinn
10,50-54 år,-611,540,kinn
11,55-59 år,-636,539,kinn
12,60-64 år,-588,573,kinn
13,65-69 år,-495,487,kinn
14,70-74 år,-438,399,kinn
15,75-79 år,-284,275,kinn
16,80-84 år,-144,218,kinn
17,85-89 år,-112,177,kinn
18,90-94 år,-32,94,kinn
19,95-99 år,-10,25,kinn
20,100 år eller eldre,-2,5,kinn
0,0-4 år,-237,238,stad
1,5-9 år,-306,271,stad
2,10-14 år,-289,311,stad
3,15-19 år,-305,324,stad
4,20-24 år,-326,290,stad
5,25-29 år,-276,226,stad
6,30-34 år,-233,253,stad
7,35-39 år,-250,253,stad
8,40-44 år,-290,258,stad
9,45-49 år,-286,290,stad
10,50-54 år,-341,310,stad
11,55-59 år,-333,294,stad
12,60-64 år,-329,315,stad
13,65-69 år,-310,265,stad
14,70-74 år,-266,239,stad
15,75-79 år,-170,191,stad
16,80-84 år,-118,156,stad
17,85-89 år,-73,98,stad
18,90-94 år,-19,70,stad
19,95-99 år,-12,27,stad
20,100 år eller eldre,-2,7,stad
0,0-4 år,-237,238,stad
1,5-9 år,-306,271,stad
2,10-14 år,-289,311,stad
3,15-19 år,-305,324,stad
4,20-24 år,-326,290,stad
5,25-29 år,-276,226,stad
6,30-34 år,-233,253,stad
7,35-39 år,-250,253,stad
8,40-44 år,-290,258,stad
9,45-49 år,-286,290,stad
10,50-54 år,-341,310,stad
11,55-59 år,-333,294,stad
12,60-64 år,-329,315,stad
13,65-69 år,-310,265,stad
14,70-74 år,-266,239,stad
15,75-79 år,-170,191,stad
16,80-84 år,-118,156,stad
17,85-89 år,-73,98,stad
18,90-94 år,-19,70,stad
19,95-99 år,-12,27,stad
20,100 år eller eldre,-2,7,stad
0,0-4 år,-294,283,volda
1,5-9 år,-294,248,volda
2,10-14 år,-320,348,volda
3,15-19 år,-352,348,volda
4,20-24 år,-428,438,volda
5,25-29 år,-384,361,volda
6,30-34 år,-316,288,volda
7,35-39 år,-318,277,volda
8,40-44 år,-314,284,volda
9,45-49 år,-300,331,volda
10,50-54 år,-333,293,volda
11,55-59 år,-316,317,volda
12,60-64 år,-318,290,volda
13,65-69 år,-279,309,volda
14,70-74 år,-278,256,volda
15,75-79 år,-183,192,volda
16,80-84 år,-116,151,volda
17,85-89 år,-73,109,volda
18,90-94 år,-36,67,volda
19,95-99 år,-7,20,volda
20,100 år eller eldre,0,4,volda
0,0-4 år,-159,147,gloppen
1,5-9 år,-169,162,gloppen
2,10-14 år,-206,173,gloppen
3,15-19 år,-245,204,gloppen
4,20-24 år,-180,174,gloppen
5,25-29 år,-147,141,gloppen
6,30-34 år,-171,149,gloppen
7,35-39 år,-143,161,gloppen
8,40-44 år,-164,147,gloppen
9,45-49 år,-214,184,gloppen
10,50-54 år,-185,164,gloppen
11,55-59 år,-189,183,gloppen
12,60-64 år,-185,173,gloppen
13,65-69 år,-194,199,gloppen
14,70-74 år,-165,179,gloppen
15,75-79 år,-123,116,gloppen
16,80-84 år,-74,94,gloppen
17,85-89 år,-36,67,gloppen
18,90-94 år,-21,40,gloppen
19,95-99 år,-3,21,gloppen
20,100 år eller eldre,-1,2,gloppen
0,0-4 år,-180,200,stryn
1,5-9 år,-220,194,stryn
2,10-14 år,-251,244,stryn
3,15-19 år,-244,241,stryn
4,20-24 år,-223,206,stryn
5,25-29 år,-231,184,stryn
6,30-34 år,-201,181,stryn
7,35-39 år,-219,199,stryn
8,40-44 år,-254,195,stryn
9,45-49 år,-232,223,stryn
10,50-54 år,-288,234,stryn
11,55-59 år,-250,212,stryn
12,60-64 år,-193,197,stryn
13,65-69 år,-214,212,stryn
14,70-74 år,-188,179,stryn
15,75-79 år,-138,128,stryn
16,80-84 år,-83,109,stryn
17,85-89 år,-45,56,stryn
18,90-94 år,-21,38,stryn
19,95-99 år,-6,17,stryn
20,100 år eller eldre,0,0,stryn
0,0-4 år,-839,800,molde
1,5-9 år,-926,916,molde
2,10-14 år,-956,916,molde
3,15-19 år,-1040,960,molde
4,20-24 år,-1042,926,molde
5,25-29 år,-1028,934,molde
6,30-34 år,-1023,979,molde
7,35-39 år,-1046,982,molde
8,40-44 år,-941,884,molde
9,45-49 år,-1054,1008,molde
10,50-54 år,-1060,1102,molde
11,55-59 år,-1047,1005,molde
12,60-64 år,-1022,1053,molde
13,65-69 år,-942,903,molde
14,70-74 år,-892,927,molde
15,75-79 år,-530,617,molde
16,80-84 år,-344,435,molde
17,85-89 år,-218,319,molde
18,90-94 år,-90,198,molde
19,95-99 år,-11,44,molde
20,100 år eller eldre,-2,6,molde
0,0-4 år,-1837,1764,ålesund
1,5-9 år,-2089,1864,ålesund
2,10-14 år,-2107,1950,ålesund
3,15-19 år,-2097,1966,ålesund
4,20-24 år,-2425,2086,ålesund
5,25-29 år,-2326,2089,ålesund
6,30-34 år,-2403,2160,ålesund
7,35-39 år,-2325,2148,ålesund
8,40-44 år,-2298,2045,ålesund
9,45-49 år,-2400,2092,ålesund
10,50-54 år,-2289,2080,ålesund
11,55-59 år,-2047,1926,ålesund
12,60-64 år,-1973,1884,ålesund
13,65-69 år,-1730,1767,ålesund
14,70-74 år,-1545,1521,ålesund
15,75-79 år,-998,1081,ålesund
16,80-84 år,-594,788,ålesund
17,85-89 år,-345,568,ålesund
18,90-94 år,-157,344,ålesund
19,95-99 år,-34,102,ålesund
20,100 år eller eldre,-2,12,ålesund
0,0-4 år,-554,527,kristiansund
1,5-9 år,-661,638,kristiansund
2,10-14 år,-724,725,kristiansund
3,15-19 år,-826,655,kristiansund
4,20-24 år,-760,651,kristiansund
5,25-29 år,-772,714,kristiansund
6,30-34 år,-835,733,kristiansund
7,35-39 år,-810,706,kristiansund
8,40-44 år,-726,705,kristiansund
9,45-49 år,-910,828,kristiansund
10,50-54 år,-895,834,kristiansund
11,55-59 år,-719,736,kristiansund
12,60-64 år,-779,811,kristiansund
13,65-69 år,-751,771,kristiansund
14,70-74 år,-695,725,kristiansund
15,75-79 år,-454,474,kristiansund
16,80-84 år,-228,290,kristiansund
17,85-89 år,-133,225,kristiansund
18,90-94 år,-44,112,kristiansund
19,95-99 år,-5,35,kristiansund
20,100 år eller eldre,0,3,kristiansund
0,0-4 år,-63,53,vanylven
1,5-9 år,-74,66,vanylven
2,10-14 år,-71,66,vanylven
3,15-19 år,-97,102,vanylven
4,20-24 år,-125,82,vanylven
5,25-29 år,-75,58,vanylven
6,30-34 år,-75,67,vanylven
7,35-39 år,-70,57,vanylven
8,40-44 år,-65,87,vanylven
9,45-49 år,-92,91,vanylven
10,50-54 år,-124,103,vanylven
11,55-59 år,-121,104,vanylven
12,60-64 år,-111,112,vanylven
13,65-69 år,-137,126,vanylven
14,70-74 år,-129,115,vanylven
15,75-79 år,-82,83,vanylven
16,80-84 år,-58,48,vanylven
17,85-89 år,-24,47,vanylven
18,90-94 år,-12,20,vanylven
19,95-99 år,-2,19,vanylven
20,100 år eller eldre,0,4,vanylven
0,0-4 år,-63,53,sande
1,5-9 år,-74,66,sande
2,10-14 år,-71,66,sande
3,15-19 år,-97,102,sande
4,20-24 år,-125,82,sande
5,25-29 år,-75,58,sande
6,30-34 år,-75,67,sande
7,35-39 år,-70,57,sande
8,40-44 år,-65,87,sande
9,45-49 år,-92,91,sande
10,50-54 år,-124,103,sande
11,55-59 år,-121,104,sande
12,60-64 år,-111,112,sande
13,65-69 år,-137,126,sande
14,70-74 år,-129,115,sande
15,75-79 år,-82,83,sande
16,80-84 år,-58,48,sande
17,85-89 år,-24,47,sande
18,90-94 år,-12,20,sande
19,95-99 år,-2,19,sande
20,100 år eller eldre,0,4,sande
0,0-4 år,-221,214,HERØY (MØRE OG ROMSDAL)
1,5-9 år,-277,249,HERØY (MØRE OG ROMSDAL)
2,10-14 år,-299,269,HERØY (MØRE OG ROMSDAL)
3,15-19 år,-316,273,HERØY (MØRE OG ROMSDAL)
4,20-24 år,-247,237,HERØY (MØRE OG ROMSDAL)
5,25-29 år,-241,212,HERØY (MØRE OG ROMSDAL)
6,30-34 år,-268,281,HERØY (MØRE OG ROMSDAL)
7,35-39 år,-283,235,HERØY (MØRE OG ROMSDAL)
8,40-44 år,-293,254,HERØY (MØRE OG ROMSDAL)
9,45-49 år,-326,329,HERØY (MØRE OG ROMSDAL)
10,50-54 år,-314,315,HERØY (MØRE OG ROMSDAL)
11,55-59 år,-320,283,HERØY (MØRE OG ROMSDAL)
12,60-64 år,-295,258,HERØY (MØRE OG ROMSDAL)
13,65-69 år,-274,250,HERØY (MØRE OG ROMSDAL)
14,70-74 år,-235,217,HERØY (MØRE OG ROMSDAL)
15,75-79 år,-169,156,HERØY (MØRE OG ROMSDAL)
16,80-84 år,-89,143,HERØY (MØRE OG ROMSDAL)
17,85-89 år,-64,89,HERØY (MØRE OG ROMSDAL)
18,90-94 år,-30,50,HERØY (MØRE OG ROMSDAL)
19,95-99 år,-7,16,HERØY (MØRE OG ROMSDAL)
20,100 år eller eldre,-1,1,HERØY (MØRE OG ROMSDAL)
0,0-4 år,-257,216,ulstein
1,5-9 år,-267,245,ulstein
2,10-14 år,-305,293,ulstein
3,15-19 år,-331,301,ulstein
4,20-24 år,-277,228,ulstein
5,25-29 år,-251,228,ulstein
6,30-34 år,-276,243,ulstein
7,35-39 år,-294,248,ulstein
8,40-44 år,-314,273,ulstein
9,45-49 år,-368,324,ulstein
10,50-54 år,-367,291,ulstein
11,55-59 år,-256,238,ulstein
12,60-64 år,-236,226,ulstein
13,65-69 år,-212,196,ulstein
14,70-74 år,-199,200,ulstein
15,75-79 år,-126,148,ulstein
16,80-84 år,-81,82,ulstein
17,85-89 år,-40,71,ulstein
18,90-94 år,-22,28,ulstein
19,95-99 år,-1,10,ulstein
20,100 år eller eldre,0,2,ulstein
0,0-4 år,-161,154,hareid
1,5-9 år,-180,152,hareid
2,10-14 år,-173,156,hareid
3,15-19 år,-155,159,hareid
4,20-24 år,-153,154,hareid
5,25-29 år,-161,143,hareid
6,30-34 år,-180,176,hareid
7,35-39 år,-186,152,hareid
8,40-44 år,-178,158,hareid
9,45-49 år,-161,165,hareid
10,50-54 år,-176,154,hareid
11,55-59 år,-148,163,hareid
12,60-64 år,-176,152,hareid
13,65-69 år,-162,125,hareid
14,70-74 år,-125,125,hareid
15,75-79 år,-75,89,hareid
16,80-84 år,-50,66,hareid
17,85-89 år,-26,47,hareid
18,90-94 år,-16,35,hareid
19,95-99 år,0,8,hareid
20,100 år eller eldre,0,0,hareid
0,0-4 år,-161,154,volda
1,5-9 år,-180,152,volda
2,10-14 år,-173,156,volda
3,15-19 år,-155,159,volda
4,20-24 år,-153,154,volda
5,25-29 år,-161,143,volda
6,30-34 år,-180,176,volda
7,35-39 år,-186,152,volda
8,40-44 år,-178,158,volda
9,45-49 år,-161,165,volda
10,50-54 år,-176,154,volda
11,55-59 år,-148,163,volda
12,60-64 år,-176,152,volda
13,65-69 år,-162,125,volda
14,70-74 år,-125,125,volda
15,75-79 år,-75,89,volda
16,80-84 år,-50,66,volda
17,85-89 år,-26,47,volda
18,90-94 år,-16,35,volda
19,95-99 år,0,8,volda
20,100 år eller eldre,0,0,volda
0,0-4 år,-314,306,ørsta
1,5-9 år,-327,336,ørsta
2,10-14 år,-376,344,ørsta
3,15-19 år,-344,333,ørsta
4,20-24 år,-338,321,ørsta
5,25-29 år,-343,311,ørsta
6,30-34 år,-330,322,ørsta
7,35-39 år,-352,317,ørsta
8,40-44 år,-309,310,ørsta
9,45-49 år,-383,300,ørsta
10,50-54 år,-373,349,ørsta
11,55-59 år,-331,314,ørsta
12,60-64 år,-351,325,ørsta
13,65-69 år,-302,321,ørsta
14,70-74 år,-288,274,ørsta
15,75-79 år,-174,201,ørsta
16,80-84 år,-114,148,ørsta
17,85-89 år,-81,123,ørsta
18,90-94 år,-36,76,ørsta
19,95-99 år,-7,19,ørsta
20,100 år eller eldre,0,2,ørsta
0,0-4 år,-1837,1764,ålesund
1,5-9 år,-2089,1864,ålesund
2,10-14 år,-2107,1950,ålesund
3,15-19 år,-2097,1966,ålesund
4,20-24 år,-2425,2086,ålesund
5,25-29 år,-2326,2089,ålesund
6,30-34 år,-2403,2160,ålesund
7,35-39 år,-2325,2148,ålesund
8,40-44 år,-2298,2045,ålesund
9,45-49 år,-2400,2092,ålesund
10,50-54 år,-2289,2080,ålesund
11,55-59 år,-2047,1926,ålesund
12,60-64 år,-1973,1884,ålesund
13,65-69 år,-1730,1767,ålesund
14,70-74 år,-1545,1521,ålesund
15,75-79 år,-998,1081,ålesund
16,80-84 år,-594,788,ålesund
17,85-89 år,-345,568,ålesund
18,90-94 år,-157,344,ålesund
19,95-99 år,-34,102,ålesund
20,100 år eller eldre,-2,12,ålesund
0,0-4 år,-41,44,fjord
1,5-9 år,-69,53,fjord
2,10-14 år,-88,94,fjord
3,15-19 år,-93,106,fjord
4,20-24 år,-68,78,fjord
5,25-29 år,-49,45,fjord
6,30-34 år,-48,60,fjord
7,35-39 år,-66,60,fjord
8,40-44 år,-68,64,fjord
9,45-49 år,-80,85,fjord
10,50-54 år,-90,99,fjord
11,55-59 år,-104,81,fjord
12,60-64 år,-97,92,fjord
13,65-69 år,-80,93,fjord
14,70-74 år,-78,67,fjord
15,75-79 år,-54,61,fjord
16,80-84 år,-47,54,fjord
17,85-89 år,-22,29,fjord
18,90-94 år,-11,19,fjord
19,95-99 år,-1,9,fjord
20,100 år eller eldre,0,2,fjord
0,0-4 år,-121,91,stranda
1,5-9 år,-107,109,stranda
2,10-14 år,-121,129,stranda
3,15-19 år,-127,153,stranda
4,20-24 år,-155,113,stranda
5,25-29 år,-114,125,stranda
6,30-34 år,-174,141,stranda
7,35-39 år,-136,132,stranda
8,40-44 år,-143,116,stranda
9,45-49 år,-163,144,stranda
10,50-54 år,-175,152,stranda
11,55-59 år,-165,129,stranda
12,60-64 år,-142,127,stranda
13,65-69 år,-109,118,stranda
14,70-74 år,-136,130,stranda
15,75-79 år,-91,101,stranda
16,80-84 år,-63,79,stranda
17,85-89 år,-49,70,stranda
18,90-94 år,-17,34,stranda
19,95-99 år,-5,14,stranda
20,100 år eller eldre,-1,2,stranda
0,0-4 år,-41,44,fjord
1,5-9 år,-69,53,fjord
2,10-14 år,-88,94,fjord
3,15-19 år,-93,106,fjord
4,20-24 år,-68,78,fjord
5,25-29 år,-49,45,fjord
6,30-34 år,-48,60,fjord
7,35-39 år,-66,60,fjord
8,40-44 år,-68,64,fjord
9,45-49 år,-80,85,fjord
10,50-54 år,-90,99,fjord
11,55-59 år,-104,81,fjord
12,60-64 år,-97,92,fjord
13,65-69 år,-80,93,fjord
14,70-74 år,-78,67,fjord
15,75-79 år,-54,61,fjord
16,80-84 år,-47,54,fjord
17,85-89 år,-22,29,fjord
18,90-94 år,-11,19,fjord
19,95-99 år,-1,9,fjord
20,100 år eller eldre,0,2,fjord
0,0-4 år,-175,183,sykkylven
1,5-9 år,-220,230,sykkylven
2,10-14 år,-244,258,sykkylven
3,15-19 år,-254,279,sykkylven
4,20-24 år,-239,202,sykkylven
5,25-29 år,-229,168,sykkylven
6,30-34 år,-201,184,sykkylven
7,35-39 år,-247,237,sykkylven
8,40-44 år,-231,241,sykkylven
9,45-49 år,-283,260,sykkylven
10,50-54 år,-288,256,sykkylven
11,55-59 år,-246,232,sykkylven
12,60-64 år,-251,240,sykkylven
13,65-69 år,-240,239,sykkylven
14,70-74 år,-211,210,sykkylven
15,75-79 år,-143,133,sykkylven
16,80-84 år,-65,99,sykkylven
17,85-89 år,-49,69,sykkylven
18,90-94 år,-27,42,sykkylven
19,95-99 år,-1,16,sykkylven
20,100 år eller eldre,-1,2,sykkylven
0,0-4 år,-1837,1764,ålesund
1,5-9 år,-2089,1864,ålesund
2,10-14 år,-2107,1950,ålesund
3,15-19 år,-2097,1966,ålesund
4,20-24 år,-2425,2086,ålesund
5,25-29 år,-2326,2089,ålesund
6,30-34 år,-2403,2160,ålesund
7,35-39 år,-2325,2148,ålesund
8,40-44 år,-2298,2045,ålesund
9,45-49 år,-2400,2092,ålesund
10,50-54 år,-2289,2080,ålesund
11,55-59 år,-2047,1926,ålesund
12,60-64 år,-1973,1884,ålesund
13,65-69 år,-1730,1767,ålesund
14,70-74 år,-1545,1521,ålesund
15,75-79 år,-998,1081,ålesund
16,80-84 år,-594,788,ålesund
17,85-89 år,-345,568,ålesund
18,90-94 år,-157,344,ålesund
19,95-99 år,-34,102,ålesund
20,100 år eller eldre,-2,12,ålesund
0,0-4 år,-323,264,sula
1,5-9 år,-357,361,sula
2,10-14 år,-344,307,sula
3,15-19 år,-284,314,sula
4,20-24 år,-294,227,sula
5,25-29 år,-282,258,sula
6,30-34 år,-316,313,sula
7,35-39 år,-342,347,sula
8,40-44 år,-327,289,sula
9,45-49 år,-377,302,sula
10,50-54 år,-315,241,sula
11,55-59 år,-246,227,sula
12,60-64 år,-294,244,sula
13,65-69 år,-214,240,sula
14,70-74 år,-209,184,sula
15,75-79 år,-109,140,sula
16,80-84 år,-78,90,sula
17,85-89 år,-59,86,sula
18,90-94 år,-32,52,sula
19,95-99 år,-4,16,sula
20,100 år eller eldre,0,2,sula
0,0-4 år,-293,298,giske
1,5-9 år,-299,292,giske
2,10-14 år,-301,325,giske
3,15-19 år,-280,282,giske
4,20-24 år,-290,210,giske
5,25-29 år,-228,226,giske
6,30-34 år,-277,310,giske
7,35-39 år,-310,279,giske
8,40-44 år,-294,273,giske
9,45-49 år,-298,247,giske
10,50-54 år,-267,239,giske
11,55-59 år,-236,232,giske
12,60-64 år,-244,246,giske
13,65-69 år,-231,201,giske
14,70-74 år,-173,171,giske
15,75-79 år,-128,137,giske
16,80-84 år,-76,81,giske
17,85-89 år,-45,69,giske
18,90-94 år,-14,48,giske
19,95-99 år,-1,9,giske
20,100 år eller eldre,-1,1,giske
0,0-4 år,-1837,1764,ålesund
1,5-9 år,-2089,1864,ålesund
2,10-14 år,-2107,1950,ålesund
3,15-19 år,-2097,1966,ålesund
4,20-24 år,-2425,2086,ålesund
5,25-29 år,-2326,2089,ålesund
6,30-34 år,-2403,2160,ålesund
7,35-39 år,-2325,2148,ålesund
8,40-44 år,-2298,2045,ålesund
9,45-49 år,-2400,2092,ålesund
10,50-54 år,-2289,2080,ålesund
11,55-59 år,-2047,1926,ålesund
12,60-64 år,-1973,1884,ålesund
13,65-69 år,-1730,1767,ålesund
14,70-74 år,-1545,1521,ålesund
15,75-79 år,-998,1081,ålesund
16,80-84 år,-594,788,ålesund
17,85-89 år,-345,568,ålesund
18,90-94 år,-157,344,ålesund
19,95-99 år,-34,102,ålesund
20,100 år eller eldre,-2,12,ålesund
0,0-4 år,-170,139,vestnes
1,5-9 år,-164,167,vestnes
2,10-14 år,-201,209,vestnes
3,15-19 år,-210,187,vestnes
4,20-24 år,-200,176,vestnes
5,25-29 år,-229,169,vestnes
6,30-34 år,-181,149,vestnes
7,35-39 år,-178,170,vestnes
8,40-44 år,-206,178,vestnes
9,45-49 år,-229,216,vestnes
10,50-54 år,-262,241,vestnes
11,55-59 år,-243,201,vestnes
12,60-64 år,-219,215,vestnes
13,65-69 år,-243,226,vestnes
14,70-74 år,-199,177,vestnes
15,75-79 år,-114,121,vestnes
16,80-84 år,-73,90,vestnes
17,85-89 år,-45,68,vestnes
18,90-94 år,-16,27,vestnes
19,95-99 år,-7,14,vestnes
20,100 år eller eldre,0,3,vestnes
0,0-4 år,-170,139,rauma
1,5-9 år,-164,167,rauma
2,10-14 år,-201,209,rauma
3,15-19 år,-210,187,rauma
4,20-24 år,-200,176,rauma
5,25-29 år,-229,169,rauma
6,30-34 år,-181,149,rauma
7,35-39 år,-178,170,rauma
8,40-44 år,-206,178,rauma
9,45-49 år,-229,216,rauma
10,50-54 år,-262,241,rauma
11,55-59 år,-243,201,rauma
12,60-64 år,-219,215,rauma
13,65-69 år,-243,226,rauma
14,70-74 år,-199,177,rauma
15,75-79 år,-114,121,rauma
16,80-84 år,-73,90,rauma
17,85-89 år,-45,68,rauma
18,90-94 år,-16,27,rauma
19,95-99 år,-7,14,rauma
20,100 år eller eldre,0,3,rauma
0,0-4 år,-839,800,molde
1,5-9 år,-926,916,molde
2,10-14 år,-956,916,molde
3,15-19 år,-1040,960,molde
4,20-24 år,-1042,926,molde
5,25-29 år,-1028,934,molde
6,30-34 år,-1023,979,molde
7,35-39 år,-1046,982,molde
8,40-44 år,-941,884,molde
9,45-49 år,-1054,1008,molde
10,50-54 år,-1060,1102,molde
11,55-59 år,-1047,1005,molde
12,60-64 år,-1022,1053,molde
13,65-69 år,-942,903,molde
14,70-74 år,-892,927,molde
15,75-79 år,-530,617,molde
16,80-84 år,-344,435,molde
17,85-89 år,-218,319,molde
18,90-94 år,-90,198,molde
19,95-99 år,-11,44,molde
20,100 år eller eldre,-2,6,molde
0,0-4 år,-839,800,molde
1,5-9 år,-926,916,molde
2,10-14 år,-956,916,molde
3,15-19 år,-1040,960,molde
4,20-24 år,-1042,926,molde
5,25-29 år,-1028,934,molde
6,30-34 år,-1023,979,molde
7,35-39 år,-1046,982,molde
8,40-44 år,-941,884,molde
9,45-49 år,-1054,1008,molde
10,50-54 år,-1060,1102,molde
11,55-59 år,-1047,1005,molde
12,60-64 år,-1022,1053,molde
13,65-69 år,-942,903,molde
14,70-74 år,-892,927,molde
15,75-79 år,-530,617,molde
16,80-84 år,-344,435,molde
17,85-89 år,-218,319,molde
18,90-94 år,-90,198,molde
19,95-99 år,-11,44,molde
20,100 år eller eldre,-2,6,molde
0,0-4 år,-1837,1764,ålesund
1,5-9 år,-2089,1864,ålesund
2,10-14 år,-2107,1950,ålesund
3,15-19 år,-2097,1966,ålesund
4,20-24 år,-2425,2086,ålesund
5,25-29 år,-2326,2089,ålesund
6,30-34 år,-2403,2160,ålesund
7,35-39 år,-2325,2148,ålesund
8,40-44 år,-2298,2045,ålesund
9,45-49 år,-2400,2092,ålesund
10,50-54 år,-2289,2080,ålesund
11,55-59 år,-2047,1926,ålesund
12,60-64 år,-1973,1884,ålesund
13,65-69 år,-1730,1767,ålesund
14,70-74 år,-1545,1521,ålesund
15,75-79 år,-998,1081,ålesund
16,80-84 år,-594,788,ålesund
17,85-89 år,-345,568,ålesund
18,90-94 år,-157,344,ålesund
19,95-99 år,-34,102,ålesund
20,100 år eller eldre,-2,12,ålesund
0,0-4 år,-81,88,aukra
1,5-9 år,-97,113,aukra
2,10-14 år,-140,140,aukra
3,15-19 år,-123,106,aukra
4,20-24 år,-109,112,aukra
5,25-29 år,-101,104,aukra
6,30-34 år,-107,85,aukra
7,35-39 år,-108,111,aukra
8,40-44 år,-106,121,aukra
9,45-49 år,-130,100,aukra
10,50-54 år,-107,103,aukra
11,55-59 år,-90,97,aukra
12,60-64 år,-106,101,aukra
13,65-69 år,-91,99,aukra
14,70-74 år,-96,95,aukra
15,75-79 år,-68,79,aukra
16,80-84 år,-40,46,aukra
17,85-89 år,-31,44,aukra
18,90-94 år,-7,17,aukra
19,95-99 år,-2,7,aukra
20,100 år eller eldre,-1,0,aukra
0,0-4 år,-370,384,hustadvika
1,5-9 år,-400,407,hustadvika
2,10-14 år,-444,449,hustadvika
3,15-19 år,-458,416,hustadvika
4,20-24 år,-385,351,hustadvika
5,25-29 år,-404,367,hustadvika
6,30-34 år,-428,431,hustadvika
7,35-39 år,-465,376,hustadvika
8,40-44 år,-389,396,hustadvika
9,45-49 år,-447,405,hustadvika
10,50-54 år,-466,448,hustadvika
11,55-59 år,-444,372,hustadvika
12,60-64 år,-417,401,hustadvika
13,65-69 år,-399,377,hustadvika
14,70-74 år,-367,361,hustadvika
15,75-79 år,-236,238,hustadvika
16,80-84 år,-131,149,hustadvika
17,85-89 år,-75,108,hustadvika
18,90-94 år,-16,62,hustadvika
19,95-99 år,-4,29,hustadvika
20,100 år eller eldre,-3,4,hustadvika
0,0-4 år,-370,384,hustadvika
1,5-9 år,-400,407,hustadvika
2,10-14 år,-444,449,hustadvika
3,15-19 år,-458,416,hustadvika
4,20-24 år,-385,351,hustadvika
5,25-29 år,-404,367,hustadvika
6,30-34 år,-428,431,hustadvika
7,35-39 år,-465,376,hustadvika
8,40-44 år,-389,396,hustadvika
9,45-49 år,-447,405,hustadvika
10,50-54 år,-466,448,hustadvika
11,55-59 år,-444,372,hustadvika
12,60-64 år,-417,401,hustadvika
13,65-69 år,-399,377,hustadvika
14,70-74 år,-367,361,hustadvika
15,75-79 år,-236,238,hustadvika
16,80-84 år,-131,149,hustadvika
17,85-89 år,-75,108,hustadvika
18,90-94 år,-16,62,hustadvika
19,95-99 år,-4,29,hustadvika
20,100 år eller eldre,-3,4,hustadvika
0,0-4 år,-120,133,averøy
